Date,Location,Team,OppTeam,TeamId,GameId,PercentBet_ML,Open_Line_ML,Pinnacle_ML,5dimes_ML,Heritage_ML,Bovada_ML,Betonline_ML,Average_Line_ML,Best_Line_ML,Worst_Line_ML,PercentBet_Spread,Open_Line_Spread,Open_Odds_Spread,Pinnacle_Line_Spread,Pinnacle_Odds_Spread,5dimes_Line_Spread,5dimes_Odds_Spread,Heritage_Line_Spread,Heritage_Odds_Spread,Bovada_Line_Spread,Bovada_Odds_Spread,Betonline_Line_Spread,Betonline_Odds_Spread,Average_Line_Spread,Average_Odds_Spread,Best_Line_Spread,Worst_Line_Spread,Best_Odds_Spread,Worst_Odds_Spread,PercentBet_OU,Open_Line_OU,Open_Odds_OU,Pinnacle_Line_OU,Pinnacle_Odds_OU,5dimes_Line_OU,5dimes_Odds_OU,Heritage_Line_OU,Heritage_Odds_OU,Bovada_Line_OU,Bovada_Odds_OU,Betonline_Line_OU,Betonline_Odds_OU,Average_Line_OU,Average_Odds_OU,Best_Line_OU,Worst_Line_OU,Best_Odds_OU,Worst_Odds_OU,Pts,Spread,Result,Total
2017-10-18,home,Washington,Philadelphia,1610612764,0021700006,43.7,-300.0,-285,-260,-280.0,-275.0,-275.0,-275.0,-260.0,-285.0,47.5,-6.0,-110,-6.5,-113,-6.5,-107,-6.5,-105,-6.5,-105,-6.5,-115,-6.42,-109.17,-6.0,-6.5,-105,-115,37.9,215.0,-110,218.0,-106,218.0,-107.0,218.0,-105,218.0,-110,217.5,-105,217.42,-107.17,218.0,215.0,-105.0,-110,120.0,5.0,W,235.0
2017-10-18,away,Milwaukee,Boston,1610612749,0021700007,53.9,125.0,109,108,100.0,110.0,102.0,105.8,110.0,100.0,53.1,7.5,-110,1.5,-104,1.5,-102,1.5,-105,1.5,-105,1.5,-110,2.5,-106.0,7.5,1.5,-102,-110,58.6,209.5,-110,203.5,-103,203.0,-108.0,203.0,-105,204.0,-105,204.0,-100,204.5,-105.17,209.5,203.0,-100.0,-110,108.0,8.0,W,208.0
2017-10-18,home,Boston,Milwaukee,1610612738,0021700007,46.1,-145.0,-120,-118,-120.0,-130.0,-122.0,-122.0,-118.0,-130.0,46.9,-7.5,-110,-1.5,-106,-1.5,-108,-1.5,-105,-1.5,-115,-1.5,-110,-2.5,-109.0,-1.5,-7.5,-105,-115,41.4,209.5,-110,203.5,-107,203.0,-102.0,203.0,-105,204.0,-115,204.0,-120,204.5,-109.83,209.5,203.0,-102.0,-120,100.0,-8.0,L,208.0
2017-10-18,away,New Orleans,Memphis,1610612740,0021700008,54.5,120.0,115,120,110.0,110.0,113.0,113.6,120.0,110.0,57.3,2.5,-110,2.0,-105,2.0,-102,2.0,-105,2.0,-110,2.0,-110,2.08,-107.0,2.5,2.0,-102,-110,0.0,204.0,-110,204.5,-104,204.5,-105.0,205.0,-105,204.0,-115,204.5,-110,204.42,-108.17,205.0,204.0,-104.0,-115,91.0,-12.0,L,194.0
2017-10-18,home,Memphis,New Orleans,1610612763,0021700008,45.5,-140.0,-127,-130,-130.0,-130.0,-133.0,-130.0,-127.0,-133.0,42.7,-2.5,-110,-2.0,-105,-2.0,-108,-2.0,-105,-2.0,-110,-2.0,-110,-2.08,-108.0,-2.0,-2.5,-105,-110,100.0,204.0,-110,204.5,-106,204.5,-105.0,205.0,-105,204.0,-105,204.5,-110,204.42,-106.83,205.0,204.0,-105.0,-110,103.0,12.0,W,194.0
2017-10-18,away,Atlanta,Dallas,1610612737,0021700009,48.9,210.0,188,190,185.0,190.0,190.0,188.6,190.0,185.0,4.8,7.0,-110,5.5,-108,5.5,-107,5.5,-105,5.5,-110,5.5,-110,5.75,-108.33,7.0,5.5,-105,-110,8.3,200.0,-110,198.5,-109,199.0,-102.0,199.0,-105,199.0,-110,199.0,-110,199.08,-107.67,200.0,198.5,-102.0,-110,117.0,6.0,W,228.0
2017-10-18,home,Dallas,Atlanta,1610612742,0021700009,51.1,-250.0,-210,-210,-220.0,-230.0,-220.0,-218.0,-210.0,-230.0,95.2,-7.0,-110,-5.5,-102,-5.5,-103,-5.5,-105,-5.5,-110,-5.5,-110,-5.75,-106.67,-5.5,-7.0,-102,-110,91.7,200.0,-110,198.5,-101,199.0,-108.0,199.0,-105,199.0,-110,199.0,-110,199.08,-107.33,200.0,198.5,-101.0,-110,111.0,-6.0,L,228.0
2017-10-18,away,Denver,Utah,1610612743,0021700010,55.8,110.0,124,130,120.0,115.0,122.0,122.2,130.0,115.0,46.1,2.5,-110,2.5,-105,2.5,-104,2.5,-105,2.5,-110,2.5,-110,2.5,-107.33,2.5,2.5,-104,-110,0.0,204.5,-110,204.5,-110,205.0,-102.0,205.0,-105,204.0,-115,204.5,-115,204.58,-109.5,205.0,204.0,-102.0,-115,96.0,-10.0,L,202.0
2017-10-18,home,Utah,Denver,1610612762,0021700010,44.2,-130.0,-137,-140,-140.0,-135.0,-142.0,-138.8,-135.0,-142.0,53.9,-2.5,-110,-2.5,-105,-2.5,-106,-2.5,-105,-2.5,-110,-2.5,-110,-2.5,-107.67,-2.5,-2.5,-105,-110,100.0,204.5,-110,204.5,-100,205.0,-108.0,205.0,-105,204.0,-105,204.5,-105,204.58,-105.5,205.0,204.0,-100.0,-110,106.0,10.0,W,202.0
2017-10-18,away,Minnesota,San Antonio,1610612750,0021700011,50.0,105.0,102,102,-105.0,-105.0,-108.0,-22.8,102.0,-108.0,0.0,4.0,-110,1.0,-104,1.0,-103,1.0,-105,1.0,-110,1.0,-110,1.5,-107.0,4.0,1.0,-103,-110,0.0,204.5,-110,203.5,-109,203.5,-105.0,204.0,-105,204.0,-110,203.5,-115,203.83,-109.0,204.5,203.5,-105.0,-115,99.0,-8.0,L,206.0
2017-10-18,home,San Antonio,Minnesota,1610612759,0021700011,50.0,-125.0,-113,-112,-115.0,-115.0,-112.0,-113.4,-112.0,-115.0,100.0,-4.0,-110,-1.0,-106,-1.0,-107,-1.0,-105,-1.0,-110,-1.0,-110,-1.5,-108.0,-1.0,-4.0,-105,-110,100.0,204.5,-110,203.5,-101,203.5,-105.0,204.0,-105,204.0,-110,203.5,-105,203.83,-106.0,204.5,203.5,-101.0,-110,107.0,8.0,W,206.0
2017-10-18,away,Portland,Phoenix,1610612757,0021700012,53.9,-125.0,-136,-135,-140.0,-145.0,-140.0,-139.2,-135.0,-145.0,56.8,0.0,-110,-2.5,-104,-2.5,-104,-2.5,-105,-2.5,-115,-2.5,-110,-2.08,-108.0,0.0,-2.5,-104,-115,49.5,219.5,-110,219.5,-122,219.5,-102.0,220.5,-105,219.0,-110,219.5,-125,219.58,-112.33,220.5,219.0,-102.0,-125,124.0,48.0,W,200.0
2017-10-18,home,Phoenix,Portland,1610612756,0021700012,46.1,105.0,123,125,120.0,125.0,120.0,122.6,125.0,120.0,43.2,0.0,-110,2.5,-106,2.5,-106,2.5,-105,2.5,-105,2.5,-110,2.08,-107.0,2.5,0.0,-105,-110,50.5,219.5,-110,219.5,-111,219.5,-108.0,220.5,-105,219.0,-110,219.5,-105,219.58,-108.17,220.5,219.0,-105.0,-111,76.0,-48.0,L,200.0
2017-10-18,away,Houston,Sacramento,1610612745,0021700013,47.3,-335.0,-295,-290,-315.0,-310.0,-300.0,-302.0,-290.0,-315.0,42.8,-8.5,-105,-7.0,-110,-7.0,-105,-7.0,-105,-7.5,-105,-7.0,-110,-7.33,-106.67,-7.0,-8.5,-105,-110,58.9,218.5,-110,216.5,-114,216.5,-108.0,217.0,-105,217.0,-110,216.5,-110,217.0,-109.5,218.5,216.5,-105.0,-114,105.0,5.0,W,205.0
2017-10-18,home,Sacramento,Houston,1610612758,0021700013,52.7,280.0,260,260,255.0,255.0,250.0,256.0,260.0,250.0,57.2,8.5,-115,7.0,-100,7.0,-105,7.0,-105,7.5,-115,7.0,-110,7.33,-108.33,8.5,7.0,-100,-115,41.1,218.5,-110,216.5,-103,216.5,-102.0,217.0,-105,217.0,-110,216.5,-110,217.0,-106.67,218.5,216.5,-102.0,-110,100.0,-5.0,L,205.0
2017-10-19,away,Chicago,Toronto,1610612741,0021700014,0.0,725.0,828,825,845.0,725.0,775.0,799.6,845.0,725.0,0.0,11.0,-110,13.5,-106,13.5,-107,13.5,-105,13.5,-110,13.0,-101,13.0,-106.5,13.5,11.0,-101,-110,46.1,206.5,-110,206.5,-109,206.5,-105.0,207.0,-105,207.0,-110,206.5,-110,206.67,-108.17,207.0,206.5,-105.0,-110,100.0,-17.0,L,217.0
2017-10-19,home,Toronto,Chicago,1610612761,0021700014,100.0,-1000.0,-1100,-1025,-1195.0,-1300.0,-1100.0,-1144.0,-1025.0,-1300.0,100.0,-11.0,-110,-13.5,-104,-13.5,-103,-13.5,-105,-13.5,-110,-13.0,-119,-13.0,-108.5,-11.0,-13.5,-103,-119,53.9,206.5,-110,206.5,-101,206.5,-105.0,207.0,-105,207.0,-110,206.5,-110,206.67,-106.83,207.0,206.5,-101.0,-110,117.0,17.0,W,217.0
2017-10-19,away,New York,Oklahoma City,1610612752,0021700015,0.0,635.0,580,600,645.0,550.0,575.0,590.0,645.0,550.0,5.3,11.0,-110,12.0,-102,12.0,-105,12.0,-105,13.0,-115,12.5,-116,12.08,-108.83,13.0,11.0,-102,-116,0.0,214.5,-110,215.5,-108,215.5,-105.0,215.5,-105,216.0,-110,215.5,-115,215.42,-108.83,216.0,214.5,-105.0,-115,84.0,-21.0,L,189.0
2017-10-19,home,Oklahoma City,New York,1610612760,0021700015,100.0,-850.0,-715,-750,-895.0,-900.0,-750.0,-802.0,-715.0,-900.0,94.7,-11.0,-110,-12.0,-108,-12.0,-105,-12.0,-105,-13.0,-105,-12.5,-104,-12.08,-106.17,-11.0,-13.0,-104,-110,100.0,214.5,-110,215.5,-102,215.5,-105.0,215.5,-105,216.0,-110,215.5,-105,215.42,-106.17,216.0,214.5,-102.0,-110,105.0,21.0,W,189.0
2017-10-19,away,L.A. Clippers,L.A. Lakers,1610612746,0021700016,31.4,-195.0,-230,-230,-245.0,-225.0,-225.0,-231.0,-225.0,-245.0,42.2,-3.5,-110,-6.5,-102,-6.5,-101,-6.5,-105,-16.5,-115,-6.5,-107,-7.67,-106.67,-3.5,-16.5,-101,-115,53.4,217.0,-110,218.5,-113,219.0,-105.0,219.5,-105,156.5,-115,219.0,-110,208.25,-109.67,219.5,156.5,-105.0,-115,108.0,16.0,W,200.0
2017-10-19,home,L.A. Lakers,L.A. Clippers,1610612747,0021700016,68.6,170.0,205,210,205.0,185.0,195.0,200.0,210.0,185.0,57.8,3.5,-110,6.5,-113,6.5,-109,6.5,-105,6.0,-110,6.5,-113,5.92,-110.0,6.5,3.5,-105,-113,46.6,217.0,-110,218.5,-102,219.0,-105.0,219.5,-105,156.5,-115,219.0,-110,208.25,-107.83,219.5,156.5,-102.0,-115,92.0,-16.0,L,200.0
2017-10-20,away,Atlanta,Charlotte,1610612737,0021700017,64.7,195.0,159,167,165.0,165.0,160.0,163.2,167.0,159.0,11.1,5.5,-110,4.5,-110,4.5,-109,4.5,-105,4.5,-110,4.5,-114,4.67,-109.67,5.5,4.5,-105,-114,0.0,205.0,-110,206.5,-106,205.5,-105.0,205.5,-105,205.0,-110,205.0,-110,205.42,-107.67,206.5,205.0,-105.0,-110,91.0,-18.0,L,200.0
2017-10-20,home,Charlotte,Atlanta,1610612766,0021700017,35.3,-225.0,-177,-178,-190.0,-190.0,-180.0,-183.0,-177.0,-190.0,88.9,-5.5,-110,-4.5,-100,-4.5,-101,-4.5,-105,-4.5,-110,-4.5,-106,-4.67,-105.33,-4.5,-5.5,-100,-110,100.0,205.0,-110,206.5,-117,205.5,-105.0,205.5,-105,205.0,-110,205.0,-110,205.42,-109.5,206.5,205.0,-105.0,-117,109.0,18.0,W,200.0
2017-10-20,away,Portland,Indiana,1610612757,0021700018,58.1,-165.0,-213,-200,-230.0,-225.0,-215.0,-216.6,-200.0,-230.0,67.0,-3.0,-110,-5.5,-107,-5.5,-108,-6.0,-105,-6.5,-110,-5.5,-110,-5.33,-108.33,-3.0,-6.5,-105,-110,60.7,222.0,-110,218.0,-102,218.5,-105.0,219.0,-105,219.0,-110,219.0,-103,219.25,-105.83,222.0,218.0,-102.0,-110,114.0,18.0,W,210.0
2017-10-20,home,Indiana,Portland,1610612754,0021700018,41.9,145.0,191,185,195.0,185.0,185.0,188.2,195.0,185.0,33.0,3.0,-110,5.5,-103,5.5,-102,6.0,-105,6.5,-110,5.5,-110,5.33,-106.67,6.5,3.0,-102,-110,39.3,222.0,-110,218.0,-108,218.5,-105.0,219.0,-105,219.0,-110,219.0,-117,219.25,-109.17,222.0,218.0,-105.0,-117,96.0,-18.0,L,210.0
2017-10-20,away,Boston,Philadelphia,1610612738,0021700019,66.0,100.0,133,135,130.0,120.0,130.0,129.6,135.0,120.0,49.3,-1.0,-110,3.0,-103,3.0,-107,3.0,-105,3.0,-110,3.0,-107,2.33,-107.0,3.0,-1.0,-103,-110,9.1,217.0,-110,216.5,-103,216.5,-105.0,216.5,-105,216.0,-110,216.5,-110,216.5,-107.17,217.0,216.0,-103.0,-110,102.0,10.0,W,194.0
2017-10-20,home,Philadelphia,Boston,1610612755,0021700019,34.0,-120.0,-147,-145,-150.0,-140.0,-150.0,-146.4,-140.0,-150.0,50.7,1.0,-110,-3.0,-107,-3.0,-103,-3.0,-105,-3.0,-110,-3.0,-113,-2.33,-108.0,1.0,-3.0,-103,-113,90.9,217.0,-110,216.5,-107,216.5,-105.0,216.5,-105,216.0,-110,216.5,-110,216.5,-107.83,217.0,216.0,-105.0,-110,92.0,-10.0,L,194.0
2017-10-20,away,Detroit,Washington,1610612765,0021700020,6.2,205.0,231,235,240.0,230.0,230.0,233.2,240.0,230.0,0.0,6.5,-110,6.5,-101,6.5,-101,7.0,-105,6.5,-110,7.0,-110,6.67,-106.17,7.0,6.5,-101,-110,100.0,213.0,-110,211.5,-105,211.5,-103.0,211.5,-105,212.0,-105,211.5,-110,211.83,-106.33,213.0,211.5,-103.0,-110,111.0,-4.0,L,226.0
2017-10-20,home,Washington,Detroit,1610612764,0021700020,93.8,-235.0,-260,-255,-290.0,-270.0,-275.0,-270.0,-255.0,-290.0,100.0,-6.5,-110,-6.5,-109,-6.5,-109,-7.0,-105,-6.5,-110,-7.0,-110,-6.67,-108.83,-6.5,-7.0,-105,-110,0.0,213.0,-110,211.5,-105,211.5,-107.0,211.5,-105,212.0,-115,211.5,-110,211.83,-108.67,213.0,211.5,-105.0,-115,115.0,4.0,W,226.0
2017-10-20,away,Cleveland,Milwaukee,1610612739,0021700021,59.2,-145.0,102,110,100.0,-120.0,-108.0,16.8,110.0,-120.0,49.0,-1.5,-110,1.0,-102,1.5,-105,1.0,-105,-1.0,-110,1.0,-110,0.33,-107.0,1.5,-1.5,-102,-110,7.7,211.5,-110,209.5,-110,209.5,-108.0,209.5,-105,210.0,-105,209.5,-115,209.92,-108.83,211.5,209.5,-105.0,-115,116.0,19.0,W,213.0
2017-10-20,home,Milwaukee,Cleveland,1610612749,0021700021,40.8,125.0,-113,-120,-120.0,100.0,-112.0,-73.0,100.0,-120.0,51.0,1.5,-110,-1.0,-108,-1.5,-105,-1.0,-105,1.0,-110,-1.0,-110,-0.33,-108.0,1.5,-1.5,-105,-110,92.3,211.5,-110,209.5,-100,209.5,-102.0,209.5,-105,210.0,-115,209.5,-105,209.92,-106.17,211.5,209.5,-100.0,-115,97.0,-19.0,L,213.0
2017-10-20,away,Orlando,Brooklyn,1610612753,0021700022,72.2,110.0,113,110,110.0,110.0,110.0,110.6,113.0,110.0,38.5,0.0,-110,2.0,-110,1.5,-103,2.0,-105,2.0,-105,2.0,-110,1.58,-107.17,2.0,0.0,-103,-110,0.0,221.0,-110,226.5,-102,226.5,-103.0,226.5,-105,226.0,-105,226.5,-110,225.5,-105.83,226.5,221.0,-102.0,-110,121.0,-5.0,L,247.0
