Date,Location,Team,OppTeam,TeamId,GameId,PercentBet_ML,Open_Line_ML,Pinnacle_ML,5dimes_ML,Heritage_ML,Bovada_ML,Betonline_ML,Average_Line_ML,Best_Line_ML,Worst_Line_ML,PercentBet_Spread,Open_Line_Spread,Open_Odds_Spread,Pinnacle_Line_Spread,Pinnacle_Odds_Spread,5dimes_Line_Spread,5dimes_Odds_Spread,Heritage_Line_Spread,Heritage_Odds_Spread,Bovada_Line_Spread,Bovada_Odds_Spread,Betonline_Line_Spread,Betonline_Odds_Spread,Average_Line_Spread,Average_Odds_Spread,Best_Line_Spread,Worst_Line_Spread,Best_Odds_Spread,Worst_Odds_Spread,PercentBet_OU,Open_Line_OU,Open_Odds_OU,Pinnacle_Line_OU,Pinnacle_Odds_OU,5dimes_Line_OU,5dimes_Odds_OU,Heritage_Line_OU,Heritage_Odds_OU,Bovada_Line_OU,Bovada_Odds_OU,Betonline_Line_OU,Betonline_Odds_OU,Average_Line_OU,Average_Odds_OU,Best_Line_OU,Worst_Line_OU,Best_Odds_OU,Worst_Odds_OU,Pts,Spread,Result,Total
2017-12-04,away,Detroit,San Antonio,1610612765,0021700348,39.7,145.0,147,150,150.0,155.0,147.0,149.8,155.0,147.0,39.1,4.5,-110,4.0,-108,4.0,-109,4.0,-105,4.5,-110,4.0,-113,4.17,-109.17,4.5,4.0,-105,-113,54.8,197.0,-110,200.5,-100,200.5,-105.0,200.0,-105,200.0,-110,200.5,-105,199.75,-105.83,200.5,197.0,-100.0,-110,93.0,-3.0,L,189.0
2017-12-04,home,San Antonio,Detroit,1610612759,0021700348,60.3,-165.0,-163,-160,-170.0,-175.0,-167.0,-167.0,-160.0,-175.0,60.9,-4.5,-110,-4.0,-102,-4.0,-101,-4.0,-105,-4.5,-110,-4.0,-107,-4.17,-105.83,-4.0,-4.5,-101,-110,45.2,197.0,-110,200.5,-110,200.5,-105.0,200.0,-105,200.0,-110,200.5,-115,199.75,-109.17,200.5,197.0,-105.0,-115,96.0,3.0,W,189.0
2017-12-04,away,Washington,Utah,1610612764,0021700349,43.0,150.0,146,155,145.0,145.0,150.0,148.2,155.0,145.0,50.0,2.5,-105,4.0,-105,4.0,-108,4.0,-105,4.0,-105,4.0,-106,3.75,-105.67,4.0,2.5,-105,-108,66.7,200.5,-110,196.5,-102,197.0,-105.0,196.0,-105,197.0,-105,196.5,-105,197.25,-105.33,200.5,196.0,-102.0,-110,69.0,-47.0,L,185.0
2017-12-04,home,Utah,Washington,1610612762,0021700349,57.0,-170.0,-162,-165,-165.0,-165.0,-170.0,-165.4,-162.0,-170.0,50.0,-2.5,-115,-4.0,-105,-4.0,-102,-4.0,-105,-4.0,-115,-4.0,-114,-3.75,-109.33,-2.5,-4.0,-102,-115,33.3,200.5,-110,196.5,-113,197.0,-105.0,196.0,-105,197.0,-115,196.5,-115,197.25,-110.5,200.5,196.0,-105.0,-115,116.0,47.0,W,185.0
2017-12-05,away,Phoenix,Toronto,1610612756,0021700350,100.0,800.0,910,900,950.0,700.0,825.0,857.0,950.0,700.0,61.4,12.5,-110,14.5,-105,14.5,-103,14.5,-105,14.5,-110,14.5,-111,14.17,-107.33,14.5,12.5,-103,-111,43.8,223.0,-110,224.5,-105,224.5,-103.0,225.0,-105,224.0,-105,224.5,-112,224.25,-106.67,225.0,223.0,-103.0,-112,113.0,-13.0,L,239.0
2017-12-05,home,Toronto,Phoenix,1610612761,0021700350,0.0,-1150.0,-1240,-1100,-1350.0,-1200.0,-1200.0,-1218.0,-1100.0,-1350.0,38.6,-12.5,-110,-14.5,-105,-14.5,-107,-14.5,-105,-14.5,-110,-14.5,-109,-14.17,-107.67,-12.5,-14.5,-105,-110,56.2,223.0,-110,224.5,-105,224.5,-107.0,225.0,-105,224.0,-115,224.5,-108,224.25,-108.33,225.0,223.0,-105.0,-115,126.0,13.0,W,239.0
2017-12-05,away,Utah,Oklahoma City,1610612762,0021700351,52.9,240.0,310,300,275.0,280.0,295.0,292.0,310.0,275.0,56.5,7.0,-110,8.0,-105,8.0,-107,8.0,-105,8.0,-110,8.0,-107,7.83,-107.33,8.0,7.0,-105,-110,54.1,199.0,-110,198.5,-113,199.0,-105.0,198.5,-105,200.0,-105,199.0,-110,199.0,-108.0,200.0,198.5,-105.0,-113,94.0,-6.0,L,194.0
2017-12-05,home,Oklahoma City,Utah,1610612760,0021700351,47.1,-285.0,-356,-330,-345.0,-360.0,-355.0,-349.2,-330.0,-360.0,43.5,-7.0,-110,-8.0,-105,-8.0,-103,-8.0,-105,-8.0,-110,-8.0,-113,-7.83,-107.67,-7.0,-8.0,-103,-113,45.9,199.0,-110,198.5,-102,199.0,-105.0,198.5,-105,200.0,-115,199.0,-110,199.0,-107.83,200.0,198.5,-102.0,-115,100.0,6.0,W,194.0
2017-12-05,away,Washington,Portland,1610612764,0021700352,46.5,190.0,231,215,230.0,215.0,225.0,223.2,231.0,215.0,38.9,6.0,-110,6.5,-104,6.5,-105,7.0,-105,6.5,-105,6.5,-105,6.5,-105.67,7.0,6.0,-104,-110,52.8,201.5,-110,202.5,-105,202.5,-102.0,202.5,-105,203.0,-110,203.0,-110,202.5,-107.0,203.0,201.5,-102.0,-110,106.0,14.0,W,198.0
2017-12-05,home,Portland,Washington,1610612757,0021700352,53.5,-220.0,-260,-235,-280.0,-255.0,-265.0,-259.0,-235.0,-280.0,61.1,-6.0,-110,-6.5,-115,-6.5,-105,-7.0,-105,-6.5,-115,-6.5,-115,-6.5,-110.83,-6.0,-7.0,-105,-115,47.2,201.5,-110,202.5,-105,202.5,-108.0,202.5,-105,203.0,-110,203.0,-110,202.5,-108.0,203.0,201.5,-105.0,-110,92.0,-14.0,L,198.0
2017-12-06,away,Sacramento,Cleveland,1610612758,0021700353,44.8,725.0,736,700,700.0,650.0,725.0,702.2,736.0,650.0,42.3,13.0,-110,12.5,-104,12.0,-103,12.0,-105,13.0,-110,12.5,-108,12.5,-106.67,13.0,12.0,-103,-110,66.5,211.0,-110,210.0,-107,209.5,-105.0,210.0,-105,211.0,-105,210.0,-115,210.25,-107.83,211.0,209.5,-105.0,-115,95.0,-6.0,L,196.0
2017-12-06,home,Cleveland,Sacramento,1610612739,0021700353,55.2,-1000.0,-950,-900,-950.0,-1100.0,-1000.0,-980.0,-900.0,-1100.0,57.7,-13.0,-110,-12.5,-106,-12.0,-107,-12.0,-105,-13.0,-110,-12.5,-112,-12.5,-108.33,-12.0,-13.0,-105,-112,33.5,211.0,-110,210.0,-103,209.5,-105.0,210.0,-105,211.0,-115,210.0,-105,210.25,-107.17,211.0,209.5,-103.0,-115,101.0,6.0,W,196.0
2017-12-06,away,Chicago,Indiana,1610612741,0021700354,40.1,400.0,423,450,435.0,375.0,405.0,417.6,450.0,375.0,38.3,8.0,-110,10.0,-102,10.0,-102,10.0,-105,10.5,-115,10.0,-105,9.75,-106.5,10.5,8.0,-102,-115,43.8,210.5,-110,207.0,-109,206.5,-105.0,207.0,-105,206.0,-115,207.5,-110,207.42,-109.0,210.5,206.0,-105.0,-115,96.0,-2.0,L,194.0
2017-12-06,home,Indiana,Chicago,1610612754,0021700354,59.9,-475.0,-500,-525,-560.0,-550.0,-500.0,-527.0,-500.0,-560.0,61.7,-8.0,-110,-10.0,-108,-10.0,-108,-10.0,-105,-10.5,-105,-10.0,-115,-9.75,-108.5,-8.0,-10.5,-105,-115,56.2,210.5,-110,207.0,-101,206.5,-105.0,207.0,-105,206.0,-105,207.5,-110,207.42,-106.0,210.5,206.0,-101.0,-110,98.0,2.0,W,194.0
2017-12-06,away,Atlanta,Orlando,1610612737,0021700355,46.6,200.0,227,215,220.0,200.0,220.0,216.4,227.0,200.0,43.6,6.0,-110,6.5,-105,6.0,-108,6.0,-105,6.5,-115,6.5,-111,6.25,-109.0,6.5,6.0,-105,-115,54.5,217.0,-110,215.5,-105,215.5,-108.0,216.0,-105,216.0,-110,215.5,-108,215.92,-107.67,217.0,215.5,-105.0,-110,106.0,-4.0,L,216.0
2017-12-06,home,Orlando,Atlanta,1610612753,0021700355,53.4,-240.0,-255,-235,-270.0,-240.0,-260.0,-252.0,-235.0,-270.0,56.4,-6.0,-110,-6.5,-105,-6.0,-102,-6.0,-105,-6.5,-105,-6.5,-109,-6.25,-106.0,-6.0,-6.5,-102,-110,45.5,217.0,-110,215.5,-105,215.5,-102.0,216.0,-105,216.0,-110,215.5,-112,215.92,-107.33,217.0,215.5,-102.0,-112,110.0,4.0,W,216.0
2017-12-06,away,Dallas,Boston,1610612742,0021700356,39.9,335.0,285,285,285.0,285.0,295.0,287.0,295.0,285.0,38.4,10.5,-110,8.0,-111,7.5,-103,7.5,-105,8.5,-115,8.0,-112,8.33,-109.33,10.5,7.5,-103,-115,57.3,204.0,-110,201.5,-103,201.5,-102.0,201.5,-105,202.0,-110,201.5,-115,202.0,-107.5,204.0,201.5,-102.0,-115,90.0,-7.0,L,187.0
2017-12-06,home,Boston,Dallas,1610612738,0021700356,60.1,-405.0,-325,-315,-355.0,-370.0,-355.0,-344.0,-315.0,-370.0,61.6,-10.5,-110,-8.0,-101,-7.5,-107,-7.5,-105,-8.5,-105,-8.0,-108,-8.33,-106.0,-7.5,-10.5,-101,-110,42.7,204.0,-110,201.5,-107,201.5,-108.0,201.5,-105,202.0,-110,201.5,-105,202.0,-107.5,204.0,201.5,-105.0,-110,97.0,7.0,W,187.0
2017-12-06,away,Memphis,New York,1610612763,0021700357,42.5,130.0,104,115,110.0,110.0,105.0,108.8,115.0,104.0,38.2,3.0,-110,1.5,-105,2.0,-107,2.0,-105,2.0,-115,1.5,-109,2.0,-108.5,3.0,1.5,-105,-115,46.4,197.0,-110,197.0,-108,197.0,-105.0,197.5,-105,197.0,-105,197.0,-115,197.08,-108.0,197.5,197.0,-105.0,-115,88.0,-11.0,L,187.0
2017-12-06,home,New York,Memphis,1610612752,0021700357,57.5,-150.0,-115,-125,-130.0,-130.0,-125.0,-125.0,-115.0,-130.0,61.8,-3.0,-110,-1.5,-105,-2.0,-103,-2.0,-105,-2.0,-105,-1.5,-111,-2.0,-106.5,-1.5,-3.0,-103,-111,53.6,197.0,-110,197.0,-102,197.0,-105.0,197.5,-105,197.0,-115,197.0,-105,197.08,-107.0,197.5,197.0,-102.0,-115,99.0,11.0,W,187.0
2017-12-06,away,Golden State,Charlotte,1610612744,0021700358,55.4,-215.0,-147,-150,-160.0,-165.0,-140.0,-152.4,-140.0,-165.0,58.0,-5.0,-105,-3.0,-103,-3.0,-105,-3.5,-105,-4.0,-110,-3.0,-107,-3.58,-105.83,-3.0,-5.0,-103,-110,48.3,220.0,-110,215.0,-106,215.5,-105.0,215.5,-105,216.0,-110,215.0,-110,216.17,-107.67,220.0,215.0,-105.0,-110,101.0,14.0,W,188.0
2017-12-06,home,Charlotte,Golden State,1610612766,0021700358,44.6,185.0,133,140,140.0,145.0,120.0,135.6,145.0,120.0,42.0,5.0,-115,3.0,-107,3.0,-105,3.5,-105,4.0,-110,3.0,-113,3.58,-109.17,5.0,3.0,-105,-115,51.7,220.0,-110,215.0,-104,215.5,-105.0,215.5,-105,216.0,-110,215.0,-110,216.17,-107.33,220.0,215.0,-104.0,-110,87.0,-14.0,L,188.0
2017-12-06,away,Detroit,Milwaukee,1610612765,0021700359,50.0,150.0,165,160,155.0,150.0,158.0,157.6,165.0,150.0,52.6,3.5,-110,4.5,-106,4.0,-105,4.5,-105,4.0,-115,4.0,-106,4.08,-107.83,4.5,3.5,-105,-115,48.0,203.0,-110,203.5,-110,204.0,-107.0,204.0,-105,205.0,-105,203.5,-115,203.83,-108.67,205.0,203.0,-105.0,-115,100.0,-4.0,L,204.0
2017-12-06,home,Milwaukee,Detroit,1610612749,0021700359,50.0,-170.0,-183,-170,-180.0,-170.0,-178.0,-176.2,-170.0,-183.0,47.4,-3.5,-110,-4.5,-104,-4.0,-105,-4.5,-105,-4.0,-105,-4.0,-114,-4.08,-107.17,-3.5,-4.5,-104,-114,52.0,203.0,-110,203.5,-100,204.0,-103.0,204.0,-105,205.0,-115,203.5,-105,203.83,-106.33,205.0,203.0,-100.0,-115,104.0,4.0,W,204.0
2017-12-06,away,Denver,New Orleans,1610612743,0021700360,46.7,155.0,195,190,195.0,180.0,185.0,189.0,195.0,180.0,42.6,4.5,-102,5.5,-104,5.5,-105,5.5,-105,6.0,-115,5.5,-112,5.42,-107.17,6.0,4.5,-102,-115,61.1,219.0,-110,222.5,-101,221.5,-107.0,222.0,-105,222.0,-110,222.0,-110,221.5,-107.17,222.5,219.0,-101.0,-110,114.0,-9.0,L,237.0
2017-12-06,home,New Orleans,Denver,1610612740,0021700360,53.3,-175.0,-218,-210,-230.0,-220.0,-215.0,-218.6,-210.0,-230.0,57.4,-4.5,-118,-5.5,-106,-5.5,-105,-5.5,-105,-6.0,-105,-5.5,-108,-5.42,-107.83,-4.5,-6.0,-105,-118,38.9,219.0,-110,222.5,-111,221.5,-103.0,222.0,-105,222.0,-110,222.0,-110,221.5,-108.17,222.5,219.0,-103.0,-111,123.0,9.0,W,237.0
2017-12-06,away,Miami,San Antonio,1610612748,0021700361,39.6,275.0,274,280,300.0,280.0,275.0,281.8,300.0,274.0,40.5,5.5,-110,7.5,-108,7.5,-103,8.0,-105,8.5,-115,7.5,-108,7.42,-108.17,8.5,5.5,-103,-115,46.7,196.5,-110,197.5,-106,197.0,-105.0,197.5,-105,197.0,-110,197.5,-115,197.17,-108.5,197.5,196.5,-105.0,-115,105.0,-12.0,L,222.0
2017-12-06,home,San Antonio,Miami,1610612759,0021700361,60.4,-330.0,-312,-310,-370.0,-360.0,-330.0,-336.4,-310.0,-370.0,59.5,-5.5,-110,-7.5,-102,-7.5,-107,-8.0,-105,-8.5,-105,-7.5,-112,-7.42,-106.83,-5.5,-8.5,-102,-112,53.3,196.5,-110,197.5,-104,197.0,-105.0,197.5,-105,197.0,-110,197.5,-105,197.17,-106.5,197.5,196.5,-104.0,-110,117.0,12.0,W,222.0
2017-12-06,away,Minnesota,L.A. Clippers,1610612750,0021700362,50.5,-210.0,-190,-200,-215.0,-220.0,-205.0,-206.0,-190.0,-220.0,56.5,-4.5,-110,-5.0,-105,-5.5,-105,-5.5,-105,-6.0,-115,-5.5,-110,-5.33,-108.33,-4.5,-6.0,-105,-115,50.9,216.5,-110,210.5,-100,210.5,-103.0,211.0,-105,211.0,-110,210.5,-105,211.67,-105.5,216.5,210.5,-100.0,-110,113.0,6.0,W,220.0
2017-12-06,home,L.A. Clippers,Minnesota,1610612746,0021700362,49.5,180.0,171,185,185.0,180.0,175.0,179.2,185.0,171.0,43.5,4.5,-110,5.0,-105,5.5,-105,5.5,-105,6.0,-105,5.5,-110,5.33,-106.67,6.0,4.5,-105,-110,49.1,216.5,-110,210.5,-110,210.5,-107.0,211.0,-105,211.0,-110,210.5,-115,211.67,-109.5,216.5,210.5,-105.0,-115,107.0,-6.0,L,220.0
2017-12-07,away,L.A. Lakers,Philadelphia,1610612747,0021700363,47.1,265.0,314,310,330.0,310.0,330.0,318.8,330.0,310.0,43.9,9.0,-110,8.5,-103,8.5,-103,8.5,-105,9.0,-110,8.5,-110,8.67,-106.83,9.0,8.5,-103,-110,50.9,222.5,-110,222.0,-109,222.0,-107.0,222.5,-105,221.0,-110,222.0,-110,222.0,-108.5,222.5,221.0,-105.0,-110,107.0,3.0,W,211.0
2017-12-07,home,Philadelphia,L.A. Lakers,1610612755,0021700363,52.9,-315.0,-360,-340,-420.0,-420.0,-400.0,-388.0,-340.0,-420.0,56.1,-9.0,-110,-8.5,-107,-8.5,-107,-8.5,-105,-9.0,-110,-8.5,-110,-8.67,-108.17,-8.5,-9.0,-105,-110,49.1,222.5,-110,222.0,-101,222.0,-103.0,222.5,-105,221.0,-110,222.0,-110,222.0,-106.5,222.5,221.0,-101.0,-110,104.0,-3.0,L,211.0
2017-12-07,away,Washington,Phoenix,1610612764,0021700364,46.0,-310.0,-240,-240,-280.0,-270.0,-250.0,-256.0,-240.0,-280.0,53.5,-7.5,-110,-6.0,-103,-6.5,-107,-6.5,-105,-7.0,-110,-6.0,-110,-6.58,-107.5,-6.0,-7.5,-103,-110,46.6,215.5,-110,213.5,-105,213.0,-102.0,212.5,-105,213.0,-110,213.0,-112,213.42,-107.33,215.5,212.5,-102.0,-112,109.0,10.0,W,208.0
2017-12-07,home,Phoenix,Washington,1610612756,0021700364,54.0,260.0,214,220,230.0,230.0,210.0,220.8,230.0,210.0,46.5,7.5,-110,6.0,-107,6.5,-103,6.5,-105,7.0,-110,6.0,-110,6.58,-107.5,7.5,6.0,-103,-110,53.4,215.5,-110,213.5,-105,213.0,-108.0,212.5,-105,213.0,-110,213.0,-108,213.42,-107.67,215.5,212.5,-105.0,-110,99.0,-10.0,L,208.0
2017-12-07,away,Oklahoma City,Brooklyn,1610612760,0021700365,53.1,-290.0,-270,-270,-310.0,-310.0,-275.0,-287.0,-270.0,-310.0,50.7,-5.0,-110,-7.0,-107,-7.0,-108,-7.0,-105,-7.5,-105,-7.0,-112,-6.75,-107.83,-5.0,-7.5,-105,-112,55.1,215.0,-110,215.5,-106,215.5,-103.0,216.0,-105,215.0,-115,215.5,-112,215.42,-108.5,216.0,215.0,-103.0,-115,95.0,-5.0,L,195.0
2017-12-07,home,Brooklyn,Oklahoma City,1610612751,0021700365,46.9,245.0,239,248,250.0,255.0,230.0,244.4,255.0,230.0,49.3,5.0,-110,7.0,-103,7.0,-102,7.0,-105,7.5,-115,7.0,-108,6.75,-107.17,7.5,5.0,-102,-115,44.9,215.0,-110,215.5,-104,215.5,-107.0,216.0,-105,215.0,-105,215.5,-108,215.42,-106.5,216.0,215.0,-104.0,-110,100.0,5.0,W,195.0
2017-12-07,away,Houston,Utah,1610612745,0021700366,100.0,-225.0,-244,-240,-265.0,-280.0,-250.0,-255.8,-240.0,-280.0,40.7,-3.5,-110,-6.0,-101,-6.0,-108,-6.0,-105,-7.5,-105,-6.0,-110,-5.83,-106.5,-3.5,-7.5,-101,-110,61.8,206.0,-110,211.0,-103,211.0,-105.0,211.5,-105,212.0,-110,211.0,-108,210.42,-106.83,212.0,206.0,-103.0,-110,112.0,11.0,W,213.0
2017-12-07,home,Utah,Houston,1610612762,0021700366,0.0,195.0,217,220,215.0,240.0,210.0,220.4,240.0,210.0,59.3,3.5,-110,6.0,-109,6.0,-102,6.0,-105,7.5,-115,6.0,-110,5.83,-108.5,7.5,3.5,-102,-115,38.2,206.0,-110,211.0,-107,211.0,-105.0,211.5,-105,212.0,-110,211.0,-112,210.42,-108.17,212.0,206.0,-105.0,-112,101.0,-11.0,L,213.0
2017-12-08,away,Chicago,Charlotte,1610612741,0021700367,49.0,360.0,404,435,415.0,375.0,405.0,406.8,435.0,375.0,55.1,10.5,-110,9.5,-104,9.5,-108,9.5,-105,9.5,-110,9.5,-110,9.67,-107.83,10.5,9.5,-104,-110,54.5,204.0,-110,202.5,-108,202.5,-105.0,203.0,-105,203.0,-110,202.5,-115,202.92,-108.83,204.0,202.5,-105.0,-115,119.0,8.0,W,230.0
