Date,Location,Team,OppTeam,TeamId,GameId,PercentBet_ML,Open_Line_ML,Pinnacle_ML,5dimes_ML,Heritage_ML,Bovada_ML,Betonline_ML,Average_Line_ML,Best_Line_ML,Worst_Line_ML,PercentBet_Spread,Open_Line_Spread,Open_Odds_Spread,Pinnacle_Line_Spread,Pinnacle_Odds_Spread,5dimes_Line_Spread,5dimes_Odds_Spread,Heritage_Line_Spread,Heritage_Odds_Spread,Bovada_Line_Spread,Bovada_Odds_Spread,Betonline_Line_Spread,Betonline_Odds_Spread,Average_Line_Spread,Average_Odds_Spread,Best_Line_Spread,Worst_Line_Spread,Best_Odds_Spread,Worst_Odds_Spread,PercentBet_OU,Open_Line_OU,Open_Odds_OU,Pinnacle_Line_OU,Pinnacle_Odds_OU,5dimes_Line_OU,5dimes_Odds_OU,Heritage_Line_OU,Heritage_Odds_OU,Bovada_Line_OU,Bovada_Odds_OU,Betonline_Line_OU,Betonline_Odds_OU,Average_Line_OU,Average_Odds_OU,Best_Line_OU,Worst_Line_OU,Best_Odds_OU,Worst_Odds_OU,Pts,Spread,Result,Total
2019-04-18,home,Brooklyn,Philadelphia,1610612751,0041800123,58.2,125.0,-102.0,102.0,100.0,-105.0,-112.0,-23.4,102.0,-112.0,54.2,2.5,-105.0,1.0,-108.0,1.0,-107.0,1.0,-105.0,1.5,-115.0,1.0,-115.0,1.33,-109.17,2.5,1.0,-105.0,-115.0,45.6,227.0,-110.0,229.0,-104.0,229.0,-105.0,229.5,-105.0,229.0,-110.0,229.5,-105.0,228.83,-106.5,229.5,227.0,-104.0,-110.0,115,-16,L,246
2019-04-18,away,Golden State,L.A. Clippers,1610612744,0041800143,54.6,-340.0,-452.0,-460.0,-535.0,-550.0,-460.0,-491.4,-452.0,-550.0,62.7,-7.0,-110.0,-9.0,-106.0,-9.5,-101.0,-9.5,-105.0,-9.5,-115.0,-9.0,-115.0,-8.92,-108.67,-7.0,-9.5,-101.0,-115.0,48.0,237.0,-110.0,234.0,-105.0,234.5,-105.0,234.0,-105.0,234.0,-115.0,234.0,-110.0,234.58,-108.33,237.0,234.0,-105.0,-115.0,132,27,W,237
2019-04-18,home,L.A. Clippers,Golden State,1610612746,0041800143,45.4,274.0,387.0,410.0,410.0,375.0,385.0,393.4,410.0,375.0,37.3,7.0,-110.0,9.0,-104.0,9.5,-109.0,9.5,-105.0,9.5,-105.0,9.0,-105.0,8.92,-106.33,9.5,7.0,-104.0,-110.0,52.0,237.0,-110.0,234.0,-105.0,234.5,-105.0,234.0,-105.0,234.0,-105.0,234.0,-110.0,234.58,-106.67,237.0,234.0,-105.0,-110.0,105,-27,L,237
2019-04-18,away,Denver,San Antonio,1610612743,0041800153,46.6,110.0,164.0,165.0,160.0,170.0,162.0,164.2,170.0,160.0,39.0,2.0,-110.0,4.5,-109.0,4.5,-108.0,4.5,-105.0,5.0,-115.0,4.5,-114.0,4.17,-110.17,5.0,2.0,-105.0,-115.0,39.2,212.0,-110.0,208.0,-105.0,208.0,-105.0,207.5,-105.0,208.0,-115.0,207.5,-110.0,208.5,-108.33,212.0,207.5,-105.0,-115.0,108,-10,L,226
2019-04-18,home,San Antonio,Denver,1610612759,0041800153,53.4,-130.0,-182.0,-175.0,-185.0,-200.0,-182.0,-184.8,-175.0,-200.0,61.0,-2.0,-110.0,-4.5,-101.0,-4.5,-102.0,-4.5,-105.0,-5.0,-105.0,-4.5,-106.0,-4.17,-104.83,-2.0,-5.0,-101.0,-110.0,60.8,212.0,-110.0,208.0,-105.0,208.0,-105.0,207.5,-105.0,208.0,-105.0,207.5,-110.0,208.5,-106.67,212.0,207.5,-105.0,-110.0,118,10,W,226
2019-04-19,away,Toronto,Orlando,1610612761,0041800113,59.2,-170.0,-226.0,-220.0,-230.0,-250.0,-228.0,-230.8,-220.0,-250.0,60.5,-4.0,-110.0,-5.5,-105.0,-5.5,-101.0,-5.5,-105.0,-6.0,-115.0,-5.5,-113.0,-5.33,-108.17,-4.0,-6.0,-101.0,-115.0,57.0,210.0,-110.0,211.0,-108.0,211.0,-108.0,211.5,-105.0,211.0,-110.0,211.0,-115.0,210.92,-109.33,211.5,210.0,-105.0,-115.0,98,5,W,191
2019-04-19,home,Orlando,Toronto,1610612753,0041800113,40.8,148.0,202.0,200.0,195.0,210.0,198.0,201.0,210.0,195.0,39.5,4.0,-110.0,5.5,-105.0,5.5,-109.0,5.5,-105.0,6.0,-105.0,5.5,-107.0,5.33,-106.83,6.0,4.0,-105.0,-110.0,43.0,210.0,-110.0,211.0,-102.0,211.0,-102.0,211.5,-105.0,211.0,-110.0,211.0,-105.0,210.92,-105.67,211.5,210.0,-102.0,-110.0,93,-5,L,191
2019-04-19,away,Boston,Indiana,1610612738,0041800133,62.8,120.0,122.0,128.0,115.0,105.0,114.0,116.8,128.0,105.0,52.9,2.0,-105.0,2.5,-106.0,2.5,-105.0,2.5,-105.0,2.0,-105.0,2.5,-115.0,2.33,-106.83,2.5,2.0,-105.0,-115.0,53.4,,,204.5,-102.0,204.5,-105.0,204.5,-105.0,205.5,-110.0,205.0,-105.0,204.8,-105.4,205.5,204.5,-102.0,-110.0,104,8,W,200
2019-04-19,home,Indiana,Boston,1610612754,0041800133,37.2,-140.0,-135.0,-138.0,-135.0,-125.0,-134.0,-133.4,-125.0,-138.0,47.1,-2.0,-126.0,-2.5,-104.0,-2.5,-105.0,-2.5,-105.0,-2.0,-115.0,-2.5,-105.0,-2.33,-110.0,-2.0,-2.5,-104.0,-126.0,46.6,,,204.5,-108.0,204.5,-105.0,204.5,-105.0,205.5,-110.0,205.0,-115.0,204.8,-108.6,205.5,204.5,-105.0,-115.0,96,-8,L,200
2019-04-19,away,Portland,Oklahoma City,1610612757,0041800163,58.7,245.0,264.0,285.0,270.0,255.0,,268.5,285.0,255.0,52.4,7.0,-110.0,7.5,-108.0,7.5,-104.0,7.5,-105.0,7.0,-105.0,7.0,-105.0,7.25,-106.17,7.5,7.0,-104.0,-110.0,59.3,221.5,-110.0,,,221.0,-105.0,221.5,-105.0,222.0,-110.0,221.0,-115.0,221.4,-109.0,222.0,221.0,-105.0,-115.0,108,-12,L,228
2019-04-19,home,Oklahoma City,Portland,1610612760,0041800163,41.3,-300.0,-300.0,-315.0,-340.0,-310.0,,-316.25,-300.0,-340.0,47.6,-7.0,-110.0,-7.5,-102.0,-7.5,-106.0,-7.5,-105.0,-7.0,-115.0,-7.0,-115.0,-7.25,-108.83,-7.0,-7.5,-102.0,-115.0,40.7,221.5,-110.0,,,221.0,-105.0,221.5,-105.0,222.0,-110.0,221.0,-105.0,221.4,-107.0,222.0,221.0,-105.0,-110.0,120,12,W,228
2019-04-20,away,Milwaukee,Detroit,1610612749,0041800103,52.1,-340.0,-432.0,-430.0,-500.0,-550.0,-455.0,-473.4,-430.0,-550.0,63.6,-8.0,-110.0,-9.5,-101.0,-9.0,-102.0,-9.5,-105.0,-10.0,-110.0,-9.0,-117.0,-9.17,-107.5,-8.0,-10.0,-101.0,-117.0,58.5,217.0,-110.0,217.5,-102.0,217.0,-106.0,217.0,-105.0,217.5,-110.0,217.5,-105.0,217.25,-106.33,217.5,217.0,-102.0,-110.0,119,16,W,222
2019-04-20,home,Detroit,Milwaukee,1610612765,0041800103,47.9,274.0,371.0,380.0,375.0,375.0,380.0,376.2,380.0,371.0,36.4,8.0,-110.0,9.5,-111.0,9.0,-108.0,9.5,-105.0,10.0,-110.0,9.0,-103.0,9.17,-107.83,10.0,8.0,-103.0,-111.0,41.5,217.0,-110.0,217.5,-108.0,217.0,-104.0,217.0,-105.0,217.5,-110.0,217.5,-115.0,217.25,-108.67,217.5,217.0,-104.0,-115.0,103,-16,L,222
2019-04-20,away,Philadelphia,Brooklyn,1610612755,0041800124,54.4,-140.0,-152.0,-158.0,-160.0,-160.0,-155.0,-157.0,-152.0,-160.0,51.6,-2.0,-110.0,-3.5,-102.0,-3.0,-109.0,-3.0,-105.0,-3.5,-110.0,-3.0,-114.0,-3.0,-108.33,-2.0,-3.5,-102.0,-114.0,57.0,233.0,-110.0,231.0,-104.0,231.0,-102.0,231.0,-105.0,231.5,-110.0,231.0,-110.0,231.42,-106.83,233.0,231.0,-102.0,-110.0,112,4,W,220
2019-04-20,home,Brooklyn,Philadelphia,1610612751,0041800124,45.6,120.0,137.0,148.0,140.0,140.0,135.0,140.0,148.0,135.0,48.4,2.0,-110.0,3.5,-113.0,3.0,-101.0,3.0,-105.0,3.5,-110.0,3.0,-106.0,3.0,-107.5,3.5,2.0,-101.0,-113.0,43.0,233.0,-110.0,231.0,-106.0,231.0,-108.0,231.0,-105.0,231.5,-110.0,231.0,-110.0,231.42,-108.17,233.0,231.0,-105.0,-110.0,108,-4,L,220
