ml_winnings,spread_winnings,total_winnings,book,game_id,season,date,agg_winnings,day
3.23,22.73,22.73,MyBookie,892560,17-18,2018-02-04 12:00:00,48.68,2018-02-04
3.57,22.73,22.73,BetNow,892560,17-18,2018-02-04 12:00:00,49.03,2018-02-04
3.57,22.73,22.73,SportsBetting,892560,17-18,2018-02-04 12:00:00,49.03,2018-02-04
3.33,22.73,22.73,Intertops,892560,17-18,2018-02-04 12:00:00,48.79,2018-02-04
3.57,22.73,22.73,BetOnline,892560,17-18,2018-02-04 12:00:00,49.03,2018-02-04
2.50,-25.00,-25.00,Opening,892560,17-18,2018-02-04 12:00:00,-47.50,2018-02-04
22.73,22.73,22.73,best,892560,17-18,2018-02-04 12:00:00,68.18,2018-02-04
2.50,-25.00,-25.00,worst,892560,17-18,2018-02-04 12:00:00,-47.50,2018-02-04
5.73,22.73,22.73,average,892560,17-18,2018-02-04 12:00:00,51.19,2018-02-04
6.05,22.73,22.73,SkyBook,893350,17-18,2018-03-04 18:00:00,51.51,2018-03-04
5.75,23.81,22.73,MyBookie,893350,17-18,2018-03-04 18:00:00,52.28,2018-03-04
5.68,22.73,22.73,BetNow,893350,17-18,2018-03-04 18:00:00,51.14,2018-03-04
6.25,22.73,22.73,SportsBetting,893350,17-18,2018-03-04 18:00:00,51.70,2018-03-04
5.56,22.73,22.73,Intertops,893350,17-18,2018-03-04 18:00:00,51.01,2018-03-04
6.25,22.73,22.73,BetOnline,893350,17-18,2018-03-04 18:00:00,51.70,2018-03-04
6.02,22.73,22.73,Opening,893350,17-18,2018-03-04 18:00:00,51.48,2018-03-04
6.25,23.81,22.73,best,893350,17-18,2018-03-04 18:00:00,52.79,2018-03-04
5.56,22.73,22.73,worst,893350,17-18,2018-03-04 18:00:00,51.01,2018-03-04
5.94,22.88,22.73,average,893350,17-18,2018-03-04 18:00:00,51.55,2018-03-04
8.33,-25.00,22.73,SkyBook,890160,17-18,2017-11-29 19:30:00,6.06,2017-11-29
8.06,-25.00,22.73,GTBets,890160,17-18,2017-11-29 19:30:00,5.79,2017-11-29
8.06,-25.00,22.73,MyBookie,890160,17-18,2017-11-29 19:30:00,5.79,2017-11-29
8.06,-25.00,22.73,BetNow,890160,17-18,2017-11-29 19:30:00,5.79,2017-11-29
7.94,-25.00,21.93,SportsBetting,890160,17-18,2017-11-29 19:30:00,4.87,2017-11-29
7.81,-25.00,22.73,Intertops,890160,17-18,2017-11-29 19:30:00,5.54,2017-11-29
7.94,-25.00,21.93,BetOnline,890160,17-18,2017-11-29 19:30:00,4.87,2017-11-29
7.14,-25.00,22.73,Opening,890160,17-18,2017-11-29 19:30:00,4.87,2017-11-29
8.33,-25.00,22.73,best,890160,17-18,2017-11-29 19:30:00,6.06,2017-11-29
7.14,-25.00,21.93,worst,890160,17-18,2017-11-29 19:30:00,4.07,2017-11-29
7.92,-25.00,22.53,average,890160,17-18,2017-11-29 19:30:00,5.45,2017-11-29
2.53,22.73,-25.00,SkyBook,890810,17-18,2017-12-17 15:30:00,0.26,2017-12-17
2.78,22.73,-25.00,GTBets,890810,17-18,2017-12-17 15:30:00,0.50,2017-12-17
2.89,22.73,-25.00,MyBookie,890810,17-18,2017-12-17 15:30:00,0.62,2017-12-17
2.78,22.73,-25.00,BetNow,890810,17-18,2017-12-17 15:30:00,0.50,2017-12-17
3.12,23.15,-25.00,SportsBetting,890810,17-18,2017-12-17 15:30:00,1.27,2017-12-17
2.78,22.73,-25.00,Intertops,890810,17-18,2017-12-17 15:30:00,0.50,2017-12-17
3.12,23.15,-25.00,BetOnline,890810,17-18,2017-12-17 15:30:00,1.27,2017-12-17
2.86,-25.00,-25.00,Opening,890810,17-18,2017-12-17 15:30:00,-47.14,2017-12-17
3.12,23.15,-25.00,best,890810,17-18,2017-12-17 15:30:00,1.27,2017-12-17
2.53,-25.00,-25.00,worst,890810,17-18,2017-12-17 15:30:00,-47.47,2017-12-17
2.86,-25.00,-25.00,average,890810,17-18,2017-12-17 15:30:00,-47.14,2017-12-17
2.08,-25.00,22.73,SkyBook,890745,17-18,2017-12-15 19:30:00,-0.19,2017-12-15
2.50,-25.00,22.73,GTBets,890745,17-18,2017-12-15 19:30:00,0.23,2017-12-15
2.38,-25.00,22.73,MyBookie,890745,17-18,2017-12-15 19:30:00,0.11,2017-12-15
2.50,-25.00,22.73,BetNow,890745,17-18,2017-12-15 19:30:00,0.23,2017-12-15
2.63,-25.00,22.73,SportsBetting,890745,17-18,2017-12-15 19:30:00,0.36,2017-12-15
2.08,-25.00,22.73,Intertops,890745,17-18,2017-12-15 19:30:00,-0.19,2017-12-15
2.63,-25.00,22.73,BetOnline,890745,17-18,2017-12-15 19:30:00,0.36,2017-12-15
2.78,-25.00,22.73,Opening,890745,17-18,2017-12-15 19:30:00,0.50,2017-12-15
2.78,-25.00,22.73,best,890745,17-18,2017-12-15 19:30:00,0.50,2017-12-15
2.08,-25.00,22.73,worst,890745,17-18,2017-12-15 19:30:00,-0.19,2017-12-15
2.45,-25.00,22.73,average,890745,17-18,2017-12-15 19:30:00,0.18,2017-12-15
6.05,-25.00,22.73,SkyBook,892860,17-18,2018-02-13 19:00:00,3.78,2018-02-13
22.73,-25.00,-25.00,GTBets,892860,17-18,2018-02-13 19:00:00,-27.27,2018-02-13
6.25,-25.00,22.73,MyBookie,892860,17-18,2018-02-13 19:00:00,3.98,2018-02-13
6.58,-25.00,22.73,BetNow,892860,17-18,2018-02-13 19:00:00,4.31,2018-02-13
6.76,-25.00,22.73,SportsBetting,892860,17-18,2018-02-13 19:00:00,4.48,2018-02-13
6.94,-25.00,22.73,Intertops,892860,17-18,2018-02-13 19:00:00,4.67,2018-02-13
6.76,-25.00,22.73,BetOnline,892860,17-18,2018-02-13 19:00:00,4.48,2018-02-13
7.51,-25.00,22.73,Opening,892860,17-18,2018-02-13 19:00:00,5.23,2018-02-13
22.73,-25.00,-25.00,best,892860,17-18,2018-02-13 19:00:00,-27.27,2018-02-13
6.05,-25.00,22.73,worst,892860,17-18,2018-02-13 19:00:00,3.78,2018-02-13
8.70,-25.00,22.73,average,892860,17-18,2018-02-13 19:00:00,6.42,2018-02-13
-25.00,22.73,-25.00,SkyBook,893855,17-18,2018-03-18 13:00:00,-27.27,2018-03-18
-25.00,22.73,-25.00,MyBookie,893855,17-18,2018-03-18 13:00:00,-27.27,2018-03-18
-25.00,22.73,-25.00,BetNow,893855,17-18,2018-03-18 13:00:00,-27.27,2018-03-18
-25.00,22.73,-25.00,SportsBetting,893855,17-18,2018-03-18 13:00:00,-27.27,2018-03-18
-25.00,22.73,-25.00,Intertops,893855,17-18,2018-03-18 13:00:00,-27.27,2018-03-18
-25.00,22.73,-25.00,BetOnline,893855,17-18,2018-03-18 13:00:00,-27.27,2018-03-18
-25.00,22.73,22.73,Opening,893855,17-18,2018-03-18 13:00:00,20.45,2018-03-18
-25.00,22.73,-25.00,best,893855,17-18,2018-03-18 13:00:00,-27.27,2018-03-18
-25.00,22.73,22.73,worst,893855,17-18,2018-03-18 13:00:00,20.45,2018-03-18
-25.00,22.73,-25.00,average,893855,17-18,2018-03-18 13:00:00,-27.27,2018-03-18
7.14,-25.00,22.73,SkyBook,891025,17-18,2017-12-23 17:00:00,4.87,2017-12-23
7.14,-25.00,22.73,GTBets,891025,17-18,2017-12-23 17:00:00,4.87,2017-12-23
7.35,-25.00,22.73,MyBookie,891025,17-18,2017-12-23 17:00:00,5.08,2017-12-23
7.81,-25.00,22.73,BetNow,891025,17-18,2017-12-23 17:00:00,5.54,2017-12-23
7.69,-25.00,22.73,SportsBetting,891025,17-18,2017-12-23 17:00:00,5.42,2017-12-23
6.76,-25.00,22.73,Intertops,891025,17-18,2017-12-23 17:00:00,4.48,2017-12-23
7.69,-25.00,22.73,BetOnline,891025,17-18,2017-12-23 17:00:00,5.42,2017-12-23
10.00,-25.00,22.73,Opening,891025,17-18,2017-12-23 17:00:00,7.73,2017-12-23
10.00,-25.00,22.73,best,891025,17-18,2017-12-23 17:00:00,7.73,2017-12-23
6.76,-25.00,22.73,worst,891025,17-18,2017-12-23 17:00:00,4.48,2017-12-23
7.70,-25.00,22.73,average,891025,17-18,2017-12-23 17:00:00,5.43,2017-12-23
-25.00,-25.00,-25.00,SkyBook,893520,17-18,2018-03-09 19:30:00,-75.00,2018-03-09
-25.00,21.74,-25.00,MyBookie,893520,17-18,2018-03-09 19:30:00,-28.26,2018-03-09
-25.00,-25.00,-25.00,BetNow,893520,17-18,2018-03-09 19:30:00,-75.00,2018-03-09
-25.00,-25.00,-25.00,SportsBetting,893520,17-18,2018-03-09 19:30:00,-75.00,2018-03-09
-25.00,-25.00,-25.00,Intertops,893520,17-18,2018-03-09 19:30:00,-75.00,2018-03-09
-25.00,-25.00,-25.00,BetOnline,893520,17-18,2018-03-09 19:30:00,-75.00,2018-03-09
-25.00,-25.00,-25.00,Opening,893520,17-18,2018-03-09 19:30:00,-75.00,2018-03-09
-25.00,23.81,-25.00,best,893520,17-18,2018-03-09 19:30:00,-26.19,2018-03-09
-25.00,-25.00,-25.00,worst,893520,17-18,2018-03-09 19:30:00,-75.00,2018-03-09
-25.00,22.89,-25.00,average,893520,17-18,2018-03-09 19:30:00,-27.11,2018-03-09
2.36,-25.00,22.73,SkyBook,893420,17-18,2018-03-06 19:00:00,0.09,2018-03-06
2.23,-25.00,22.73,MyBookie,893420,17-18,2018-03-06 19:00:00,-0.04,2018-03-06
2.50,-25.00,22.73,BetNow,893420,17-18,2018-03-06 19:00:00,0.23,2018-03-06
2.27,-25.00,22.73,SportsBetting,893420,17-18,2018-03-06 19:00:00,0.00,2018-03-06
2.08,-25.00,22.73,Intertops,893420,17-18,2018-03-06 19:00:00,-0.19,2018-03-06
2.27,-25.00,22.73,BetOnline,893420,17-18,2018-03-06 19:00:00,0.00,2018-03-06
2.63,-25.00,22.73,Opening,893420,17-18,2018-03-06 19:00:00,0.36,2018-03-06
2.63,-25.00,22.73,best,893420,17-18,2018-03-06 19:00:00,0.36,2018-03-06
2.08,-25.00,22.73,worst,893420,17-18,2018-03-06 19:00:00,-0.19,2018-03-06
2.33,-25.00,22.73,average,893420,17-18,2018-03-06 19:00:00,0.06,2018-03-06
-25.00,-25.00,-25.00,SkyBook,892205,17-18,2018-01-26 19:30:00,-75.00,2018-01-26
-25.00,-25.00,22.73,GTBets,892205,17-18,2018-01-26 19:30:00,-27.27,2018-01-26
-25.00,-25.00,-25.00,MyBookie,892205,17-18,2018-01-26 19:30:00,-75.00,2018-01-26
-25.00,-25.00,-25.00,BetNow,892205,17-18,2018-01-26 19:30:00,-75.00,2018-01-26
-25.00,-25.00,-25.00,SportsBetting,892205,17-18,2018-01-26 19:30:00,-75.00,2018-01-26
-25.00,-25.00,-25.00,Intertops,892205,17-18,2018-01-26 19:30:00,-75.00,2018-01-26
-25.00,-25.00,-25.00,BetOnline,892205,17-18,2018-01-26 19:30:00,-75.00,2018-01-26
-25.00,-25.00,-25.00,Opening,892205,17-18,2018-01-26 19:30:00,-75.00,2018-01-26
-25.00,-25.00,23.81,best,892205,17-18,2018-01-26 19:30:00,-26.19,2018-01-26
-25.00,-25.00,-25.00,worst,892205,17-18,2018-01-26 19:30:00,-75.00,2018-01-26
-25.00,-25.00,-25.00,average,892205,17-18,2018-01-26 19:30:00,-75.00,2018-01-26
1.67,22.73,-25.00,SkyBook,890375,17-18,2017-12-05 19:30:00,-0.61,2017-12-05
2.00,22.73,-25.00,GTBets,890375,17-18,2017-12-05 19:30:00,-0.27,2017-12-05
1.67,22.73,-25.00,MyBookie,890375,17-18,2017-12-05 19:30:00,-0.61,2017-12-05
2.00,22.73,-25.00,BetNow,890375,17-18,2017-12-05 19:30:00,-0.27,2017-12-05
2.08,22.52,-25.00,SportsBetting,890375,17-18,2017-12-05 19:30:00,-0.39,2017-12-05
1.92,22.73,-25.00,Intertops,890375,17-18,2017-12-05 19:30:00,-0.35,2017-12-05
2.08,22.52,-25.00,BetOnline,890375,17-18,2017-12-05 19:30:00,-0.39,2017-12-05
1.92,-25.00,-25.00,Opening,890375,17-18,2017-12-05 19:30:00,-48.08,2017-12-05
2.08,-25.00,-25.00,best,890375,17-18,2017-12-05 19:30:00,-47.92,2017-12-05
1.67,22.52,-25.00,worst,890375,17-18,2017-12-05 19:30:00,-0.81,2017-12-05
1.92,22.68,-25.00,average,890375,17-18,2017-12-05 19:30:00,-0.41,2017-12-05
10.21,-25.00,-25.00,SkyBook,891960,17-18,2018-01-19 19:00:00,-39.80,2018-01-19
22.73,-25.00,22.73,GTBets,891960,17-18,2018-01-19 19:00:00,20.45,2018-01-19
10.00,-25.00,-25.00,MyBookie,891960,17-18,2018-01-19 19:00:00,-40.00,2018-01-19
10.21,-25.00,-25.00,BetNow,891960,17-18,2018-01-19 19:00:00,-39.80,2018-01-19
10.00,-25.00,-25.00,SportsBetting,891960,17-18,2018-01-19 19:00:00,-40.00,2018-01-19
10.42,-25.00,-25.00,Intertops,891960,17-18,2018-01-19 19:00:00,-39.58,2018-01-19
10.00,-25.00,-25.00,BetOnline,891960,17-18,2018-01-19 19:00:00,-40.00,2018-01-19
11.16,-25.00,-25.00,Opening,891960,17-18,2018-01-19 19:00:00,-38.84,2018-01-19
22.73,-25.00,22.73,best,891960,17-18,2018-01-19 19:00:00,20.45,2018-01-19
10.00,-25.00,-25.00,worst,891960,17-18,2018-01-19 19:00:00,-40.00,2018-01-19
11.84,-25.00,-25.00,average,891960,17-18,2018-01-19 19:00:00,-38.16,2018-01-19
3.84,-25.00,25.00,SkyBook,893130,17-18,2018-02-26 19:30:00,3.84,2018-02-26
3.79,-25.00,25.00,MyBookie,893130,17-18,2018-02-26 19:30:00,3.79,2018-02-26
3.97,-25.00,25.00,BetNow,893130,17-18,2018-02-26 19:30:00,3.97,2018-02-26
3.84,-25.00,25.00,SportsBetting,893130,17-18,2018-02-26 19:30:00,3.84,2018-02-26
3.97,-25.00,25.00,Intertops,893130,17-18,2018-02-26 19:30:00,3.97,2018-02-26
3.84,-25.00,25.00,BetOnline,893130,17-18,2018-02-26 19:30:00,3.84,2018-02-26
4.00,-25.00,22.73,Opening,893130,17-18,2018-02-26 19:30:00,1.73,2018-02-26
4.00,-25.00,22.73,best,893130,17-18,2018-02-26 19:30:00,1.73,2018-02-26
3.79,-25.00,25.00,worst,893130,17-18,2018-02-26 19:30:00,3.79,2018-02-26
3.89,-25.00,22.73,average,893130,17-18,2018-02-26 19:30:00,1.62,2018-02-26
6.33,22.73,22.73,SkyBook,891905,17-18,2018-01-17 19:30:00,51.78,2018-01-17
22.73,22.52,22.73,GTBets,891905,17-18,2018-01-17 19:30:00,67.98,2018-01-17
5.95,22.73,22.73,MyBookie,891905,17-18,2018-01-17 19:30:00,51.41,2018-01-17
6.41,22.73,22.73,BetNow,891905,17-18,2018-01-17 19:30:00,51.86,2018-01-17
5.68,22.32,22.73,SportsBetting,891905,17-18,2018-01-17 19:30:00,50.73,2018-01-17
6.41,22.73,22.73,Intertops,891905,17-18,2018-01-17 19:30:00,51.86,2018-01-17
5.68,22.32,22.73,BetOnline,891905,17-18,2018-01-17 19:30:00,50.73,2018-01-17
5.95,22.73,-25.00,Opening,891905,17-18,2018-01-17 19:30:00,3.68,2018-01-17
22.73,22.73,22.73,best,891905,17-18,2018-01-17 19:30:00,68.18,2018-01-17
5.68,22.32,-25.00,worst,891905,17-18,2018-01-17 19:30:00,3.01,2018-01-17
8.14,22.60,22.73,average,891905,17-18,2018-01-17 19:30:00,53.47,2018-01-17
10.87,22.73,-25.00,SkyBook,891780,17-18,2018-01-13 19:30:00,8.60,2018-01-13
22.73,22.93,22.73,GTBets,891780,17-18,2018-01-13 19:30:00,68.39,2018-01-13
11.11,23.81,-25.00,MyBookie,891780,17-18,2018-01-13 19:30:00,9.92,2018-01-13
11.36,22.73,-25.00,BetNow,891780,17-18,2018-01-13 19:30:00,9.09,2018-01-13
11.11,23.59,-25.00,SportsBetting,891780,17-18,2018-01-13 19:30:00,9.70,2018-01-13
10.87,22.73,-25.00,Intertops,891780,17-18,2018-01-13 19:30:00,8.60,2018-01-13
11.11,23.59,-25.00,BetOnline,891780,17-18,2018-01-13 19:30:00,9.70,2018-01-13
12.26,-25.00,23.36,Opening,891780,17-18,2018-01-13 19:30:00,10.62,2018-01-13
22.73,23.81,-25.00,best,891780,17-18,2018-01-13 19:30:00,21.54,2018-01-13
10.87,-25.00,22.73,worst,891780,17-18,2018-01-13 19:30:00,8.60,2018-01-13
12.68,23.24,-25.00,average,891780,17-18,2018-01-13 19:30:00,10.91,2018-01-13
30.00,22.73,-25.00,SkyBook,891700,17-18,2018-01-11 20:00:00,27.73,2018-01-11
33.75,22.73,-25.00,GTBets,891700,17-18,2018-01-11 20:00:00,31.48,2018-01-11
30.00,22.73,-25.00,MyBookie,891700,17-18,2018-01-11 20:00:00,27.73,2018-01-11
30.00,22.73,-25.00,BetNow,891700,17-18,2018-01-11 20:00:00,27.73,2018-01-11
31.25,23.36,-25.00,SportsBetting,891700,17-18,2018-01-11 20:00:00,29.61,2018-01-11
30.00,22.73,-25.00,Intertops,891700,17-18,2018-01-11 20:00:00,27.73,2018-01-11
31.25,23.36,-25.00,BetOnline,891700,17-18,2018-01-11 20:00:00,29.61,2018-01-11
31.75,23.81,-25.00,Opening,891700,17-18,2018-01-11 20:00:00,30.56,2018-01-11
33.75,23.81,-25.00,best,891700,17-18,2018-01-11 20:00:00,32.56,2018-01-11
30.00,22.73,-25.00,worst,891700,17-18,2018-01-11 20:00:00,27.73,2018-01-11
31.00,23.02,-25.00,average,891700,17-18,2018-01-11 20:00:00,29.02,2018-01-11
9.26,22.73,22.73,SkyBook,892355,17-18,2018-01-30 19:30:00,54.71,2018-01-30
22.73,22.93,22.73,GTBets,892355,17-18,2018-01-30 19:30:00,68.39,2018-01-30
9.09,22.73,22.73,MyBookie,892355,17-18,2018-01-30 19:30:00,54.55,2018-01-30
9.62,22.73,22.73,BetNow,892355,17-18,2018-01-30 19:30:00,55.07,2018-01-30
9.09,22.52,23.36,SportsBetting,892355,17-18,2018-01-30 19:30:00,54.98,2018-01-30
9.26,22.73,22.73,Intertops,892355,17-18,2018-01-30 19:30:00,54.71,2018-01-30
9.09,22.52,23.36,BetOnline,892355,17-18,2018-01-30 19:30:00,54.98,2018-01-30
10.64,22.73,22.73,Opening,892355,17-18,2018-01-30 19:30:00,56.09,2018-01-30
22.73,22.93,23.36,best,892355,17-18,2018-01-30 19:30:00,69.03,2018-01-30
9.09,22.52,22.73,worst,892355,17-18,2018-01-30 19:30:00,54.34,2018-01-30
11.10,22.70,22.89,average,892355,17-18,2018-01-30 19:30:00,56.69,2018-01-30
2.08,-25.00,22.73,SkyBook,892685,17-18,2018-02-08 19:30:00,-0.19,2018-02-08
22.73,-25.00,22.73,GTBets,892685,17-18,2018-02-08 19:30:00,20.45,2018-02-08
1.79,-25.00,-25.00,MyBookie,892685,17-18,2018-02-08 19:30:00,-48.22,2018-02-08
2.08,-25.00,-25.00,BetNow,892685,17-18,2018-02-08 19:30:00,-47.92,2018-02-08
2.27,-25.00,-25.00,SportsBetting,892685,17-18,2018-02-08 19:30:00,-47.73,2018-02-08
1.92,-25.00,-25.00,Intertops,892685,17-18,2018-02-08 19:30:00,-48.08,2018-02-08
2.27,-25.00,-25.00,BetOnline,892685,17-18,2018-02-08 19:30:00,-47.73,2018-02-08
2.50,-25.00,-25.00,Opening,892685,17-18,2018-02-08 19:30:00,-47.50,2018-02-08
22.73,-25.00,23.59,best,892685,17-18,2018-02-08 19:30:00,21.31,2018-02-08
1.79,-25.00,-25.00,worst,892685,17-18,2018-02-08 19:30:00,-48.22,2018-02-08
4.71,-25.00,-25.00,average,892685,17-18,2018-02-08 19:30:00,-45.30,2018-02-08
11.36,22.73,-25.00,SkyBook,892615,17-18,2018-02-06 19:30:00,9.09,2018-02-06
22.73,22.93,22.73,GTBets,892615,17-18,2018-02-06 19:30:00,68.39,2018-02-06
11.91,22.73,-25.00,MyBookie,892615,17-18,2018-02-06 19:30:00,9.63,2018-02-06
11.91,22.73,-25.00,BetNow,892615,17-18,2018-02-06 19:30:00,9.63,2018-02-06
12.20,21.55,-25.00,SportsBetting,892615,17-18,2018-02-06 19:30:00,8.75,2018-02-06
11.36,21.74,-25.00,Intertops,892615,17-18,2018-02-06 19:30:00,8.10,2018-02-06
12.20,21.55,-25.00,BetOnline,892615,17-18,2018-02-06 19:30:00,8.75,2018-02-06
15.72,23.81,-25.00,Opening,892615,17-18,2018-02-06 19:30:00,14.53,2018-02-06
22.73,23.81,23.15,best,892615,17-18,2018-02-06 19:30:00,69.69,2018-02-06
11.36,21.55,-25.00,worst,892615,17-18,2018-02-06 19:30:00,7.91,2018-02-06
13.67,22.47,-25.00,average,892615,17-18,2018-02-06 19:30:00,11.15,2018-02-06
-25.00,-25.00,-25.00,SkyBook,891620,17-18,2018-01-09 19:30:00,-75.00,2018-01-09
-25.00,-25.00,-25.00,GTBets,891620,17-18,2018-01-09 19:30:00,-75.00,2018-01-09
-25.00,-25.00,-25.00,MyBookie,891620,17-18,2018-01-09 19:30:00,-75.00,2018-01-09
-25.00,-25.00,-25.00,BetNow,891620,17-18,2018-01-09 19:30:00,-75.00,2018-01-09
-25.00,-25.00,-25.00,SportsBetting,891620,17-18,2018-01-09 19:30:00,-75.00,2018-01-09
-25.00,-25.00,-25.00,Intertops,891620,17-18,2018-01-09 19:30:00,-75.00,2018-01-09
-25.00,-25.00,-25.00,BetOnline,891620,17-18,2018-01-09 19:30:00,-75.00,2018-01-09
-25.00,-25.00,-25.00,Opening,891620,17-18,2018-01-09 19:30:00,-75.00,2018-01-09
-25.00,-25.00,-25.00,best,891620,17-18,2018-01-09 19:30:00,-75.00,2018-01-09
-25.00,-25.00,-25.00,worst,891620,17-18,2018-01-09 19:30:00,-75.00,2018-01-09
-25.00,-25.00,-25.00,average,891620,17-18,2018-01-09 19:30:00,-75.00,2018-01-09
8.33,22.73,-25.00,SkyBook,890225,17-18,2017-12-01 19:30:00,6.06,2017-12-01
8.93,22.73,-25.00,GTBets,890225,17-18,2017-12-01 19:30:00,6.65,2017-12-01
8.33,22.73,-25.00,MyBookie,890225,17-18,2017-12-01 19:30:00,6.06,2017-12-01
8.93,22.73,-25.00,BetNow,890225,17-18,2017-12-01 19:30:00,6.65,2017-12-01
8.62,22.52,-25.00,SportsBetting,890225,17-18,2017-12-01 19:30:00,6.14,2017-12-01
8.33,22.73,-25.00,Intertops,890225,17-18,2017-12-01 19:30:00,6.06,2017-12-01
8.62,22.52,-25.00,BetOnline,890225,17-18,2017-12-01 19:30:00,6.14,2017-12-01
10.42,22.73,22.73,Opening,890225,17-18,2017-12-01 19:30:00,55.87,2017-12-01
10.42,22.73,-25.00,best,890225,17-18,2017-12-01 19:30:00,8.14,2017-12-01
8.33,22.52,22.73,worst,890225,17-18,2017-12-01 19:30:00,53.58,2017-12-01
8.81,22.68,-25.00,average,890225,17-18,2017-12-01 19:30:00,6.49,2017-12-01
13.66,22.73,-25.00,SkyBook,892470,17-18,2018-02-02 19:30:00,11.39,2018-02-02
22.73,22.12,-25.00,GTBets,892470,17-18,2018-02-02 19:30:00,19.85,2018-02-02
12.50,22.73,-25.00,MyBookie,892470,17-18,2018-02-02 19:30:00,10.23,2018-02-02
13.16,22.73,-25.00,BetNow,892470,17-18,2018-02-02 19:30:00,10.88,2018-02-02
12.82,22.12,-25.00,SportsBetting,892470,17-18,2018-02-02 19:30:00,9.95,2018-02-02
13.16,22.73,-25.00,Intertops,892470,17-18,2018-02-02 19:30:00,10.88,2018-02-02
12.82,22.12,-25.00,BetOnline,892470,17-18,2018-02-02 19:30:00,9.95,2018-02-02
13.02,22.73,-25.00,Opening,892470,17-18,2018-02-02 19:30:00,10.75,2018-02-02
22.73,22.73,-25.00,best,892470,17-18,2018-02-02 19:30:00,20.45,2018-02-02
12.50,22.12,-25.00,worst,892470,17-18,2018-02-02 19:30:00,9.62,2018-02-02
14.23,22.50,-25.00,average,892470,17-18,2018-02-02 19:30:00,11.73,2018-02-02
-25.00,22.73,-25.00,SkyBook,893005,17-18,2018-02-23 19:30:00,-27.27,2018-02-23
-25.00,22.73,-25.00,MyBookie,893005,17-18,2018-02-23 19:30:00,-27.27,2018-02-23
-25.00,22.73,-25.00,BetNow,893005,17-18,2018-02-23 19:30:00,-27.27,2018-02-23
-25.00,23.15,-25.00,SportsBetting,893005,17-18,2018-02-23 19:30:00,-26.85,2018-02-23
-25.00,22.73,-25.00,Intertops,893005,17-18,2018-02-23 19:30:00,-27.27,2018-02-23
-25.00,23.15,-25.00,BetOnline,893005,17-18,2018-02-23 19:30:00,-26.85,2018-02-23
-25.00,22.73,22.73,Opening,893005,17-18,2018-02-23 19:30:00,20.45,2018-02-23
-25.00,23.15,-25.00,best,893005,17-18,2018-02-23 19:30:00,-26.85,2018-02-23
-25.00,22.73,22.73,worst,893005,17-18,2018-02-23 19:30:00,20.45,2018-02-23
-25.00,22.85,-25.00,average,893005,17-18,2018-02-23 19:30:00,-27.15,2018-02-23
7.69,-25.00,-25.00,SkyBook,894480,17-18,2018-04-04 20:00:00,-42.31,2018-04-04
7.81,-25.00,-25.00,GTBets,894480,17-18,2018-04-04 20:00:00,-42.19,2018-04-04
6.94,-25.00,-25.00,MyBookie,894480,17-18,2018-04-04 20:00:00,-43.05,2018-04-04
7.46,-25.00,-25.00,BetNow,894480,17-18,2018-04-04 20:00:00,-42.54,2018-04-04
7.35,-25.00,-25.00,SportsBetting,894480,17-18,2018-04-04 20:00:00,-42.65,2018-04-04
7.35,-25.00,-25.00,Intertops,894480,17-18,2018-04-04 20:00:00,-42.65,2018-04-04
7.35,-25.00,-25.00,BetOnline,894480,17-18,2018-04-04 20:00:00,-42.65,2018-04-04
8.01,-25.00,-25.00,Opening,894480,17-18,2018-04-04 20:00:00,-41.99,2018-04-04
8.01,-25.00,-25.00,best,894480,17-18,2018-04-04 20:00:00,-41.99,2018-04-04
6.94,-25.00,-25.00,worst,894480,17-18,2018-04-04 20:00:00,-43.05,2018-04-04
7.50,-25.00,-25.00,average,894480,17-18,2018-04-04 20:00:00,-42.50,2018-04-04
-25.00,22.73,-25.00,SkyBook,890905,17-18,2017-12-20 19:30:00,-27.27,2017-12-20
-25.00,22.73,-25.00,GTBets,890905,17-18,2017-12-20 19:30:00,-27.27,2017-12-20
-25.00,22.73,-25.00,MyBookie,890905,17-18,2017-12-20 19:30:00,-27.27,2017-12-20
-25.00,22.73,-25.00,BetNow,890905,17-18,2017-12-20 19:30:00,-27.27,2017-12-20
-25.00,23.59,-25.00,SportsBetting,890905,17-18,2017-12-20 19:30:00,-26.41,2017-12-20
-25.00,22.73,-25.00,Intertops,890905,17-18,2017-12-20 19:30:00,-27.27,2017-12-20
-25.00,23.59,-25.00,BetOnline,890905,17-18,2017-12-20 19:30:00,-26.41,2017-12-20
-25.00,22.73,-25.00,Opening,890905,17-18,2017-12-20 19:30:00,-27.27,2017-12-20
-25.00,23.59,-25.00,best,890905,17-18,2017-12-20 19:30:00,-26.41,2017-12-20
-25.00,22.73,-25.00,worst,890905,17-18,2017-12-20 19:30:00,-27.27,2017-12-20
-25.00,22.94,-25.00,average,890905,17-18,2017-12-20 19:30:00,-27.06,2017-12-20
-25.00,22.73,22.73,SkyBook,890085,17-18,2017-11-27 19:30:00,20.45,2017-11-27
-25.00,22.73,22.73,GTBets,890085,17-18,2017-11-27 19:30:00,20.45,2017-11-27
-25.00,21.74,22.73,MyBookie,890085,17-18,2017-11-27 19:30:00,19.47,2017-11-27
-25.00,22.73,22.73,BetNow,890085,17-18,2017-11-27 19:30:00,20.45,2017-11-27
-25.00,22.73,22.73,SportsBetting,890085,17-18,2017-11-27 19:30:00,20.45,2017-11-27
