book,day,ml_winnings,spread_winnings,total_winnings,agg_winnings,season
GTBets,2019-02-13,-24.79,156.41,-179.13,-47.50,18-19
GTBets,2019-02-14,-75.00,20.87,20.87,-33.26,18-19
GTBets,2019-02-21,3.40,-7.20,41.74,37.94,18-19
GTBets,2019-02-22,-41.02,14.67,-129.13,-155.47,18-19
GTBets,2019-02-23,45.02,129.41,-60.33,114.10,18-19
GTBets,2019-02-24,-75.00,-27.07,-27.07,-129.13,18-19
GTBets,2019-02-25,-25.38,-35.32,108.48,47.77,18-19
GTBets,2019-02-26,56.40,-27.07,68.80,98.14,18-19
GTBets,2019-02-27,21.84,158.48,-83.26,97.06,18-19
GTBets,2019-02-28,-120.00,-6.20,-6.20,-132.39,18-19
GTBets,2019-03-01,-64.30,16.74,-79.13,-126.69,18-19
GTBets,2019-03-02,73.85,-33.26,159.58,200.17,18-19
GTBets,2019-03-03,67.30,-7.16,-8.26,51.88,18-19
GTBets,2019-03-04,21.71,112.61,112.61,246.93,18-19
GTBets,2019-03-05,-78.22,-54.13,41.74,-90.61,18-19
GTBets,2019-03-06,-145.03,-152.06,85.55,-211.55,18-19
GTBets,2019-03-07,41.88,-2.07,-50.00,-10.18,18-19
GTBets,2019-03-08,-120.34,-129.13,62.61,-186.87,18-19
GTBets,2019-03-09,-20.21,42.84,-6.20,16.44,18-19
GTBets,2019-03-10,-42.35,-34.27,14.67,-61.94,18-19
GTBets,2019-03-11,79.08,-6.20,-6.20,66.69,18-19
GTBets,2019-03-12,-6.60,-31.20,-31.20,-68.99,18-19
GTBets,2019-03-13,73.52,-6.20,-6.20,61.12,18-19
GTBets,2019-03-14,-57.54,-53.03,-6.20,-116.76,18-19
GTBets,2019-03-15,-49.12,-7.16,-56.19,-112.47,18-19
GTBets,2019-03-16,-32.52,39.67,-152.06,-144.91,18-19
GTBets,2019-03-17,-131.07,-56.19,41.74,-145.53,18-19
GTBets,2019-03-18,-24.36,-33.26,-33.26,-90.88,18-19
GTBets,2019-03-19,31.14,-6.20,41.74,66.69,18-19
GTBets,2019-03-20,-127.99,-82.20,110.55,-99.64,18-19
GTBets,2019-03-21,33.00,-54.13,41.74,20.61,18-19
GTBets,2019-03-22,33.95,18.80,18.80,71.55,18-19
GTBets,2019-03-23,-58.17,88.67,-56.19,-25.69,18-19
GTBets,2019-03-24,-112.78,-56.19,87.61,-81.37,18-19
GTBets,2019-03-25,-38.55,-52.06,-4.13,-94.75,18-19
GTBets,2019-03-26,-29.06,84.54,-106.19,-50.72,18-19
GTBets,2019-03-27,14.64,18.80,-75.00,-41.56,18-19
GTBets,2019-03-28,76.14,-4.13,-104.13,-32.12,18-19
GTBets,2019-03-29,-22.56,89.67,-6.20,60.92,18-19
GTBets,2019-03-30,-55.76,-225.00,14.67,-266.09,18-19
GTBets,2019-03-31,171.36,64.67,16.74,252.77,18-19
GTBets,2019-04-01,82.79,14.67,-33.26,64.20,18-19
GTBets,2019-04-02,-41.27,-52.06,-52.06,-145.41,18-19
GTBets,2019-04-03,23.35,-13.40,-60.32,-50.37,18-19
GTBets,2019-04-04,20.26,-75.00,-27.07,-81.81,18-19
GTBets,2019-04-05,-127.60,-37.39,-33.26,-198.25,18-19
GTBets,2019-04-06,-20.83,-50.00,-2.07,-72.90,18-19
GTBets,2019-04-07,428.60,81.51,81.41,591.52,18-19
GTBets,2019-04-09,30.94,12.61,108.48,152.03,18-19
GTBets,2019-04-10,-112.55,60.54,-35.33,-87.33,18-19
GTBets,2019-04-13,-73.11,44.91,-4.13,-32.33,18-19
GTBets,2019-04-14,-7.40,-100.00,-100.00,-207.40,18-19
GTBets,2019-04-15,-19.45,-2.07,-2.07,-23.58,18-19
GTBets,2019-04-16,-13.42,-75.00,-27.07,-115.48,18-19
GTBets,2019-04-17,17.70,-75.00,22.93,-34.37,18-19
GTBets,2019-04-18,0.88,-27.07,-27.07,-53.25,18-19
GTBets,2019-04-19,47.21,-27.07,-27.07,-6.92,18-19
GTBets,2019-04-20,85.20,91.74,43.80,220.75,18-19
GTBets,2019-04-21,5.24,44.91,-4.13,46.02,18-19
GTBets,2019-04-22,-22.31,-2.07,-2.07,-26.44,18-19
GTBets,2019-04-23,-5.14,-52.06,43.80,-13.40,18-19
GTBets,2019-04-24,-18.90,45.87,-50.00,-23.03,18-19
GTBets,2019-04-25,-25.00,-25.00,22.93,-27.07,18-19
GTBets,2019-04-26,4.17,-25.00,-25.00,-45.83,18-19
GTBets,2019-04-27,-15.56,-2.07,-50.00,-67.63,18-19
GTBets,2019-04-28,-15.74,45.87,-50.00,-19.87,18-19
GTBets,2019-04-29,40.00,-2.07,-2.07,35.87,18-19
GTBets,2019-04-30,18.25,-50.00,45.87,14.12,18-19
GTBets,2019-05-01,41.25,22.93,-25.00,39.19,18-19
GTBets,2019-05-02,26.25,22.93,-25.00,24.19,18-19
GTBets,2019-05-03,39.41,45.87,45.87,131.15,18-19
GTBets,2019-05-04,-25.00,-25.00,21.93,-28.07,18-19
GTBets,2019-05-05,-50.00,45.87,-2.07,-6.20,18-19
GTBets,2019-05-06,-1.19,-2.07,-2.07,-5.32,18-19
GTBets,2019-05-07,-50.00,-50.00,45.87,-54.13,18-19
GTBets,2019-05-08,15.51,-2.07,-50.00,-36.55,18-19
GTBets,2019-05-09,39.76,-0.96,45.87,84.67,18-19
GTBets,2019-05-10,68.75,22.93,22.93,114.62,18-19
GTBets,2019-05-12,30.00,45.87,-50.00,25.87,18-19
GTBets,2019-05-14,7.81,-25.00,-25.00,-42.19,18-19
GTBets,2019-05-15,8.33,-25.00,-25.00,-41.67,18-19
GTBets,2019-05-16,7.94,22.93,22.93,53.81,18-19
GTBets,2019-05-17,9.44,-25.00,22.93,7.37,18-19
GTBets,2019-05-18,32.50,22.93,-25.00,30.44,18-19
GTBets,2019-05-19,-25.00,-25.00,22.93,-27.07,18-19
GTBets,2019-05-20,19.23,25.00,22.93,67.17,18-19
GTBets,2019-05-21,-25.00,-25.00,22.93,-27.07,18-19
GTBets,2019-05-23,-25.00,22.93,-25.00,-27.07,18-19
GTBets,2019-05-25,-25.00,-25.00,-25.00,-75.00,18-19
GTBets,2019-05-30,-25.00,-25.00,22.93,-27.07,18-19
GTBets,2019-06-02,28.75,22.93,25.00,76.69,18-19
GTBets,2019-06-05,-25.00,-25.00,22.93,-27.07,18-19
GTBets,2019-06-07,-25.00,22.93,-25.00,-27.07,18-19
GTBets,2019-06-10,23.81,22.93,-25.00,21.75,18-19
GTBets,2019-06-13,-25.00,-25.00,22.93,-27.07,18-19
GTBets,2019-10-22,12.50,-2.07,-50.00,-39.56,19-20
GTBets,2019-10-23,-85.87,59.54,-83.26,-109.59,19-20
GTBets,2019-10-24,25.00,20.87,20.87,66.74,19-20
GTBets,2019-10-25,-43.42,-81.19,14.67,-109.94,19-20
GTBets,2019-10-26,-50.88,85.55,-10.33,24.34,19-20
GTBets,2019-10-27,-35.13,-27.07,18.80,-43.39,19-20
GTBets,2019-10-28,17.72,108.48,-129.13,-2.93,19-20
GTBets,2019-10-29,26.76,-27.07,-27.07,-27.37,19-20
GTBets,2019-10-30,-213.06,-131.19,-131.19,-475.44,19-20
GTBets,2019-10-31,25.32,-28.07,20.87,18.12,19-20
GTBets,2019-11-01,15.47,88.67,41.74,145.88,19-20
GTBets,2019-11-02,-37.28,93.81,-104.13,-47.61,19-20
GTBets,2019-11-03,13.99,-6.20,-54.13,-46.33,19-20
GTBets,2019-11-04,-42.52,-7.20,41.74,-7.98,19-20
GTBets,2019-11-05,14.92,91.74,-6.20,100.47,19-20
GTBets,2019-11-06,-58.83,-33.26,112.61,20.52,19-20
GTBets,2019-11-07,19.52,-52.06,43.80,11.26,19-20
GTBets,2019-11-08,-113.42,-32.16,-35.32,-180.90,19-20
GTBets,2019-11-09,-11.51,114.67,66.74,169.90,19-20
GTBets,2019-11-10,146.28,88.71,39.67,274.67,19-20
GTBets,2019-11-11,-54.95,-6.20,41.74,-19.41,19-20
GTBets,2019-11-12,36.53,-6.20,39.67,70.01,19-20
GTBets,2019-11-13,-87.14,18.81,-31.20,-99.53,19-20
GTBets,2019-11-14,10.19,-54.13,-150.00,-193.94,19-20
GTBets,2019-11-15,-40.26,183.48,-8.26,134.96,19-20
GTBets,2019-11-16,79.36,39.67,-104.13,14.91,19-20
GTBets,2019-11-17,-49.73,41.74,-54.13,-62.12,19-20
GTBets,2019-11-18,53.13,-34.27,-81.19,-62.33,19-20
GTBets,2019-11-19,49.36,44.91,91.74,186.00,19-20
GTBets,2019-11-20,5.42,12.61,12.61,30.64,19-20
GTBets,2019-11-21,37.41,45.87,-2.07,81.21,19-20
GTBets,2019-11-22,-65.68,37.61,-58.26,-86.34,19-20
GTBets,2019-11-23,-45.91,37.61,-10.33,-18.63,19-20
GTBets,2019-11-24,-81.48,-77.06,-29.13,-187.68,19-20
GTBets,2019-11-25,111.50,-35.33,-83.26,-7.08,19-20
GTBets,2019-11-26,-50.00,-50.00,-2.07,-102.06,19-20
GTBets,2019-11-27,106.88,129.35,33.48,269.71,19-20
GTBets,2019-11-29,81.14,11.65,106.41,199.20,19-20
GTBets,2019-11-30,-11.74,-4.13,-4.13,-20.00,19-20
GTBets,2019-12-01,-65.69,14.67,64.68,13.65,19-20
GTBets,2019-12-02,15.96,-102.06,-7.20,-93.31,19-20
GTBets,2019-12-03,-50.07,16.74,-31.20,-64.53,19-20
GTBets,2019-12-04,-53.11,-106.19,-10.33,-169.63,19-20
GTBets,2019-12-05,77.35,44.91,43.80,166.06,19-20
GTBets,2019-12-06,100.53,37.61,-10.33,127.81,19-20
GTBets,2019-12-07,-3.86,-77.06,-29.13,-110.05,19-20
GTBets,2019-12-08,-7.63,39.67,-6.20,25.85,19-20
GTBets,2019-12-09,79.65,14.67,-33.26,61.07,19-20
GTBets,2019-12-10,-2.12,-2.06,43.80,39.61,19-20
GTBets,2019-12-11,-144.18,-35.32,12.61,-166.89,19-20
GTBets,2019-12-12,-15.55,43.80,-4.13,24.12,19-20
GTBets,2019-12-13,25.61,110.55,-33.26,102.89,19-20
GTBets,2019-12-14,-173.10,-54.13,39.67,-187.56,19-20
GTBets,2019-12-15,35.64,-6.20,-6.20,23.25,19-20
GTBets,2019-12-16,-25.58,112.61,64.67,151.71,19-20
GTBets,2019-12-17,-88.92,-102.06,-6.20,-197.19,19-20
GTBets,2019-12-18,-26.75,16.74,14.67,4.67,19-20
GTBets,2019-12-19,12.65,44.91,-4.13,53.43,19-20
GTBets,2019-12-20,-6.06,-58.26,-58.26,-122.58,19-20
GTBets,2019-12-21,-14.76,-29.13,14.67,-29.21,19-20
GTBets,2019-12-22,-65.58,-77.06,18.80,-123.84,19-20
GTBets,2019-12-23,16.46,60.55,12.61,89.61,19-20
GTBets,2019-12-25,48.75,19.91,18.80,87.46,19-20
GTBets,2019-12-26,-29.67,-6.20,-54.13,-90.00,19-20
GTBets,2019-12-27,-5.38,41.74,-6.20,30.16,19-20
GTBets,2019-12-28,51.35,-12.39,131.41,170.37,19-20
GTBets,2019-12-29,-50.62,18.80,-29.13,-60.94,19-20
GTBets,2019-12-30,338.06,89.67,-6.20,421.53,19-20
GTBets,2019-12-31,-14.91,-79.13,18.80,-75.24,19-20
GTBets,2020-01-01,-46.17,-3.03,-4.13,-53.33,19-20
GTBets,2020-01-02,6.74,-129.13,-129.13,-251.52,19-20
GTBets,2020-01-03,-50.00,-4.13,-6.20,-60.33,19-20
GTBets,2020-01-04,164.47,157.52,60.55,382.54,19-20
GTBets,2020-01-05,-34.21,66.74,-29.13,3.40,19-20
GTBets,2020-01-06,44.00,16.74,14.67,75.41,19-20
GTBets,2020-01-07,-29.50,-54.13,-54.13,-137.76,19-20
GTBets,2020-01-08,82.02,-33.26,-33.26,15.49,19-20
GTBets,2020-01-09,-5.53,43.80,-4.13,34.14,19-20
GTBets,2020-01-10,9.59,85.55,37.61,132.75,19-20
GTBets,2020-01-11,36.48,64.67,64.67,165.83,19-20
GTBets,2020-01-12,-11.39,-31.20,-32.20,-74.79,19-20
GTBets,2020-01-13,-20.10,-79.13,64.67,-34.56,19-20
GTBets,2020-01-14,-65.71,-150.00,-54.13,-269.84,19-20
GTBets,2020-01-15,-133.73,-8.26,37.61,-104.38,19-20
GTBets,2020-01-16,90.26,113.67,68.81,272.74,19-20
GTBets,2020-01-17,-33.71,-30.09,-31.20,-95.00,19-20
GTBets,2020-01-18,34.31,-35.32,-35.33,-36.34,19-20
GTBets,2020-01-19,0.00,-2.07,-2.07,-4.13,19-20
GTBets,2020-01-20,33.41,34.58,-108.26,-40.27,19-20
GTBets,2020-01-21,30.00,22.93,22.93,75.87,19-20
GTBets,2020-01-22,-70.42,-60.33,-12.39,-143.14,19-20
GTBets,2020-01-23,51.31,-27.07,-75.00,-50.75,19-20
GTBets,2020-01-24,79.42,12.61,-83.26,8.78,19-20
GTBets,2020-01-25,-33.33,69.91,-29.13,7.45,19-20
GTBets,2020-01-26,-29.87,-104.13,39.67,-94.33,19-20
GTBets,2020-01-27,171.94,41.74,-54.13,159.55,19-20
GTBets,2020-01-28,-38.90,40.78,-104.13,-102.25,19-20
GTBets,2020-01-29,79.76,-6.10,41.74,115.41,19-20
GTBets,2020-01-30,-52.30,89.67,-102.06,-64.69,19-20
GTBets,2020-01-31,-35.55,-31.20,-31.20,-97.94,19-20
GTBets,2020-02-01,156.69,133.48,-106.19,183.98,19-20
GTBets,2020-02-02,-5.90,-52.06,43.80,-14.16,19-20
GTBets,2020-02-03,-42.15,-154.13,85.55,-110.74,19-20
GTBets,2020-02-04,-9.18,-100.00,-4.13,-113.31,19-20
GTBets,2020-02-05,-58.64,110.55,110.55,162.45,19-20
GTBets,2020-02-06,124.79,68.80,-29.13,164.46,19-20
GTBets,2020-02-07,-34.36,39.67,-56.19,-50.88,19-20
GTBets,2020-02-08,-20.69,62.61,-33.26,8.66,19-20
GTBets,2020-02-09,8.18,18.80,112.61,139.60,19-20
GTBets,2020-02-10,-18.88,-129.13,-33.26,-181.26,19-20
GTBets,2020-02-11,94.09,18.80,18.80,131.70,19-20
GTBets,2020-02-12,-74.08,-35.33,156.41,47.01,19-20
GTBets,2020-02-13,-50.00,-50.00,-50.00,-150.00,19-20
GTBets,2020-02-20,-92.72,-54.13,-6.20,-153.04,19-20
GTBets,2020-02-21,78.11,-129.13,-81.19,-132.22,19-20
GTBets,2020-02-22,14.14,16.74,16.74,47.62,19-20
GTBets,2020-02-23,-39.98,-31.20,16.74,-54.43,19-20
GTBets,2020-02-24,-88.46,-8.26,-104.13,-200.85,19-20
GTBets,2020-02-25,-4.30,-79.13,-32.20,-115.63,19-20
GTBets,2020-02-26,171.70,-33.26,-33.26,105.18,19-20
GTBets,2020-02-27,-6.11,-4.13,-2.07,-12.30,19-20
GTBets,2020-02-28,-159.00,-8.26,-58.26,-225.51,19-20
GTBets,2020-02-29,-50.83,43.81,39.67,32.64,19-20
GTBets,2020-03-01,-22.09,15.73,-31.20,-37.55,19-20
GTBets,2020-03-02,-12.05,-79.13,-79.13,-170.31,19-20
GTBets,2020-03-03,-55.34,-56.19,-8.26,-119.80,19-20
GTBets,2020-03-04,35.36,110.55,14.67,160.58,19-20
GTBets,2020-03-05,33.10,43.80,44.91,121.82,19-20
GTBets,2020-03-06,-54.78,-107.20,-58.26,-220.24,19-20
GTBets,2020-03-07,-83.04,-54.13,-6.20,-143.36,19-20
GTBets,2020-03-08,-169.50,-33.26,-35.33,-238.08,19-20
GTBets,2020-03-09,38.15,22.93,-27.07,34.02,19-20
GTBets,2020-03-10,-17.03,16.74,62.61,62.32,19-20
GTBets,2020-03-11,-16.88,43.80,-4.13,22.80,19-20
GTBets,2020-07-30,-50.00,-2.07,-2.07,-54.13,19-20
GTBets,2020-07-31,37.38,-6.20,41.74,72.92,19-20
GTBets,2020-08-01,-85.30,-29.13,18.80,-95.62,19-20
GTBets,2020-08-02,-92.50,43.80,41.74,-6.95,19-20
GTBets,2020-08-03,-35.64,-54.13,41.74,-48.03,19-20
GTBets,2020-08-04,-65.98,137.61,43.80,115.43,19-20
GTBets,2020-08-05,-86.97,-54.13,-6.20,-147.29,19-20
GTBets,2020-08-06,9.72,-102.06,-54.13,-146.47,19-20
GTBets,2020-08-07,133.29,41.74,43.81,218.84,19-20
GTBets,2020-08-08,-58.75,65.73,-77.06,-70.08,19-20
GTBets,2020-08-09,-63.07,16.74,-79.13,-125.46,19-20
GTBets,2020-08-10,55.70,-28.03,66.74,94.41,19-20
GTBets,2020-08-11,-9.99,-127.06,64.67,-72.38,19-20
GTBets,2020-08-12,-28.43,-4.13,43.80,11.24,19-20
GTBets,2020-08-13,-101.57,-31.20,-31.20,-163.96,19-20
GTBets,2020-08-14,-4.38,-4.13,-52.06,-60.57,19-20
GTBets,2020-08-15,9.62,22.93,-25.00,7.55,19-20
GTBets,2020-08-17,-32.12,-100.00,43.80,-88.32,19-20
GTBets,2020-08-18,72.64,43.80,43.80,160.25,19-20
GTBets,2020-08-19,27.22,43.80,43.80,114.82,19-20
GTBets,2020-08-20,10.17,-52.06,-4.13,-46.02,19-20
GTBets,2020-08-21,46.57,-100.00,-100.00,-153.43,19-20
GTBets,2020-08-22,-3.40,-100.00,43.80,-59.60,19-20
GTBets,2020-08-23,0.34,43.80,-4.13,40.02,19-20
GTBets,2020-08-24,-6.34,-100.00,-4.13,-110.47,19-20
GTBets,2020-08-25,-18.90,-2.07,-2.07,-23.03,19-20
GTBets,2020-08-29,15.34,70.87,20.87,107.08,19-20
GTBets,2020-08-30,-45.00,20.87,20.87,-3.26,19-20
GTBets,2020-08-31,-50.00,-50.00,-50.00,-150.00,19-20
GTBets,2020-09-01,-50.00,-2.07,-50.00,-102.06,19-20
GTBets,2020-09-02,-13.64,-50.00,-2.07,-65.70,19-20
GTBets,2020-09-03,22.45,-2.07,-50.00,-29.62,19-20
GTBets,2020-09-04,38.75,-2.07,-50.00,-13.32,19-20
GTBets,2020-09-05,2.50,45.87,-50.00,-1.63,19-20
GTBets,2020-09-06,-2.07,-2.07,45.87,41.74,19-20
GTBets,2020-09-07,-19.38,-2.07,-50.00,-71.45,19-20
GTBets,2020-09-08,-50.00,-50.00,-50.00,-150.00,19-20
GTBets,2020-09-09,39.31,-2.07,-2.07,35.19,19-20
GTBets,2020-09-10,-25.00,-25.00,-25.00,-75.00,19-20
GTBets,2020-09-11,-50.00,-2.07,0.00,-52.06,19-20
GTBets,2020-09-12,-25.00,-25.00,-25.00,-75.00,19-20
GTBets,2020-09-13,-25.00,22.93,-25.00,-27.07,19-20
GTBets,2020-09-15,-50.00,45.87,-2.07,-6.20,19-20
GTBets,2020-09-17,-25.00,22.93,-25.00,-27.07,19-20
GTBets,2020-09-18,8.33,-25.00,22.93,6.27,19-20
GTBets,2020-09-19,14.70,-25.00,22.93,12.64,19-20
GTBets,2020-09-20,8.06,22.93,-25.00,6.00,19-20
GTBets,2020-09-22,-25.00,21.93,22.93,19.86,19-20
GTBets,2020-09-23,-25.00,22.93,22.93,20.87,19-20
GTBets,2020-09-24,9.80,25.00,22.93,57.74,19-20
GTBets,2020-09-25,15.15,-25.00,22.93,13.09,19-20
GTBets,2020-09-26,11.91,-25.00,22.93,9.84,19-20
GTBets,2020-09-27,-25.00,22.93,22.93,20.87,19-20
GTBets,2020-09-30,13.16,-25.00,-25.00,-36.84,19-20
GTBets,2020-10-02,4.17,22.93,22.93,50.04,19-20
GTBets,2020-10-04,-25.00,21.93,-25.00,-28.07,19-20
GTBets,2020-10-06,7.25,22.93,-25.00,5.18,19-20
GTBets,2020-10-09,-25.00,22.93,22.93,20.87,19-20
GTBets,2020-10-11,10.00,-25.00,-25.00,-40.00,19-20
GTBets,2020-12-22,36.10,-2.07,45.87,79.91,20-21
GTBets,2020-12-23,72.92,83.48,82.47,238.88,20-21
GTBets,2020-12-25,-13.80,-29.13,-30.13,-73.06,20-21
GTBets,2020-12-26,81.98,84.54,37.61,204.14,20-21
GTBets,2020-12-27,-86.00,37.61,-58.26,-106.65,20-21
GTBets,2020-12-28,-19.49,18.80,18.80,18.12,20-21
GTBets,2020-12-29,-151.91,-58.26,37.61,-172.56,20-21
GTBets,2020-12-30,-117.42,-102.06,41.74,-177.75,20-21
GTBets,2020-12-31,-38.23,-32.20,-175.00,-245.43,20-21
GTBets,2021-01-01,91.14,182.52,-58.26,215.40,20-21
GTBets,2021-01-02,-19.06,41.74,-6.20,16.49,20-21
GTBets,2021-01-03,21.68,-55.30,-8.47,-42.09,20-21
GTBets,2021-01-04,-24.27,-81.19,62.61,-42.86,20-21
GTBets,2021-01-05,-0.89,114.67,18.80,132.59,20-21
GTBets,2021-01-06,-43.27,13.71,-35.32,-64.88,20-21
GTBets,2021-01-07,-30.28,66.74,18.80,55.26,20-21
GTBets,2021-01-08,-127.78,-58.26,-8.26,-194.30,20-21
GTBets,2021-01-09,-28.54,38.67,-8.26,1.87,20-21
GTBets,2021-01-10,-79.60,16.74,-31.20,-94.06,20-21
GTBets,2021-01-11,115.06,64.67,-79.13,100.60,20-21
GTBets,2021-01-12,95.19,-6.20,-54.13,34.87,20-21
GTBets,2021-01-13,34.71,-30.09,16.74,21.35,20-21
GTBets,2021-01-14,61.46,19.91,18.80,100.17,20-21
GTBets,2021-01-15,-72.36,-31.20,-31.20,-134.75,20-21
GTBets,2021-01-16,-47.36,43.80,-54.13,-57.69,20-21
GTBets,2021-01-17,-92.96,-77.06,-29.13,-199.15,20-21
GTBets,2021-01-18,-189.80,-31.19,-129.13,-350.12,20-21
GTBets,2021-01-19,-20.37,-50.00,47.94,-22.44,20-21
GTBets,2021-01-20,-76.32,-129.13,15.78,-189.68,20-21
GTBets,2021-01-21,-41.38,-75.00,-27.07,-143.44,20-21
GTBets,2021-01-22,153.13,-83.26,60.54,130.41,20-21
GTBets,2021-01-23,-5.92,64.67,16.74,75.49,20-21
GTBets,2021-01-24,-1.48,-79.13,64.67,-15.94,20-21
GTBets,2021-01-25,-37.38,-177.06,62.61,-151.83,20-21
GTBets,2021-01-26,-46.32,-75.00,20.87,-100.45,20-21
GTBets,2021-01-27,-58.66,35.55,-252.06,-275.18,20-21
GTBets,2021-01-28,-0.77,44.91,-4.13,40.01,20-21
GTBets,2021-01-29,-47.75,-58.26,-10.32,-116.34,20-21
GTBets,2021-01-30,-72.94,88.71,39.67,55.45,20-21
GTBets,2021-01-31,93.71,89.67,89.67,273.06,20-21
GTBets,2021-02-01,-84.69,62.61,-33.26,-55.34,20-21
GTBets,2021-02-02,43.92,-6.20,41.74,79.47,20-21
GTBets,2021-02-03,128.24,39.67,85.55,253.46,20-21
GTBets,2021-02-04,84.72,19.91,-29.13,75.50,20-21
GTBets,2021-02-05,-37.88,-81.19,14.67,-104.40,20-21
GTBets,2021-02-06,-85.39,157.47,62.61,134.70,20-21
GTBets,2021-02-07,-51.73,-77.06,18.80,-109.99,20-21
GTBets,2021-02-08,92.48,-8.26,39.67,123.89,20-21
GTBets,2021-02-09,-33.76,-79.13,16.74,-96.15,20-21
GTBets,2021-02-10,-3.46,14.67,-33.26,-22.05,20-21
GTBets,2021-02-11,-55.43,-28.03,-29.13,-112.59,20-21
GTBets,2021-02-12,-90.42,-82.16,-35.33,-207.90,20-21
GTBets,2021-02-13,-5.21,-77.06,-29.13,-111.41,20-21
GTBets,2021-02-14,6.11,-10.33,-10.33,-14.54,20-21
GTBets,2021-02-15,110.74,-31.20,18.80,98.35,20-21
GTBets,2021-02-16,55.80,-54.13,-54.13,-52.46,20-21
GTBets,2021-02-17,51.08,87.61,-250.00,-111.31,20-21
GTBets,2021-02-18,-17.50,-27.07,-27.07,-71.63,20-21
GTBets,2021-02-19,-2.86,-178.07,16.74,-164.19,20-21
GTBets,2021-02-20,-125.00,-77.06,18.80,-183.26,20-21
GTBets,2021-02-21,4.88,-56.19,-56.20,-107.51,20-21
GTBets,2021-02-22,46.96,-54.13,-54.13,-61.30,20-21
GTBets,2021-02-23,104.24,14.67,-81.20,37.72,20-21
GTBets,2021-02-24,-78.39,-33.26,14.67,-96.97,20-21
GTBets,2021-02-25,45.07,41.74,-6.20,80.61,20-21
GTBets,2021-02-26,-78.11,-129.13,14.67,-192.56,20-21
GTBets,2021-02-27,-71.03,-79.13,16.74,-133.43,20-21
GTBets,2021-02-28,-43.74,-104.03,-8.26,-156.04,20-21
GTBets,2021-03-01,91.50,-79.13,-31.20,-18.82,20-21
GTBets,2021-03-02,-46.25,41.74,137.61,133.10,20-21
GTBets,2021-03-03,23.19,135.64,-58.26,100.57,20-21
GTBets,2021-03-04,-90.43,-33.26,110.55,-13.14,20-21
GTBets,2021-03-10,-11.49,-50.00,-2.07,-63.55,20-21
GTBets,2021-03-11,-8.27,59.54,12.61,63.88,20-21
GTBets,2021-03-12,-2.07,-31.19,64.67,31.41,20-21
GTBets,2021-03-13,-107.05,-56.19,-56.19,-219.44,20-21
GTBets,2021-03-14,26.45,63.71,-33.26,56.91,20-21
GTBets,2021-03-15,72.81,-104.13,89.67,58.35,20-21
GTBets,2021-03-16,24.59,-127.06,-31.20,-133.67,20-21
GTBets,2021-03-17,-4.37,84.54,85.55,165.71,20-21
GTBets,2021-03-18,-46.97,-6.20,-6.20,-59.36,20-21
GTBets,2021-03-19,93.69,133.48,37.61,264.78,20-21
GTBets,2021-03-20,-32.17,-29.13,-29.13,-90.43,20-21
GTBets,2021-03-21,38.31,87.71,-106.19,19.82,20-21
GTBets,2021-03-22,-62.42,39.67,89.67,66.93,20-21
GTBets,2021-03-23,56.18,-5.09,-54.13,-3.04,20-21
GTBets,2021-03-24,-10.95,-84.26,108.48,13.27,20-21
GTBets,2021-03-25,37.70,-30.14,-29.13,-21.56,20-21
GTBets,2021-03-26,21.43,-83.16,60.55,-1.19,20-21
GTBets,2021-03-27,-55.53,-129.13,-33.26,-217.92,20-21
GTBets,2021-03-28,49.44,-52.06,-52.06,-54.69,20-21
GTBets,2021-03-29,77.81,-35.33,12.61,55.10,20-21
GTBets,2021-03-30,-28.00,-52.06,-4.13,-84.19,20-21
GTBets,2021-03-31,14.90,37.61,37.61,90.12,20-21
GTBets,2021-04-01,-53.95,-31.19,-79.13,-164.27,20-21
GTBets,2021-04-02,-53.83,-10.33,-58.26,-122.41,20-21
GTBets,2021-04-03,32.35,-104.13,88.71,16.93,20-21
GTBets,2021-04-04,-1.16,16.74,-31.19,-15.61,20-21
GTBets,2021-04-05,-112.94,16.74,16.74,-79.46,20-21
GTBets,2021-04-06,35.44,-104.13,39.67,-29.02,20-21
GTBets,2021-04-07,55.38,-34.26,-81.19,-60.08,20-21
GTBets,2021-04-08,-65.28,-78.03,16.74,-126.56,20-21
GTBets,2021-04-09,83.41,-81.19,62.61,64.83,20-21
GTBets,2021-04-10,1.50,-80.14,-31.20,-109.83,20-21
GTBets,2021-04-11,-105.62,86.65,-57.16,-76.13,20-21
GTBets,2021-04-12,-9.89,-57.20,-8.26,-75.35,20-21
GTBets,2021-04-13,63.61,64.67,-127.06,1.22,20-21
GTBets,2021-04-14,-120.52,-10.33,-60.33,-191.17,20-21
GTBets,2021-04-15,8.32,43.80,43.80,95.93,20-21
GTBets,2021-04-16,68.06,59.54,108.48,236.08,20-21
GTBets,2021-04-17,-28.51,41.74,-54.13,-40.90,20-21
GTBets,2021-04-18,4.23,-56.19,-8.26,-60.22,20-21
GTBets,2021-04-19,-69.13,14.67,-33.26,-87.71,20-21
GTBets,2021-04-20,-2.67,18.80,-29.13,-12.99,20-21
GTBets,2021-04-21,33.05,-10.33,-12.39,10.34,20-21
GTBets,2021-04-22,33.38,-7.20,-6.20,19.99,20-21
GTBets,2021-04-23,120.21,64.77,-31.19,153.79,20-21
GTBets,2021-04-24,-59.21,-55.09,87.61,-26.70,20-21
GTBets,2021-04-25,0.88,112.61,-31.19,82.29,20-21
