book,day,ml_winnings,spread_winnings,total_winnings,agg_winnings,season
best,2021-02-19,6.40,-129.34,14.89,-108.05,20-21
best,2021-02-20,-125.00,-29.34,-28.70,-183.04,20-21
best,2021-02-21,13.61,-5.85,-55.32,-47.57,20-21
best,2021-02-22,54.89,-53.25,-54.13,-52.50,20-21
best,2021-02-23,115.92,15.98,-33.26,98.65,20-21
best,2021-02-24,-70.84,18.49,-33.05,-85.40,20-21
best,2021-02-25,54.61,43.70,41.74,140.05,20-21
best,2021-02-26,-74.45,-126.19,111.42,-89.22,20-21
best,2021-02-27,-69.88,-78.25,64.89,-83.25,20-21
best,2021-02-28,-34.20,-103.23,137.30,-0.14,20-21
best,2021-03-01,112.66,-78.25,-31.20,3.21,20-21
best,2021-03-02,-37.50,43.26,139.36,145.12,20-21
best,2021-03-03,59.77,85.56,-105.98,39.35,20-21
best,2021-03-04,-79.00,-31.92,111.42,0.50,20-21
best,2021-03-10,-10.71,-50.00,-1.19,-61.91,20-21
best,2021-03-11,3.00,110.66,-34.90,78.77,20-21
best,2021-03-12,1.26,-78.70,113.26,35.81,20-21
best,2021-03-13,-104.20,-54.44,-55.55,-214.19,20-21
best,2021-03-14,37.33,112.76,-80.11,69.98,20-21
best,2021-03-15,75.85,-152.06,43.29,-32.93,20-21
best,2021-03-16,33.39,-77.06,-30.32,-74.00,20-21
best,2021-03-17,24.63,87.55,86.19,198.37,20-21
best,2021-03-18,-43.85,-5.77,-5.32,-54.94,20-21
best,2021-03-19,113.44,138.51,-8.80,243.15,20-21
best,2021-03-20,-17.22,20.11,18.80,21.69,20-21
best,2021-03-21,49.44,38.92,-105.77,-17.40,20-21
best,2021-03-22,-60.48,-6.96,87.61,20.17,20-21
best,2021-03-23,63.95,-4.22,-54.13,5.61,20-21
best,2021-03-24,5.16,-130.32,61.86,-63.30,20-21
best,2021-03-25,63.67,-29.34,-29.13,5.21,20-21
best,2021-03-26,40.67,-33.56,108.48,115.60,20-21
best,2021-03-27,-27.61,-81.19,-32.40,-141.20,20-21
best,2021-03-28,54.09,-52.06,-52.06,-50.04,20-21
best,2021-03-29,103.20,14.15,-34.68,82.68,20-21
best,2021-03-30,-21.97,-51.19,-3.27,-76.43,20-21
best,2021-03-31,25.11,-8.56,88.17,104.73,20-21
best,2021-04-01,-50.57,-28.98,-77.06,-156.62,20-21
best,2021-04-02,-51.00,38.48,86.42,73.90,20-21
best,2021-04-03,37.53,-55.32,-6.07,-23.86,20-21
best,2021-04-04,6.33,-30.11,16.74,-7.04,20-21
best,2021-04-05,-109.65,18.08,-29.44,-121.02,20-21
best,2021-04-06,45.68,-104.13,-55.32,-113.77,20-21
best,2021-04-07,75.40,-31.51,-81.19,-37.30,20-21
best,2021-04-08,-57.31,-127.06,-31.20,-215.58,20-21
best,2021-04-09,101.83,-79.44,62.61,85.00,20-21
best,2021-04-10,4.92,-77.83,-78.25,-151.16,20-21
best,2021-04-11,-98.77,90.46,38.71,30.41,20-21
best,2021-04-12,-3.92,-55.97,40.10,-19.79,20-21
best,2021-04-13,73.31,66.19,-78.92,60.59,20-21
best,2021-04-14,-113.05,-57.49,37.30,-133.24,20-21
best,2021-04-15,15.07,-3.25,43.80,55.62,20-21
best,2021-04-16,82.60,-35.32,12.61,59.89,20-21
best,2021-04-17,-23.16,93.49,-6.20,64.14,20-21
best,2021-04-18,14.91,-54.01,88.48,49.39,20-21
best,2021-04-19,-60.90,-32.17,17.30,-75.77,20-21
best,2021-04-20,-1.55,21.26,-28.48,-8.78,20-21
best,2021-04-21,46.77,40.46,-8.89,78.35,20-21
best,2021-04-22,41.83,-6.40,-54.13,-18.70,20-21
best,2021-04-23,126.06,68.51,17.83,212.39,20-21
best,2021-04-24,-55.80,-103.03,-54.90,-213.72,20-21
best,2021-04-25,5.06,114.79,-30.98,88.87,20-21
best,2021-04-26,107.93,63.40,109.78,281.11,20-21
best,2021-04-27,25.77,-6.20,-53.25,-33.68,20-21
best,2021-04-28,-95.63,-55.63,-105.11,-256.37,20-21
best,2021-04-29,-9.78,-53.03,-4.22,-67.02,20-21
best,2021-04-30,135.17,-5.20,40.55,170.52,20-21
best,2021-05-01,66.99,-5.63,-56.51,4.84,20-21
best,2021-05-02,50.83,42.53,41.86,135.22,20-21
best,2021-05-03,-93.91,-152.06,-102.06,-348.04,20-21
best,2021-05-04,107.89,116.13,65.55,289.57,20-21
best,2021-05-05,16.02,16.96,-177.06,-144.08,20-21
best,2021-05-06,57.83,-27.38,67.61,98.06,20-21
best,2021-05-07,-51.46,-54.22,-57.38,-163.07,20-21
best,2021-05-08,71.12,-78.25,-31.20,-38.33,20-21
best,2021-05-09,-8.65,-55.32,-5.32,-69.29,20-21
best,2021-05-10,-78.76,45.47,-102.06,-135.36,20-21
best,2021-05-11,103.09,-33.79,-82.39,-13.09,20-21
best,2021-05-12,-80.56,43.49,43.72,6.65,20-21
best,2021-05-13,-90.52,-33.26,66.42,-57.36,20-21
best,2021-05-14,-54.01,-6.96,41.42,-19.54,20-21
best,2021-05-15,22.78,-4.65,42.83,60.96,20-21
best,2021-05-16,-53.42,-35.08,-182.62,-271.12,20-21
best,2021-05-18,-4.17,-2.07,-0.73,-6.96,20-21
best,2021-05-19,-9.38,48.81,-1.19,38.25,20-21
best,2021-05-20,15.82,-25.00,-25.00,-34.18,20-21
best,2021-05-21,47.50,22.93,22.93,93.37,20-21
best,2021-05-22,19.26,-2.38,-3.25,13.62,20-21
best,2021-05-23,-3.50,45.81,-3.48,38.83,20-21
best,2021-05-24,-11.26,-1.19,-1.19,-13.64,20-21
best,2021-05-25,-44.32,-26.19,71.08,0.57,20-21
best,2021-05-26,-41.67,-75.00,22.64,-94.03,20-21
best,2021-05-27,-27.27,21.75,-75.00,-80.53,20-21
best,2021-05-28,45.63,21.75,20.87,88.24,20-21
best,2021-05-29,43.12,-52.06,44.68,35.74,20-21
best,2021-05-30,113.50,-2.38,-100.00,11.12,20-21
best,2021-05-31,2511.36,-1.19,-2.07,2508.11,20-21
best,2021-06-01,-4.76,-75.00,22.62,-57.14,20-21
best,2021-06-02,-19.45,-4.13,-51.19,-74.77,20-21
best,2021-06-03,8.75,48.32,45.87,102.94,20-21
best,2021-06-04,17.86,-25.00,-25.00,-32.14,20-21
best,2021-06-05,-25.00,-25.00,23.81,-26.19,20-21
best,2021-06-06,-14.79,-1.41,45.87,29.66,20-21
best,2021-06-07,-50.00,-1.19,47.62,-3.57,20-21
best,2021-06-08,40.33,0.00,-50.00,-9.67,20-21
best,2021-06-09,-25.00,-25.00,-25.00,-75.00,20-21
best,2021-06-10,112.27,-2.07,-1.19,109.01,20-21
best,2021-06-11,-5.00,46.54,-1.19,40.35,20-21
best,2021-06-12,-25.00,-25.00,23.81,-26.19,20-21
best,2021-06-13,6.25,0.00,-1.19,5.06,20-21
best,2021-06-14,-50.00,-2.07,-50.00,-102.06,20-21
best,2021-06-15,-25.00,24.04,-25.00,-25.96,20-21
best,2021-06-16,-50.00,47.85,-2.07,-4.22,20-21
best,2021-06-17,15.62,-25.00,-25.00,-34.38,20-21
best,2021-06-18,-5.77,-1.19,-1.19,-8.15,20-21
best,2021-06-19,30.00,23.81,22.93,76.75,20-21
best,2021-06-20,-50.00,-2.07,-2.07,-54.13,20-21
best,2021-06-22,13.16,24.27,-25.00,12.43,20-21
best,2021-06-23,-25.00,23.81,-25.00,-26.19,20-21
best,2021-06-24,-25.00,23.81,-25.00,-26.19,20-21
best,2021-06-25,7.35,-25.00,-25.00,-42.65,20-21
best,2021-06-26,-25.00,-25.00,-25.00,-75.00,20-21
best,2021-06-27,13.51,23.81,-25.00,12.32,20-21
best,2021-06-28,62.50,24.04,25.00,111.54,20-21
best,2021-06-29,-25.00,23.81,-25.00,-26.19,20-21
best,2021-06-30,-25.00,-25.00,23.81,-26.19,20-21
best,2021-07-01,13.89,22.93,23.15,59.97,20-21
best,2021-07-03,38.75,23.81,22.93,85.50,20-21
best,2021-07-06,-25.00,-25.00,23.81,-26.19,20-21
best,2021-07-08,-25.00,-25.00,22.93,-27.07,20-21
best,2021-07-11,100.00,22.93,-25.00,97.94,20-21
best,2021-07-14,47.50,23.81,-25.00,46.31,20-21
best,2021-07-17,38.75,22.93,23.81,85.50,20-21
best,2021-07-20,14.04,23.81,-25.00,12.86,20-21
average,2017-10-17,-12.41,45.78,-2.27,31.10,17-18
average,2017-10-18,-90.91,-179.06,-36.59,-306.55,17-18
average,2017-10-19,15.99,-75.00,20.77,-38.24,17-18
average,2017-10-20,111.97,37.57,-11.34,138.20,17-18
average,2017-10-21,-85.32,-36.18,-36.05,-157.55,17-18
average,2017-10-22,-29.53,21.10,-75.00,-83.42,17-18
average,2017-10-23,9.54,-9.02,-57.10,-56.59,17-18
average,2017-10-24,131.29,40.89,-54.83,117.35,17-18
average,2017-10-25,-3.62,-11.99,132.59,116.99,17-18
average,2017-10-26,75.06,65.89,-77.27,63.68,17-18
average,2017-10-27,37.84,64.62,15.80,118.26,17-18
average,2017-10-28,-47.26,-10.05,-104.39,-161.71,17-18
average,2017-10-29,-24.06,16.27,-31.99,-39.78,17-18
average,2017-10-30,55.44,15.09,14.29,84.82,17-18
average,2017-10-31,38.20,44.33,43.64,126.17,17-18
average,2017-11-01,50.44,31.99,-61.29,21.14,17-18
average,2017-11-02,17.80,45.61,-1.96,61.45,17-18
average,2017-11-03,-141.92,-109.11,-61.02,-312.06,17-18
average,2017-11-04,2.21,-77.03,18.69,-56.12,17-18
average,2017-11-05,13.48,-10.74,-10.63,-7.89,17-18
average,2017-11-06,34.20,68.45,68.42,171.07,17-18
average,2017-11-07,-77.30,37.17,35.84,-4.29,17-18
average,2017-11-08,-27.61,-77.27,18.62,-86.26,17-18
average,2017-11-09,29.90,18.36,-29.17,19.10,17-18
average,2017-11-10,140.72,88.22,-103.91,125.03,17-18
average,2017-11-11,-51.69,-84.61,-36.57,-172.86,17-18
average,2017-11-12,13.16,-52.41,-4.55,-43.80,17-18
average,2017-11-13,-18.57,62.78,157.12,201.33,17-18
average,2017-11-14,-40.09,19.77,-26.96,-47.28,17-18
average,2017-11-15,123.07,106.90,-84.20,145.78,17-18
average,2017-11-16,-21.90,-50.00,-50.00,-121.90,17-18
average,2017-11-17,44.03,-35.70,-36.20,-27.87,17-18
average,2017-11-18,-47.33,-77.41,-31.81,-156.56,17-18
average,2017-11-19,27.78,88.72,-102.61,13.89,17-18
average,2017-11-20,98.56,59.85,-84.19,74.22,17-18
average,2017-11-21,10.76,22.61,23.05,56.42,17-18
average,2017-11-22,-98.41,-111.43,-15.85,-225.69,17-18
average,2017-11-24,-144.30,37.36,36.61,-70.33,17-18
average,2017-11-25,-82.50,-154.55,84.31,-152.73,17-18
average,2017-11-26,31.29,68.16,-27.37,72.07,17-18
average,2017-11-27,37.65,-9.01,38.67,67.30,17-18
average,2017-11-28,67.54,65.87,18.04,151.45,17-18
average,2017-11-29,62.36,36.43,-11.35,87.44,17-18
average,2017-11-30,-0.63,-29.15,-77.42,-107.21,17-18
average,2017-12-01,-47.97,-8.87,-54.46,-111.30,17-18
average,2017-12-02,17.91,-56.28,87.17,48.81,17-18
average,2017-12-03,37.10,65.47,18.71,121.27,17-18
average,2017-12-04,33.76,-36.65,-35.63,-38.51,17-18
average,2017-12-05,61.42,69.04,-75.00,55.47,17-18
average,2017-12-06,29.27,-59.14,-10.49,-40.36,17-18
average,2017-12-07,19.95,43.78,43.27,107.00,17-18
average,2017-12-08,-40.60,-8.68,-9.46,-58.75,17-18
average,2017-12-09,16.91,-59.03,84.70,42.59,17-18
average,2017-12-10,31.14,40.91,-101.70,-29.65,17-18
average,2017-12-11,48.81,42.12,-102.19,-11.26,17-18
average,2017-12-12,60.39,64.04,-127.17,-2.74,17-18
average,2017-12-13,15.02,109.98,-33.23,91.78,17-18
average,2017-12-14,-36.94,-29.83,-29.59,-96.36,17-18
average,2017-12-15,-215.71,13.07,-84.34,-286.98,17-18
average,2017-12-16,168.05,182.81,-56.92,293.94,17-18
average,2017-12-17,20.08,-4.94,-4.44,10.70,17-18
average,2017-12-18,15.77,36.89,36.93,89.60,17-18
average,2017-12-19,-75.00,-75.00,-27.27,-177.27,17-18
average,2017-12-20,-155.31,-60.90,34.27,-181.93,17-18
average,2017-12-21,1.41,66.33,-77.00,-9.26,17-18
average,2017-12-22,43.16,160.25,108.96,312.37,17-18
average,2017-12-23,46.44,-35.98,-134.02,-123.56,17-18
average,2017-12-25,23.81,-29.69,-29.51,-35.38,17-18
average,2017-12-26,-78.95,-8.74,-104.55,-192.24,17-18
average,2017-12-27,-190.97,-106.34,84.51,-212.80,17-18
average,2017-12-28,-65.38,-77.72,18.03,-125.06,17-18
average,2017-12-29,15.66,-34.41,-177.27,-196.03,17-18
average,2017-12-30,-94.67,-31.89,-79.69,-206.26,17-18
average,2017-12-31,-13.00,38.23,-56.97,-31.73,17-18
average,2018-01-01,35.12,43.14,43.26,121.52,17-18
average,2018-01-02,26.97,-29.42,-77.37,-79.82,17-18
average,2018-01-03,-47.05,-61.73,-108.83,-217.62,17-18
average,2018-01-04,-11.19,-50.00,-50.00,-111.19,17-18
average,2018-01-05,-29.30,-11.33,-10.91,-51.54,17-18
average,2018-01-06,-102.07,-8.79,-56.39,-167.25,17-18
average,2018-01-07,173.93,113.95,65.74,353.62,17-18
average,2018-01-08,53.54,-9.52,-104.70,-60.68,17-18
average,2018-01-09,-67.70,-5.34,43.30,-29.74,17-18
average,2018-01-10,-173.65,60.31,10.55,-102.78,17-18
average,2018-01-11,53.30,43.53,-52.42,44.40,17-18
average,2018-01-12,87.22,108.55,13.80,209.58,17-18
average,2018-01-13,43.13,65.06,-79.53,28.66,17-18
average,2018-01-14,22.12,-52.25,-51.92,-82.05,17-18
average,2018-01-15,28.39,60.34,11.34,100.07,17-18
average,2018-01-16,4.19,91.01,-4.49,90.71,17-18
average,2018-01-17,-102.18,-106.54,37.28,-171.44,17-18
average,2018-01-18,27.09,43.37,43.08,113.53,17-18
average,2018-01-19,88.28,65.22,64.44,217.94,17-18
average,2018-01-20,-118.79,-81.64,-33.77,-234.20,17-18
average,2018-01-21,228.49,90.71,-4.55,314.65,17-18
average,2018-01-22,-29.13,14.23,13.90,-1.00,17-18
average,2018-01-23,3.39,67.67,-29.55,41.52,17-18
average,2018-01-24,18.97,-34.74,14.12,-1.64,17-18
average,2018-01-25,-33.52,-52.37,-52.37,-138.26,17-18
average,2018-01-26,28.94,-10.73,-10.28,7.93,17-18
average,2018-01-27,39.17,63.26,63.69,166.11,17-18
average,2018-01-28,-5.86,-79.53,15.98,-69.41,17-18
average,2018-01-29,-105.69,-101.79,-7.06,-214.54,17-18
average,2018-01-30,-100.06,-33.96,13.80,-120.22,17-18
average,2018-01-31,10.14,-56.48,-56.76,-103.09,17-18
average,2018-02-01,39.83,66.78,-77.27,29.34,17-18
average,2018-02-02,84.70,61.39,63.20,209.30,17-18
average,2018-02-03,43.12,-81.62,61.86,23.36,17-18
average,2018-02-04,31.61,89.55,-6.55,114.61,17-18
average,2018-02-05,41.81,-127.11,16.02,-69.28,17-18
average,2018-02-06,-4.51,87.44,38.66,121.58,17-18
average,2018-02-07,6.89,65.61,18.36,90.85,17-18
average,2018-02-08,8.76,-102.34,-6.74,-100.31,17-18
average,2018-02-09,11.48,14.26,-129.03,-103.30,17-18
average,2018-02-10,-22.99,-79.33,-31.82,-134.14,17-18
average,2018-02-11,43.22,86.68,-152.24,-22.35,17-18
average,2018-02-12,53.03,-6.42,40.94,87.56,17-18
average,2018-02-13,52.73,41.33,-54.55,39.52,17-18
average,2018-02-14,101.19,-12.15,-13.51,75.54,17-18
average,2018-02-15,35.66,45.89,-50.00,31.55,17-18
average,2018-02-22,-23.01,89.67,-54.44,12.21,17-18
average,2018-02-23,95.98,-35.96,-35.69,24.34,17-18
average,2018-02-24,33.44,-57.22,-8.79,-32.56,17-18
average,2018-02-25,61.90,-29.91,-29.83,2.16,17-18
average,2018-02-26,61.45,-12.03,-106.64,-57.21,17-18
average,2018-02-27,62.98,-7.06,-150.00,-94.09,17-18
average,2018-02-28,28.86,-33.59,109.99,105.26,17-18
average,2018-03-01,-30.18,-4.60,-4.41,-39.19,17-18
average,2018-03-02,121.89,-58.42,-11.05,52.43,17-18
average,2018-03-03,0.92,17.62,-31.14,-12.59,17-18
average,2018-03-04,-71.41,64.14,-31.79,-39.05,17-18
average,2018-03-05,-37.45,-79.44,-31.45,-148.34,17-18
average,2018-03-06,70.01,-56.98,38.56,51.59,17-18
average,2018-03-07,64.64,62.42,-31.53,95.53,17-18
average,2018-03-08,-67.89,-76.59,-29.40,-173.88,17-18
average,2018-03-09,-159.53,-106.19,36.45,-229.27,17-18
average,2018-03-10,0.94,18.78,65.91,85.64,17-18
average,2018-03-11,18.50,-32.53,-129.31,-143.34,17-18
average,2018-03-12,22.58,-51.81,-52.15,-81.38,17-18
average,2018-03-13,-48.68,-36.58,-83.84,-169.10,17-18
average,2018-03-14,-24.35,92.50,-4.55,63.61,17-18
average,2018-03-15,-6.41,13.13,-33.89,-27.17,17-18
average,2018-03-16,-56.14,-54.51,-54.52,-165.16,17-18
average,2018-03-17,-4.60,11.37,-36.48,-29.71,17-18
average,2018-03-18,-25.48,-4.53,-100.00,-130.01,17-18
average,2018-03-19,-16.89,-152.30,-8.82,-178.00,17-18
average,2018-03-20,160.01,66.32,-31.41,194.93,17-18
average,2018-03-21,21.90,-8.81,-104.82,-91.73,17-18
average,2018-03-22,13.79,41.25,-54.44,0.60,17-18
average,2018-03-23,-7.55,37.15,132.82,162.42,17-18
average,2018-03-24,-41.04,-6.88,41.02,-6.90,17-18
average,2018-03-25,-36.84,-34.24,61.63,-9.45,17-18
average,2018-03-26,-96.99,17.92,-76.97,-156.05,17-18
average,2018-03-27,10.09,-9.20,39.01,39.90,17-18
average,2018-03-28,161.01,-8.73,86.66,238.94,17-18
average,2018-03-29,-66.42,-29.47,18.32,-77.57,17-18
average,2018-03-30,-32.54,-33.83,61.66,-4.71,17-18
average,2018-03-31,10.30,-29.39,-29.14,-48.23,17-18
average,2018-04-01,-149.23,-181.59,153.09,-177.73,17-18
average,2018-04-03,12.91,58.55,104.90,176.36,17-18
average,2018-04-04,109.18,-54.64,-6.38,48.16,17-18
average,2018-04-05,-45.60,42.09,-6.55,-10.07,17-18
average,2018-04-06,62.83,-8.72,36.43,90.54,17-18
average,2018-04-07,-41.06,-54.42,-54.25,-149.74,17-18
average,2018-04-08,-72.13,-31.82,63.23,-40.72,17-18
average,2018-04-09,64.16,-81.95,61.56,43.78,17-18
average,2018-04-10,55.42,41.21,-54.30,42.33,17-18
average,2018-04-11,-111.99,-13.01,33.98,-91.01,17-18
average,2018-04-14,70.30,44.03,-4.59,109.74,17-18
average,2018-04-15,-34.51,43.49,-4.17,4.81,17-18
average,2018-04-16,-18.41,45.75,45.84,73.17,17-18
average,2018-04-17,43.72,-27.35,20.46,36.83,17-18
average,2018-04-18,-11.07,-26.96,-75.00,-113.03,17-18
average,2018-04-19,51.21,68.54,20.52,140.27,17-18
average,2018-04-20,-37.72,-75.00,20.72,-91.99,17-18
average,2018-04-21,-24.48,-4.42,-3.89,-32.79,17-18
average,2018-04-22,-17.54,-4.74,-52.47,-74.75,17-18
average,2018-04-23,-13.29,-50.00,45.74,-17.55,17-18
average,2018-04-24,-15.63,-26.73,-27.11,-69.47,17-18
average,2018-04-25,40.80,-4.70,-52.27,-16.17,17-18
average,2018-04-26,14.00,-25.00,-25.00,-36.00,17-18
average,2018-04-27,-32.62,20.73,-27.28,-39.17,17-18
average,2018-04-28,-15.53,-50.00,45.64,-19.88,17-18
average,2018-04-29,16.38,-2.70,-2.37,11.32,17-18
average,2018-04-30,-25.00,-25.00,22.63,-27.37,17-18
average,2018-05-01,-21.73,45.36,-2.27,21.35,17-18
average,2018-05-02,-25.00,22.24,23.11,20.34,17-18
average,2018-05-03,-50.00,-2.47,45.79,-6.68,17-18
average,2018-05-04,-12.60,45.59,-2.56,30.43,17-18
average,2018-05-05,-50.00,46.08,-50.00,-53.92,17-18
average,2018-05-06,22.03,-2.20,-2.27,17.55,17-18
average,2018-05-07,-15.13,-50.00,-2.24,-67.37,17-18
average,2018-05-08,5.04,45.45,45.43,95.92,17-18
average,2018-05-09,-25.00,-25.00,22.86,-27.14,17-18
average,2018-05-13,-25.00,-25.00,-25.00,-75.00,17-18
average,2018-05-14,27.41,22.80,23.16,73.37,17-18
average,2018-05-15,-25.00,-25.00,-25.00,-75.00,17-18
average,2018-05-16,-25.00,-25.00,-25.00,-75.00,17-18
average,2018-05-19,10.39,-25.00,-25.00,-39.61,17-18
average,2018-05-20,10.95,-25.00,22.73,8.67,17-18
average,2018-05-21,8.74,-25.00,22.63,6.37,17-18
average,2018-05-22,-25.00,23.76,22.79,21.55,17-18
average,2018-05-23,-25.00,-25.00,-25.00,-75.00,17-18
average,2018-05-24,-25.00,-25.00,-25.00,-75.00,17-18
average,2018-05-25,9.54,-25.00,22.94,7.48,17-18
average,2018-05-26,5.30,-25.00,-25.00,-44.70,17-18
average,2018-05-27,32.62,23.11,-25.00,30.73,17-18
average,2018-05-28,29.76,-25.00,-25.00,-20.24,17-18
average,2018-05-31,5.46,23.19,22.73,51.38,17-18
average,2018-06-03,4.36,-25.00,22.79,2.16,17-18
average,2018-06-06,17.07,23.16,-25.00,15.23,17-18
average,2018-06-08,15.79,-25.00,-25.00,-34.21,17-18
average,2018-10-16,-19.54,-1.75,-50.00,-71.29,18-19
average,2018-10-17,49.55,59.93,-35.70,73.78,18-19
average,2018-10-18,-47.39,-26.79,-75.00,-149.18,18-19
average,2018-10-19,47.12,13.42,-33.50,27.05,18-19
average,2018-10-20,68.67,-10.66,-153.98,-95.97,18-19
average,2018-10-21,-100.00,43.98,-52.42,-108.44,18-19
average,2018-10-22,117.61,13.72,14.17,145.50,18-19
average,2018-10-23,-11.71,-27.32,20.45,-18.58,18-19
average,2018-10-24,-16.07,-36.26,106.86,54.53,18-19
average,2018-10-25,-8.87,43.41,43.34,77.88,18-19
average,2018-10-26,-59.67,-32.23,16.42,-75.48,18-19
average,2018-10-27,-126.61,-129.56,109.61,-146.56,18-19
average,2018-10-28,34.98,-4.89,-100.00,-69.91,18-19
average,2018-10-29,40.01,-33.58,-33.83,-27.40,18-19
average,2018-10-30,-20.35,-8.92,-56.20,-85.47,18-19
average,2018-10-31,70.17,16.66,-31.00,55.83,18-19
average,2018-11-01,-34.91,-102.39,-102.25,-239.55,18-19
average,2018-11-02,29.48,86.90,-8.55,107.83,18-19
average,2018-11-03,51.21,-8.20,38.41,81.42,18-19
average,2018-11-04,-47.55,-31.73,111.31,32.03,18-19
average,2018-11-05,49.57,109.70,14.36,173.63,18-19
average,2018-11-06,-28.56,-4.44,90.53,57.53,18-19
average,2018-11-07,52.56,-11.17,36.70,78.09,18-19
average,2018-11-08,-0.81,43.94,-52.09,-8.96,18-19
average,2018-11-09,-48.12,-31.59,15.97,-63.74,18-19
average,2018-11-10,-65.09,37.15,-10.91,-38.85,18-19
average,2018-11-11,36.70,90.01,40.75,167.47,18-19
average,2018-11-12,196.56,-34.16,-34.80,127.60,18-19
average,2018-11-13,-47.15,68.51,-27.52,-6.16,18-19
average,2018-11-14,-145.56,-83.78,154.31,-75.03,18-19
average,2018-11-15,-10.64,-75.00,-27.25,-112.89,18-19
average,2018-11-16,-100.43,-56.45,-9.23,-166.12,18-19
average,2018-11-17,20.74,84.36,-106.74,-1.63,18-19
average,2018-11-18,-31.17,-77.67,-77.25,-186.08,18-19
average,2018-11-19,-4.68,61.78,-128.99,-71.89,18-19
average,2018-11-20,23.93,-4.05,-100.00,-80.12,18-19
average,2018-11-21,268.23,57.56,-38.45,287.35,18-19
average,2018-11-23,-113.68,32.77,176.17,95.26,18-19
average,2018-11-24,-25.76,64.42,16.77,55.42,18-19
average,2018-11-25,57.26,86.87,-104.19,39.95,18-19
average,2018-11-26,-24.33,18.19,-31.74,-37.88,18-19
average,2018-11-27,-13.21,17.18,-30.13,-26.15,18-19
average,2018-11-28,-9.75,-106.61,84.66,-31.69,18-19
average,2018-11-29,36.75,68.47,20.81,126.03,18-19
average,2018-11-30,13.90,-179.33,153.92,-11.51,18-19
average,2018-12-01,-35.58,-79.84,-31.47,-146.88,18-19
average,2018-12-02,32.40,-7.06,-4.55,20.79,18-19
average,2018-12-03,-59.90,63.65,-79.55,-75.79,18-19
average,2018-12-04,-57.07,18.78,-77.44,-115.72,18-19
average,2018-12-05,25.44,-59.61,-106.77,-140.94,18-19
average,2018-12-06,-47.67,-75.00,-75.00,-197.67,18-19
average,2018-12-07,-16.16,83.62,-106.72,-39.25,18-19
average,2018-12-08,-46.71,62.40,109.59,125.29,18-19
average,2018-12-09,109.17,43.66,-4.61,148.22,18-19
average,2018-12-10,37.31,-84.69,-36.16,-83.54,18-19
average,2018-12-11,-6.65,-75.00,69.11,-12.54,18-19
average,2018-12-12,-98.13,11.83,-131.57,-217.87,18-19
average,2018-12-13,-64.00,-52.23,-4.31,-120.53,18-19
average,2018-12-14,-69.80,-33.08,-81.71,-184.59,18-19
average,2018-12-15,-90.99,110.73,-31.19,-11.45,18-19
average,2018-12-16,-44.17,-31.67,-79.18,-155.02,18-19
average,2018-12-17,-66.90,-150.00,-56.70,-273.60,18-19
average,2018-12-18,-62.13,-51.93,43.53,-70.53,18-19
average,2018-12-19,-85.93,34.52,-60.98,-112.39,18-19
average,2018-12-20,-8.83,-2.09,-50.00,-60.92,18-19
average,2018-12-21,-38.13,-58.75,-10.51,-107.39,18-19
average,2018-12-22,24.45,-31.24,-79.37,-86.16,18-19
average,2018-12-23,-159.76,11.32,107.64,-40.81,18-19
average,2018-12-25,-94.19,-76.93,-29.45,-200.57,18-19
average,2018-12-26,-61.94,-106.37,-59.23,-227.53,18-19
average,2018-12-27,23.47,65.30,18.26,107.04,18-19
average,2018-12-28,-34.51,-107.69,36.29,-105.92,18-19
average,2018-12-29,-12.62,-82.27,62.15,-32.74,18-19
average,2018-12-30,-13.86,-55.02,41.39,-27.48,18-19
average,2018-12-31,-4.84,64.90,18.27,78.32,18-19
average,2019-01-01,-22.95,-29.49,18.33,-34.11,18-19
average,2019-01-02,7.01,-81.70,14.01,-60.68,18-19
average,2019-01-03,-75.00,-27.52,-27.25,-129.77,18-19
average,2019-01-04,69.18,36.35,84.65,190.19,18-19
average,2019-01-05,-29.83,-8.22,-9.19,-47.24,18-19
average,2019-01-06,80.55,112.57,111.90,305.02,18-19
average,2019-01-07,69.14,38.42,39.30,146.86,18-19
average,2019-01-08,4.68,-8.16,-8.93,-12.41,18-19
average,2019-01-09,21.38,-58.54,-9.86,-47.02,18-19
average,2019-01-10,-66.75,-100.00,43.27,-123.48,18-19
average,2019-01-11,-104.32,-128.86,-176.93,-410.11,18-19
average,2019-01-12,-60.97,39.98,134.54,113.56,18-19
average,2019-01-13,-3.47,15.86,16.23,28.61,18-19
average,2019-01-14,163.51,136.09,-6.90,292.70,18-19
average,2019-01-15,22.66,-54.33,-102.25,-133.91,18-19
average,2019-01-16,-15.16,-8.90,-104.51,-128.57,18-19
average,2019-01-17,-1.37,41.52,41.05,81.20,18-19
average,2019-01-18,12.50,18.30,-32.02,-1.21,18-19
average,2019-01-19,-10.54,36.32,-106.91,-81.12,18-19
average,2019-01-20,62.64,20.31,-75.00,7.95,18-19
average,2019-01-21,44.91,-82.75,-83.80,-121.63,18-19
average,2019-01-22,6.28,-52.52,43.56,-2.68,18-19
average,2019-01-23,62.66,-10.76,-11.07,40.83,18-19
average,2019-01-24,-38.70,-3.78,-52.25,-94.72,18-19
average,2019-01-25,58.59,84.74,-11.69,131.65,18-19
average,2019-01-26,-53.87,-77.39,-29.48,-160.74,18-19
