abbv,efg_pct,orb_pct,tov_pct,fta_per_fga_pct,game_possessions,pts,game_code,date,season
PHI,0.597,0.295,0.1,0.151,96.2751871657754,122,201901230PHI,2019-01-23 20:00:00,18-19
SAS,0.652,0.147,0.145,0.183,96.2751871657754,120,201901230PHI,2019-01-23 20:00:00,18-19
BOS,0.54,0.178,0.049,0.239,94.32861498708012,112,201902120PHI,2019-02-12 20:00:00,18-19
PHI,0.544,0.233,0.13,0.388,94.32861498708012,109,201902120PHI,2019-02-12 20:00:00,18-19
PHI,0.639,0.171,0.062,0.227,106.03056818181818,143,201902100PHI,2019-02-10 15:30:00,18-19
LAL,0.57,0.205,0.136,0.204,106.03056818181818,120,201902100PHI,2019-02-10 15:30:00,18-19
PHI,0.477,0.289,0.115,0.345,97.7808954248366,106,201903100PHI,2019-03-10 15:30:00,18-19
IND,0.404,0.235,0.124,0.446,97.7808954248366,89,201903100PHI,2019-03-10 15:30:00,18-19
PHI,0.534,0.238,0.113,0.375,102.10609243697479,121,201901210PHI,2019-01-21 20:00:00,18-19
HOU,0.424,0.118,0.11,0.302,102.10609243697479,93,201901210PHI,2019-01-21 20:00:00,18-19
PHI,0.568,0.087,0.112,0.189,110.72965772432933,122,201904040PHI,2019-04-04 20:00:00,18-19
MIL,0.516,0.17,0.082,0.462,110.72965772432933,128,201904040PHI,2019-04-04 20:00:00,18-19
PHI,0.46,0.321,0.138,0.307,97.0229991224221,101,201812140PHI,2018-12-14 19:30:00,18-19
IND,0.484,0.256,0.062,0.253,97.0229991224221,113,201812140PHI,2018-12-14 19:30:00,18-19
PHI,0.529,0.239,0.174,0.333,105.2642586399108,117,201903020PHI,2019-03-02 20:30:00,18-19
GSW,0.593,0.103,0.119,0.42,105.2642586399108,120,201903020PHI,2019-03-02 20:30:00,18-19
PHI,0.564,0.179,0.156,0.41,100.97732558139535,117,201902080PHI,2019-02-08 19:00:00,18-19
DEN,0.521,0.186,0.107,0.138,100.97732558139535,110,201902080PHI,2019-02-08 19:00:00,18-19
PHI,0.541,0.3,0.185,0.2,99.94560526315789,106,201903120PHI,2019-03-12 19:00:00,18-19
CLE,0.46,0.158,0.063,0.079,99.94560526315789,99,201903120PHI,2019-03-12 19:00:00,18-19
PHO,0.5,0.222,0.111,0.18,98.3411111111111,103,201812230BRK,2018-12-23 18:00:00,18-19
BRK,0.529,0.311,0.146,0.388,98.3411111111111,111,201812230BRK,2018-12-23 18:00:00,18-19
BRK,0.572,0.308,0.137,0.267,100.74230769230769,123,201901210BRK,2019-01-21 15:30:00,18-19
SAC,0.473,0.185,0.125,0.118,100.74230769230769,94,201901210BRK,2019-01-21 15:30:00,18-19
BRK,0.444,0.293,0.062,0.162,91.32329420396185,97,201812030BRK,2018-12-03 19:30:00,18-19
CLE,0.455,0.298,0.085,0.227,91.32329420396185,99,201812030BRK,2018-12-03 19:30:00,18-19
LAC,0.563,0.22,0.07,0.253,98.32582039911308,127,201811170BRK,2018-11-17 18:00:00,18-19
BRK,0.528,0.341,0.097,0.386,98.32582039911308,119,201811170BRK,2018-11-17 18:00:00,18-19
TOR,0.464,0.182,0.088,0.277,93.54715909090909,95,201905020PHI,2019-05-02 20:00:00,18-19
PHI,0.571,0.25,0.121,0.274,93.54715909090909,116,201905020PHI,2019-05-02 20:00:00,18-19
BRK,0.561,0.261,0.12,0.322,102.78114906832297,123,201904150PHI,2019-04-15 20:00:00,18-19
PHI,0.607,0.429,0.097,0.327,102.78114906832297,145,201904150PHI,2019-04-15 20:00:00,18-19
MIA,0.588,0.167,0.149,0.329,106.91197368421052,120,201811140BRK,2018-11-14 19:30:00,18-19
BRK,0.446,0.281,0.119,0.238,106.91197368421052,107,201811140BRK,2018-11-14 19:30:00,18-19
BRK,0.506,0.237,0.166,0.329,95.74696796338672,102,201811230BRK,2018-11-23 12:00:00,18-19
MIN,0.527,0.196,0.066,0.185,95.74696796338672,112,201811230BRK,2018-11-23 12:00:00,18-19
BRK,0.494,0.227,0.1,0.295,97.96045454545455,111,201904130PHI,2019-04-13 14:30:00,18-19
PHI,0.424,0.314,0.111,0.488,97.96045454545455,102,201904130PHI,2019-04-13 14:30:00,18-19
DET,0.478,0.275,0.127,0.419,109.40263210368893,119,201810310BRK,2018-10-31 19:30:00,18-19
BRK,0.485,0.305,0.123,0.297,109.40263210368893,120,201810310BRK,2018-10-31 19:30:00,18-19
UTA,0.53,0.19,0.172,0.256,101.15068783068783,101,201811280BRK,2018-11-28 19:30:00,18-19
BRK,0.413,0.259,0.169,0.326,101.15068783068783,91,201811280BRK,2018-11-28 19:30:00,18-19
BOS,0.467,0.192,0.09,0.253,98.29888986013987,102,201901140BRK,2019-01-14 19:30:00,18-19
BRK,0.506,0.295,0.149,0.291,98.29888986013987,109,201901140BRK,2019-01-14 19:30:00,18-19
BRK,0.532,0.244,0.13,0.319,111.71455555555556,125,201811300BRK,2018-11-30 19:30:00,18-19
MEM,0.554,0.216,0.133,0.218,111.71455555555556,131,201811300BRK,2018-11-30 19:30:00,18-19
OKC,0.5,0.327,0.105,0.263,102.45915820029028,114,201812050BRK,2018-12-05 19:30:00,18-19
BRK,0.517,0.189,0.124,0.349,102.45915820029028,112,201812050BRK,2018-12-05 19:30:00,18-19
PHI,0.549,0.283,0.079,0.363,100.28098383500557,127,201811250BRK,2018-11-25 18:00:00,18-19
BRK,0.625,0.256,0.142,0.227,100.28098383500557,125,201811250BRK,2018-11-25 18:00:00,18-19
BRK,0.56,0.091,0.1,0.209,104.445,115,201812180BRK,2018-12-18 19:30:00,18-19
LAL,0.539,0.182,0.123,0.256,104.445,110,201812180BRK,2018-12-18 19:30:00,18-19
NOP,0.586,0.244,0.108,0.31,98.3820930232558,121,201901020BRK,2019-01-02 19:30:00,18-19
BRK,0.591,0.279,0.089,0.226,98.3820930232558,126,201901020BRK,2019-01-02 19:30:00,18-19
BRK,0.582,0.231,0.096,0.235,92.41190384615385,111,201811020BRK,2018-11-02 19:30:00,18-19
HOU,0.584,0.275,0.085,0.386,92.41190384615385,119,201811020BRK,2018-11-02 19:30:00,18-19
BRK,0.589,0.29,0.084,0.369,96.99359677419355,125,201812140BRK,2018-12-14 19:30:00,18-19
WAS,0.606,0.1,0.085,0.178,96.99359677419355,118,201812140BRK,2018-12-14 19:30:00,18-19
BRK,0.495,0.314,0.162,0.133,106.70182745098039,106,201812070BRK,2018-12-07 19:30:00,18-19
TOR,0.455,0.12,0.128,0.326,106.70182745098039,105,201812070BRK,2018-12-07 19:30:00,18-19
TOR,0.488,0.2,0.113,0.358,96.05653658536585,101,201905090PHI,2019-05-09 20:00:00,18-19
PHI,0.517,0.39,0.152,0.292,96.05653658536585,112,201905090PHI,2019-05-09 20:00:00,18-19
BRK,0.648,0.286,0.113,0.375,101.24289575289575,144,201812160BRK,2018-12-16 15:00:00,18-19
ATL,0.635,0.216,0.127,0.294,101.24289575289575,127,201812160BRK,2018-12-16 15:00:00,18-19
BRK,0.573,0.333,0.205,0.32,93.7531515151515,107,201810190BRK,2018-10-19 19:30:00,18-19
NYK,0.448,0.218,0.028,0.206,93.7531515151515,105,201810190BRK,2018-10-19 19:30:00,18-19
BRK,0.505,0.346,0.145,0.274,104.83500000000001,116,201901090BRK,2019-01-09 19:30:00,18-19
ATL,0.394,0.333,0.147,0.253,104.83500000000001,100,201901090BRK,2019-01-09 19:30:00,18-19
PHI,0.58,0.256,0.155,0.09,108.01133720930233,122,201904230PHI,2019-04-23 20:00:00,18-19
BRK,0.435,0.167,0.119,0.269,108.01133720930233,100,201904230PHI,2019-04-23 20:00:00,18-19
BRK,0.519,0.288,0.074,0.171,101.19608173076924,122,201811040BRK,2018-11-04 18:00:00,18-19
PHI,0.508,0.281,0.245,0.631,101.19608173076924,97,201811040BRK,2018-11-04 18:00:00,18-19
BRK,0.569,0.324,0.187,0.472,92.76122549019607,106,201812210BRK,2018-12-21 19:30:00,18-19
IND,0.604,0.167,0.109,0.22,92.76122549019607,114,201812210BRK,2018-12-21 19:30:00,18-19
BRK,0.582,0.196,0.132,0.173,117.62019607843138,134,201812260BRK,2018-12-26 19:30:00,18-19
CHO,0.514,0.203,0.098,0.283,117.62019607843138,132,201812260BRK,2018-12-26 19:30:00,18-19
GSW,0.556,0.273,0.108,0.27,99.72471590909092,120,201810280BRK,2018-10-28 17:00:00,18-19
BRK,0.598,0.125,0.138,0.172,99.72471590909092,114,201810280BRK,2018-10-28 17:00:00,18-19
BRK,0.348,0.267,0.102,0.275,104.79327272727272,94,201902040BRK,2019-02-04 19:30:00,18-19
MIL,0.475,0.273,0.074,0.248,104.79327272727272,113,201902040BRK,2019-02-04 19:30:00,18-19
ORL,0.489,0.25,0.114,0.315,100.36154069767443,110,201901230BRK,2019-01-23 19:30:00,18-19
BRK,0.533,0.279,0.138,0.256,100.36154069767443,114,201901230BRK,2019-01-23 19:30:00,18-19
BRK,0.467,0.232,0.119,0.344,101.80363675958188,108,201904200BRK,2019-04-20 15:00:00,18-19
PHI,0.545,0.293,0.156,0.239,101.80363675958188,112,201904200BRK,2019-04-20 15:00:00,18-19
BRK,0.448,0.25,0.119,0.365,108.13791666666667,115,201904180BRK,2019-04-18 20:00:00,18-19
PHI,0.537,0.333,0.128,0.372,108.13791666666667,131,201904180BRK,2019-04-18 20:00:00,18-19
BRK,0.617,0.122,0.111,0.367,108.73607680332123,135,201902060BRK,2019-02-06 19:30:00,18-19
DEN,0.571,0.255,0.107,0.212,108.73607680332123,130,201902060BRK,2019-02-06 19:30:00,18-19
NYK,0.515,0.208,0.118,0.313,113.51369186046512,126,201810170NYK,2018-10-17 19:30:00,18-19
ATL,0.511,0.163,0.197,0.2,113.51369186046512,107,201810170NYK,2018-10-17 19:30:00,18-19
BRK,0.458,0.4,0.154,0.56,99.55625,109,201901250BRK,2019-01-25 19:30:00,18-19
NYK,0.471,0.125,0.075,0.299,99.55625,99,201901250BRK,2019-01-25 19:30:00,18-19
BRK,0.5,0.32,0.174,0.362,112.53133333333334,121,201904010BRK,2019-04-01 19:30:00,18-19
MIL,0.559,0.133,0.116,0.319,112.53133333333334,131,201904010BRK,2019-04-01 19:30:00,18-19
BRK,0.563,0.135,0.161,0.278,97.41349272349272,103,201903110BRK,2019-03-11 19:30:00,18-19
DET,0.32,0.262,0.103,0.165,97.41349272349272,75,201903110BRK,2019-03-11 19:30:00,18-19
BRK,0.484,0.125,0.098,0.17,102.55273214285714,106,201902080BRK,2019-02-08 19:30:00,18-19
CHI,0.624,0.229,0.143,0.282,102.55273214285714,125,201902080BRK,2019-02-08 19:30:00,18-19
BOS,0.47,0.167,0.139,0.277,99.16662162162163,96,201903300BRK,2019-03-30 18:00:00,18-19
BRK,0.53,0.135,0.112,0.337,99.16662162162163,110,201903300BRK,2019-03-30 18:00:00,18-19
BRK,0.506,0.149,0.135,0.459,108.0613475177305,116,201902270BRK,2019-02-27 19:30:00,18-19
WAS,0.516,0.333,0.134,0.323,108.0613475177305,125,201902270BRK,2019-02-27 19:30:00,18-19
BRK,0.665,0.088,0.122,0.224,102.45738235294117,127,201903040BRK,2019-03-04 19:30:00,18-19
DAL,0.425,0.1,0.119,0.253,102.45738235294117,88,201903040BRK,2019-03-04 19:30:00,18-19
BRK,0.57,0.189,0.138,0.209,100.86391891891893,112,201903010BRK,2019-03-01 19:30:00,18-19
CHO,0.58,0.25,0.114,0.181,100.86391891891893,123,201903010BRK,2019-03-01 19:30:00,18-19
CLE,0.494,0.22,0.146,0.333,103.36938723404255,107,201903060BRK,2019-03-06 19:30:00,18-19
BRK,0.538,0.234,0.12,0.286,103.36938723404255,113,201903060BRK,2019-03-06 19:30:00,18-19
BRK,0.535,0.205,0.128,0.244,98.98056818181819,105,201904030BRK,2019-04-03 19:30:00,18-19
TOR,0.49,0.279,0.059,0.133,98.98056818181819,115,201904030BRK,2019-04-03 19:30:00,18-19
BRK,0.549,0.14,0.146,0.198,97.73241014799154,101,201902250BRK,2019-02-25 19:30:00,18-19
SAS,0.385,0.182,0.098,0.125,97.73241014799154,85,201902250BRK,2019-02-25 19:30:00,18-19
MIA,0.429,0.143,0.118,0.153,107.30367965367965,94,201904100BRK,2019-04-10 20:00:00,18-19
BRK,0.469,0.303,0.093,0.061,107.30367965367965,113,201904100BRK,2019-04-10 20:00:00,18-19
POR,0.471,0.339,0.104,0.152,101.90705020215634,113,201902210BRK,2019-02-21 19:30:00,18-19
BRK,0.429,0.226,0.104,0.283,101.90705020215634,99,201902210BRK,2019-02-21 19:30:00,18-19
CHI,0.548,0.122,0.142,0.202,111.48853658536586,117,201901290BRK,2019-01-29 19:30:00,18-19
BRK,0.5,0.135,0.067,0.426,111.48853658536586,122,201901290BRK,2019-01-29 19:30:00,18-19
PHO,0.571,0.105,0.063,0.293,104.20353383458647,128,201812170NYK,2018-12-17 19:30:00,18-19
NYK,0.449,0.286,0.09,0.293,104.20353383458647,110,201812170NYK,2018-12-17 19:30:00,18-19
GSW,0.678,0.171,0.132,0.138,99.67703571428572,128,201810260NYK,2018-10-26 19:30:00,18-19
NYK,0.506,0.25,0.166,0.133,99.67703571428572,100,201810260NYK,2018-10-26 19:30:00,18-19
WAS,0.549,0.182,0.093,0.13,96.33611317254173,110,201812030NYK,2018-12-03 19:30:00,18-19
NYK,0.478,0.388,0.135,0.311,96.33611317254173,107,201812030NYK,2018-12-03 19:30:00,18-19
NOP,0.431,0.37,0.11,0.287,99.28317572892041,109,201811230NYK,2018-11-23 19:30:00,18-19
NYK,0.516,0.255,0.072,0.297,99.28317572892041,114,201811230NYK,2018-11-23 19:30:00,18-19
ORL,0.536,0.196,0.097,0.112,103.32738502673797,115,201811110NYK,2018-11-11 19:30:00,18-19
NYK,0.381,0.236,0.158,0.341,103.32738502673797,89,201811110NYK,2018-11-11 19:30:00,18-19
NYK,0.489,0.22,0.106,0.368,100.34182857142858,109,201901210NYK,2019-01-21 12:30:00,18-19
OKC,0.633,0.286,0.159,0.325,100.34182857142858,127,201901210NYK,2019-01-21 12:30:00,18-19
CHI,0.495,0.212,0.149,0.316,111.82405172413793,116,201811050NYK,2018-11-05 19:30:00,18-19
NYK,0.42,0.362,0.125,0.274,111.82405172413793,115,201811050NYK,2018-11-05 19:30:00,18-19
IND,0.585,0.275,0.124,0.117,100.01301136363637,121,201901110NYK,2019-01-11 19:30:00,18-19
NYK,0.523,0.182,0.144,0.182,100.01301136363637,106,201901110NYK,2019-01-11 19:30:00,18-19
ATL,0.527,0.326,0.136,0.264,100.58608695652174,114,201812210NYK,2018-12-21 19:30:00,18-19
NYK,0.536,0.093,0.113,0.286,100.58608695652174,107,201812210NYK,2018-12-21 19:30:00,18-19
MIL,0.585,0.222,0.129,0.33,112.6199290780142,134,201812010NYK,2018-12-01 17:00:00,18-19
NYK,0.635,0.128,0.132,0.219,112.6199290780142,136,201812010NYK,2018-12-01 17:00:00,18-19
MIL,0.483,0.125,0.071,0.382,103.43062499999999,109,201812250NYK,2018-12-25 12:00:00,18-19
NYK,0.402,0.25,0.116,0.216,103.43062499999999,95,201812250NYK,2018-12-25 12:00:00,18-19
BOS,0.457,0.239,0.135,0.402,99.34534458834412,103,201810200NYK,2018-10-20 19:30:00,18-19
NYK,0.483,0.234,0.139,0.31,99.34534458834412,101,201810200NYK,2018-10-20 19:30:00,18-19
NYK,0.525,0.256,0.16,0.37,100.03910256410256,110,201901230NYK,2019-01-23 19:30:00,18-19
HOU,0.472,0.283,0.101,0.422,100.03910256410256,114,201901230NYK,2019-01-23 19:30:00,18-19
NYK,0.538,0.432,0.115,0.196,90.49627815315316,115,201810290NYK,2018-10-29 19:30:00,18-19
BRK,0.47,0.229,0.096,0.262,90.49627815315316,96,201810290NYK,2018-10-29 19:30:00,18-19
NYK,0.518,0.214,0.111,0.361,96.7371096345515,104,201812080NYK,2018-12-08 19:30:00,18-19
BRK,0.551,0.279,0.108,0.284,96.7371096345515,112,201812080NYK,2018-12-08 19:30:00,18-19
NYK,0.47,0.152,0.104,0.286,96.55371237458195,97,201901270NYK,2019-01-27 19:30:00,18-19
MIA,0.536,0.205,0.14,0.214,96.55371237458195,106,201901270NYK,2019-01-27 19:30:00,18-19
NYK,0.488,0.137,0.092,0.349,100.16493966817495,105,201901130NYK,2019-01-13 13:00:00,18-19
PHI,0.494,0.308,0.138,0.345,100.16493966817495,108,201901130NYK,2019-01-13 13:00:00,18-19
NYK,0.506,0.225,0.16,0.304,94.13590277777777,101,201810310NYK,2018-10-31 20:00:00,18-19
IND,0.578,0.278,0.142,0.205,94.13590277777777,107,201810310NYK,2018-10-31 20:00:00,18-19
NYK,0.543,0.182,0.15,0.075,102.8297902097902,107,201812090NYK,2018-12-09 19:30:00,18-19
CHO,0.552,0.154,0.108,0.31,102.8297902097902,119,201812090NYK,2018-12-09 19:30:00,18-19
NYK,0.584,0.256,0.139,0.265,96.03433667781493,114,201811200NYK,2018-11-20 19:30:00,18-19
POR,0.558,0.304,0.097,0.179,96.03433667781493,118,201811200NYK,2018-11-20 19:30:00,18-19
NYK,0.494,0.186,0.172,0.279,105.57779069767442,104,201902220NYK,2019-02-22 19:30:00,18-19
MIN,0.534,0.152,0.114,0.368,105.57779069767442,115,201902220NYK,2019-02-22 19:30:00,18-19
NYK,0.542,0.304,0.071,0.242,95.91210997442457,118,201902280NYK,2019-02-28 19:30:00,18-19
CLE,0.6,0.235,0.103,0.45,95.91210997442457,125,201902280NYK,2019-02-28 19:30:00,18-19
NYK,0.506,0.2,0.157,0.14,98.13982352941176,99,201902010NYK,2019-02-01 19:30:00,18-19
BOS,0.525,0.216,0.063,0.1,98.13982352941176,113,201902010NYK,2019-02-01 19:30:00,18-19
NYK,0.619,0.194,0.145,0.238,94.51660087719299,113,201904070NYK,2019-04-07 19:30:00,18-19
WAS,0.466,0.368,0.067,0.175,94.51660087719299,110,201904070NYK,2019-04-07 19:30:00,18-19
NYK,0.468,0.288,0.12,0.202,98.6591346153846,99,201902090NYK,2019-02-09 19:30:00,18-19
TOR,0.465,0.192,0.108,0.337,98.6591346153846,104,201902090NYK,2019-02-09 19:30:00,18-19
NYK,0.459,0.133,0.152,0.297,92.32274829931973,84,201902030NYK,2019-02-03 13:00:00,18-19
MEM,0.456,0.204,0.066,0.198,92.32274829931973,96,201902030NYK,2019-02-03 13:00:00,18-19
NYK,0.449,0.106,0.117,0.359,97.1248315602837,90,201901300NYK,2019-01-30 19:30:00,18-19
DAL,0.625,0.194,0.168,0.131,97.1248315602837,114,201901300NYK,2019-01-30 19:30:00,18-19
NYK,0.461,0.178,0.17,0.325,97.56676388888889,92,201903300NYK,2019-03-30 19:30:00,18-19
MIA,0.483,0.292,0.156,0.189,97.56676388888889,100,201903300NYK,2019-03-30 19:30:00,18-19
NYK,0.658,0.333,0.206,0.382,100.66833333333334,124,201903170NYK,2019-03-17 12:00:00,18-19
LAL,0.521,0.3,0.084,0.289,100.66833333333334,123,201903170NYK,2019-03-17 12:00:00,18-19
NYK,0.622,0.158,0.158,0.338,94.79767368421054,113,201904010NYK,2019-04-01 19:30:00,18-19
CHI,0.468,0.24,0.054,0.245,94.79767368421054,105,201904010NYK,2019-04-01 19:30:00,18-19
NYK,0.4,0.269,0.139,0.376,98.60257525083611,92,201903280NYK,2019-03-28 19:30:00,18-19
TOR,0.562,0.13,0.075,0.247,98.60257525083611,117,201903280NYK,2019-03-28 19:30:00,18-19
NYK,0.599,0.195,0.128,0.244,98.86705128205128,116,201903200NYK,2019-03-20 19:30:00,18-19
UTA,0.682,0.179,0.094,0.294,98.86705128205128,137,201903200NYK,2019-03-20 19:30:00,18-19
NYK,0.461,0.082,0.111,0.325,93.51752040816326,89,201904100NYK,2019-04-10 20:00:00,18-19
DET,0.565,0.275,0.122,0.235,93.51752040816326,115,201904100NYK,2019-04-10 20:00:00,18-19
NYK,0.445,0.255,0.097,0.27,105.02737662337663,111,201902130NYK,2019-02-13 19:30:00,18-19
PHI,0.59,0.171,0.134,0.551,105.02737662337663,126,201902130NYK,2019-02-13 19:30:00,18-19
NYK,0.592,0.25,0.053,0.194,98.44313725490196,130,201902240NYK,2019-02-24 19:30:00,18-19
SAS,0.479,0.275,0.061,0.33,98.44313725490196,118,201902240NYK,2019-02-24 19:30:00,18-19
NYK,0.45,0.271,0.102,0.167,90.83184121621622,92,201902050NYK,2019-02-05 19:30:00,18-19
DET,0.544,0.162,0.091,0.304,90.83184121621622,105,201902050NYK,2019-02-05 19:30:00,18-19
NYK,0.466,0.286,0.088,0.36,98.05326530612246,108,201902260NYK,2019-02-26 19:30:00,18-19
ORL,0.5,0.245,0.141,0.225,98.05326530612246,103,201902260NYK,2019-02-26 19:30:00,18-19
NYK,0.529,0.302,0.126,0.291,94.955,113,201903240NYK,2019-03-24 12:00:00,18-19
LAC,0.529,0.279,0.073,0.43,94.955,124,201903240NYK,2019-03-24 12:00:00,18-19
NYK,0.428,0.151,0.066,0.233,94.54588399720475,93,201903220NYK,2019-03-22 19:30:00,18-19
DEN,0.495,0.315,0.071,0.198,94.54588399720475,111,201903220NYK,2019-03-22 19:30:00,18-19
NYK,0.426,0.236,0.08,0.223,97.43891396103896,94,201903090NYK,2019-03-09 12:00:00,18-19
SAC,0.442,0.196,0.063,0.232,97.43891396103896,102,201903090NYK,2019-03-09 12:00:00,18-19
DEN,0.522,0.267,0.099,0.183,95.87026356589146,112,201811230DEN,2018-11-23 21:00:00,18-19
ORL,0.456,0.093,0.13,0.241,95.87026356589146,87,201811230DEN,2018-11-23 21:00:00,18-19
DEN,0.562,0.217,0.093,0.225,95.68503836317134,114,201811110DEN,2018-11-11 20:00:00,18-19
MIL,0.673,0.147,0.118,0.155,95.68503836317134,121,201811110DEN,2018-11-11 20:00:00,18-19
DEN,0.633,0.282,0.125,0.266,106.18820512820513,138,201811150DEN,2018-11-15 21:00:00,18-19
ATL,0.397,0.25,0.155,0.293,106.18820512820513,93,201811150DEN,2018-11-15 21:00:00,18-19
DEN,0.489,0.333,0.105,0.391,97.77245098039215,110,201811090DEN,2018-11-09 21:00:00,18-19
BRK,0.477,0.235,0.07,0.477,97.77245098039215,112,201811090DEN,2018-11-09 21:00:00,18-19
DEN,0.548,0.211,0.157,0.229,95.23347368421051,103,201811030DEN,2018-11-03 21:00:00,18-19
UTA,0.444,0.2,0.116,0.296,95.23347368421051,88,201811030DEN,2018-11-03 21:00:00,18-19
DEN,0.559,0.231,0.155,0.341,102.44552447552448,119,201810200DEN,2018-10-20 21:00:00,18-19
PHO,0.448,0.182,0.171,0.455,102.44552447552448,91,201810200DEN,2018-10-20 21:00:00,18-19
DEN,0.622,0.308,0.133,0.2,98.91392120075048,126,201812180DEN,2018-12-18 21:00:00,18-19
DAL,0.552,0.146,0.075,0.349,98.91392120075048,118,201812180DEN,2018-12-18 21:00:00,18-19
DEN,0.561,0.333,0.079,0.131,98.00253623188405,121,201901100DEN,2019-01-10 21:00:00,18-19
LAC,0.471,0.174,0.109,0.299,98.00253623188405,100,201901100DEN,2019-01-10 21:00:00,18-19
DEN,0.442,0.277,0.071,0.488,97.70233510638298,100,201810210DEN,2018-10-21 20:00:00,18-19
GSW,0.5,0.15,0.167,0.304,97.70233510638298,98,201810210DEN,2018-10-21 20:00:00,18-19
DEN,0.482,0.208,0.08,0.188,88.69566932624113,95,201812160DEN,2018-12-16 20:00:00,18-19
TOR,0.438,0.277,0.105,0.159,88.69566932624113,86,201812160DEN,2018-12-16 20:00:00,18-19
DEN,0.572,0.212,0.162,0.211,89.16357575757576,99,201811130DEN,2018-11-13 21:00:00,18-19
HOU,0.641,0.2,0.145,0.366,89.16357575757576,109,201811130DEN,2018-11-13 21:00:00,18-19
DEN,0.531,0.34,0.096,0.155,96.63130932896891,117,201811270DEN,2018-11-27 21:00:00,18-19
LAL,0.42,0.154,0.112,0.207,96.63130932896891,85,201811270DEN,2018-11-27 21:00:00,18-19
DEN,0.511,0.196,0.112,0.247,104.51663043478261,116,201810290DEN,2018-10-29 21:00:00,18-19
NOP,0.591,0.179,0.195,0.244,104.51663043478261,111,201810290DEN,2018-10-29 21:00:00,18-19
DEN,0.572,0.333,0.182,0.181,94.6929696969697,109,201812140DEN,2018-12-14 22:00:00,18-19
OKC,0.45,0.345,0.112,0.322,94.6929696969697,98,201812140DEN,2018-12-14 22:00:00,18-19
DEN,0.518,0.381,0.178,0.2,93.4710119047619,102,201812280DEN,2018-12-28 21:00:00,18-19
SAS,0.494,0.25,0.093,0.225,93.4710119047619,99,201812280DEN,2018-12-28 21:00:00,18-19
DEN,0.526,0.364,0.071,0.242,92.40750874125874,115,201901010DEN,2019-01-01 21:00:00,18-19
NYK,0.511,0.288,0.073,0.194,92.40750874125874,108,201901010DEN,2019-01-01 21:00:00,18-19
DEN,0.528,0.313,0.113,0.311,96.67870993589743,115,201811050DEN,2018-11-05 21:00:00,18-19
BOS,0.557,0.179,0.115,0.138,96.67870993589743,107,201811050DEN,2018-11-05 21:00:00,18-19
DEN,0.565,0.282,0.13,0.299,87.87246886446886,105,201812100DEN,2018-12-10 21:00:00,18-19
MEM,0.561,0.171,0.147,0.23,87.87246886446886,99,201812100DEN,2018-12-10 21:00:00,18-19
DEN,0.571,0.333,0.102,0.152,100.34895348837209,126,201810230DEN,2018-10-23 21:00:00,18-19
SAC,0.599,0.209,0.144,0.233,100.34895348837209,112,201810230DEN,2018-10-23 21:00:00,18-19
DEN,0.529,0.327,0.059,0.196,96.84711772983115,123,201901050DEN,2019-01-05 17:00:00,18-19
CHO,0.543,0.293,0.154,0.317,96.84711772983115,110,201901050DEN,2019-01-05 17:00:00,18-19
DEN,0.611,0.114,0.109,0.247,95.43116483516484,116,201901130DEN,2019-01-13 20:00:00,18-19
POR,0.523,0.205,0.084,0.25,95.43116483516484,113,201901130DEN,2019-01-13 20:00:00,18-19
DEN,0.54,0.256,0.148,0.398,106.77795813953489,121,201902260DEN,2019-02-26 22:30:00,18-19
OKC,0.505,0.28,0.138,0.263,106.77795813953489,112,201902260DEN,2019-02-26 22:30:00,18-19
DEN,0.707,0.345,0.08,0.28,89.21887232059646,136,201902010DEN,2019-02-01 22:00:00,18-19
HOU,0.624,0.297,0.096,0.247,89.21887232059646,122,201902010DEN,2019-02-01 22:00:00,18-19
DEN,0.533,0.191,0.075,0.174,96.32227495908347,111,201901150DEN,2019-01-15 21:00:00,18-19
GSW,0.711,0.308,0.091,0.105,96.32227495908347,142,201901150DEN,2019-01-15 21:00:00,18-19
DEN,0.531,0.205,0.111,0.21,90.34076923076923,100,201903140DEN,2019-03-14 22:30:00,18-19
DAL,0.494,0.2,0.078,0.195,90.34076923076923,99,201903140DEN,2019-03-14 22:30:00,18-19
MIA,0.47,0.167,0.152,0.195,97.063,87,201902110DEN,2019-02-11 21:00:00,18-19
DEN,0.517,0.2,0.137,0.146,97.063,103,201902110DEN,2019-02-11 21:00:00,18-19
CHI,0.527,0.333,0.109,0.118,93.84428571428572,105,201901170DEN,2019-01-17 21:00:00,18-19
DEN,0.625,0.31,0.063,0.208,93.84428571428572,135,201901170DEN,2019-01-17 21:00:00,18-19
