team,pts,game_possessions,game_code,home_team_bin,efg_pct,tov_pct,orb_pct,fta_per_fga_pct,Model_Prediction,Best_Spread,Best_Moneyline,Best_Total,Spread_Grade,Total_Grade,Moneyline_Grade,Best_Book,date
BOS,84,94.78184868,201904140BOS,1,0.429,0.164,0.175,0.286,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/14/2019
LAC,123,108.9675057,201902090BOS,0,0.548,0.143,0.14,0.476,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/9/2019
BOS,112,108.9675057,201902090BOS,1,0.473,0.102,0.157,0.337,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/9/2019
IND,91,92.43487179,201904170BOS,0,0.525,0.114,0.089,0.123,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/17/2019
BOS,99,92.43487179,201904170BOS,1,0.542,0.137,0.179,0.107,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/17/2019
MIL,113,104.2885535,201905060BOS,0,0.48,0.067,0.208,0.25,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,5/6/2019
BOS,101,104.2885535,201905060BOS,1,0.428,0.096,0.167,0.333,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,5/6/2019
IND,112,97.18342353,201903290BOS,0,0.533,0.107,0.28,0.256,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/29/2019
BOS,114,97.18342353,201903290BOS,1,0.587,0.13,0.206,0.198,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/29/2019
MIL,123,104.7539354,201905030BOS,0,0.596,0.132,0.156,0.434,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,5/3/2019
BOS,116,104.7539354,201905030BOS,1,0.531,0.152,0.14,0.395,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,5/3/2019
DET,110,98.2251946,201902130BOS,0,0.506,0.1,0.213,0.405,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/13/2019
BOS,118,98.2251946,201902130BOS,1,0.602,0.145,0.244,0.17,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/13/2019
NYK,91,100.4324727,201811280PHI,0,0.38,0.113,0.208,0.239,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/28/2018
PHI,117,100.4324727,201811280PHI,1,0.609,0.145,0.211,0.184,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/28/2018
BRK,127,101.3509559,201812120PHI,0,0.608,0.147,0.206,0.581,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/12/2018
PHI,124,101.3509559,201812120PHI,1,0.615,0.148,0.25,0.176,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/12/2018
HOU,115,93.43521739,201903030BOS,0,0.606,0.115,0.217,0.363,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/3/2019
BOS,104,93.43521739,201903030BOS,1,0.532,0.127,0.2,0.377,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/3/2019
OKC,129,105.1644444,201902030BOS,0,0.565,0.093,0.25,0.37,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/3/2019
BOS,134,105.1644444,201902030BOS,1,0.665,0.124,0.139,0.187,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/3/2019
MIA,105,98.37463122,201904010BOS,0,0.511,0.135,0.205,0.205,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/1/2019
BOS,110,98.37463122,201904010BOS,1,0.489,0.106,0.264,0.264,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/1/2019
DET,102,97.6564652,201812100PHI,0,0.542,0.139,0.238,0.25,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/10/2018
PHI,116,97.6564652,201812100PHI,1,0.528,0.112,0.308,0.398,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/10/2018
MEM,95,98.67947403,201812020PHI,0,0.487,0.136,0.068,0.291,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/2/2018
PHI,103,98.67947403,201812020PHI,1,0.541,0.155,0.086,0.405,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/2/2018
ORL,116,99.8745,201904070BOS,0,0.522,0.123,0.25,0.244,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/7/2019
BOS,108,99.8745,201904070BOS,1,0.539,0.12,0.15,0.157,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/7/2019
ATL,120,106.6044444,201903160BOS,0,0.505,0.133,0.352,0.24,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/16/2019
BOS,129,106.6044444,201903160BOS,1,0.543,0.114,0.262,0.398,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/16/2019
CHO,132,112.7362708,201811090PHI,0,0.464,0.03,0.233,0.364,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/9/2018
PHI,133,112.7362708,201811090PHI,1,0.543,0.125,0.271,0.436,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/9/2018
WAS,96,101.1454943,201903010BOS,0,0.461,0.156,0.239,0.213,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/1/2019
BOS,107,101.1454943,201903010BOS,1,0.5,0.106,0.208,0.181,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/1/2019
DET,99,105.9334464,201811030PHI,0,0.428,0.144,0.143,0.494,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/3/2018
PHI,109,105.9334464,201811030PHI,1,0.471,0.157,0.075,0.739,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/3/2018
UTA,107,101.6798937,201811160PHI,0,0.489,0.111,0.244,0.42,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/16/2018
PHI,113,101.6798937,201811160PHI,1,0.574,0.152,0.256,0.395,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/16/2018
PHO,114,104.4755556,201811190PHI,0,0.58,0.118,0.111,0.276,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/19/2018
PHI,119,104.4755556,201811190PHI,1,0.524,0.156,0.333,0.5,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/19/2018
SAS,115,96.06070588,201903240BOS,0,0.551,0.073,0.244,0.082,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/24/2019
BOS,96,96.06070588,201903240BOS,1,0.441,0.073,0.216,0.17,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/24/2019
CHO,94,94.065625,201901300BOS,0,0.511,0.115,0.146,0.079,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/30/2019
BOS,126,94.065625,201901300BOS,1,0.622,0.093,0.333,0.178,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/30/2019
BRK,104,103.3562821,201901280BOS,0,0.442,0.134,0.308,0.155,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/28/2019
BOS,112,103.3562821,201901280BOS,1,0.515,0.14,0.333,0.1,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/28/2019
WAS,98,104.287585,201811300PHI,0,0.446,0.13,0.163,0.207,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/30/2018
PHI,123,104.287585,201811300PHI,1,0.5,0.096,0.333,0.337,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/30/2018
CHI,108,108.3801542,201810180PHI,0,0.49,0.101,0.102,0.119,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/18/2018
PHI,127,108.3801542,201810180PHI,1,0.538,0.109,0.244,0.323,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/18/2018
NYK,109,99.48505978,201812190PHI,0,0.488,0.074,0.087,0.36,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/19/2018
PHI,131,99.48505978,201812190PHI,1,0.619,0.083,0.225,0.284,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/19/2018
TOR,119,96.0852983,201902050PHI,0,0.522,0.088,0.341,0.36,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/5/2019
PHI,107,96.0852983,201902050PHI,1,0.493,0.17,0.156,0.586,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/5/2019
DAL,100,100.4616667,201901050PHI,0,0.483,0.133,0.18,0.261,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/5/2019
PHI,106,100.4616667,201901050PHI,1,0.506,0.093,0.167,0.398,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/5/2019
TOR,101,107.1892366,201812220PHI,0,0.442,0.127,0.14,0.2,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/22/2018
PHI,126,107.1892366,201812220PHI,1,0.588,0.099,0.108,0.412,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/22/2018
WAS,115,102.8742683,201901080PHI,0,0.583,0.146,0.143,0.25,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/8/2019
PHI,132,102.8742683,201901080PHI,1,0.653,0.161,0.317,0.284,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/8/2019
POR,130,99.9951897,201902230PHI,0,0.52,0.09,0.422,0.293,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/23/2019
PHI,115,99.9951897,201902230PHI,1,0.534,0.1,0.171,0.322,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/23/2019
ATL,123,98.12369118,201901110PHI,0,0.63,0.184,0.441,0.333,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/11/2019
PHI,121,98.12369118,201901110PHI,1,0.58,0.132,0.275,0.31,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/11/2019
MIN,107,105.5862121,201901150PHI,0,0.433,0.095,0.164,0.389,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/15/2019
PHI,149,105.5862121,201901150PHI,1,0.712,0.129,0.242,0.228,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/15/2019
ORL,106,97.92822727,201903050PHI,0,0.522,0.109,0.2,0.129,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/5/2019
PHI,114,97.92822727,201903050PHI,1,0.534,0.101,0.227,0.236,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/5/2019
BOS,115,97.38486953,201903200PHI,0,0.531,0.072,0.213,0.167,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/20/2019
PHI,118,97.38486953,201903200PHI,1,0.439,0.068,0.321,0.478,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/20/2019
OKC,117,100.846087,201901190PHI,0,0.505,0.087,0.239,0.28,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/19/2019
PHI,115,100.846087,201901190PHI,1,0.537,0.148,0.261,0.481,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/19/2019
MIA,102,98.99076087,201902210PHI,0,0.511,0.083,0.152,0.128,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/21/2019
PHI,106,98.99076087,201902210PHI,1,0.494,0.133,0.267,0.427,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/21/2019
CHI,109,96.3157365,201904100PHI,0,0.521,0.064,0.191,0.158,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/10/2019
PHI,125,96.3157365,201904100PHI,1,0.624,0.057,0.231,0.161,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/10/2019
SAC,114,100.1128827,201903150PHI,0,0.505,0.071,0.204,0.255,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/15/2019
PHI,123,100.1128827,201903150PHI,1,0.544,0.089,0.25,0.297,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/15/2019
BRK,110,102.1004082,201903280PHI,0,0.506,0.127,0.234,0.322,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/28/2019
PHI,123,102.1004082,201903280PHI,1,0.567,0.081,0.209,0.311,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/28/2019
SAS,120,96.27518717,201901230PHI,0,0.652,0.145,0.147,0.183,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/23/2019
PHI,122,96.27518717,201901230PHI,1,0.597,0.1,0.295,0.151,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/23/2019
BOS,112,94.32861499,201902120PHI,0,0.54,0.049,0.178,0.239,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/12/2019
PHI,109,94.32861499,201902120PHI,1,0.544,0.13,0.233,0.388,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/12/2019
LAL,120,106.0305682,201902100PHI,0,0.57,0.136,0.205,0.204,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/10/2019
PHI,143,106.0305682,201902100PHI,1,0.639,0.062,0.171,0.227,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/10/2019
IND,89,97.78089542,201903100PHI,0,0.404,0.124,0.235,0.446,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/10/2019
PHI,106,97.78089542,201903100PHI,1,0.477,0.115,0.289,0.345,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/10/2019
HOU,93,102.1060924,201901210PHI,0,0.424,0.11,0.118,0.302,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/21/2019
PHI,121,102.1060924,201901210PHI,1,0.534,0.113,0.238,0.375,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/21/2019
MIL,128,110.7296577,201904040PHI,0,0.516,0.082,0.17,0.462,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/4/2019
PHI,122,110.7296577,201904040PHI,1,0.568,0.112,0.087,0.189,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/4/2019
IND,113,97.02299912,201812140PHI,0,0.484,0.062,0.256,0.253,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/14/2018
PHI,101,97.02299912,201812140PHI,1,0.46,0.138,0.321,0.307,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/14/2018
GSW,120,105.2642586,201903020PHI,0,0.593,0.119,0.103,0.42,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/2/2019
PHI,117,105.2642586,201903020PHI,1,0.529,0.174,0.239,0.333,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/2/2019
DEN,110,100.9773256,201902080PHI,0,0.521,0.107,0.186,0.138,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/8/2019
PHI,117,100.9773256,201902080PHI,1,0.564,0.156,0.179,0.41,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/8/2019
CLE,99,99.94560526,201903120PHI,0,0.46,0.063,0.158,0.079,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/12/2019
PHI,106,99.94560526,201903120PHI,1,0.541,0.185,0.3,0.2,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/12/2019
PHO,103,98.34111111,201812230BRK,0,0.5,0.111,0.222,0.18,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/23/2018
BRK,111,98.34111111,201812230BRK,1,0.529,0.146,0.311,0.388,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/23/2018
SAC,94,100.7423077,201901210BRK,0,0.473,0.125,0.185,0.118,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/21/2019
BRK,123,100.7423077,201901210BRK,1,0.572,0.137,0.308,0.267,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/21/2019
CLE,99,91.3232942,201812030BRK,0,0.455,0.085,0.298,0.227,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/3/2018
BRK,97,91.3232942,201812030BRK,1,0.444,0.062,0.293,0.162,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/3/2018
LAC,127,98.3258204,201811170BRK,0,0.563,0.07,0.22,0.253,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/17/2018
BRK,119,98.3258204,201811170BRK,1,0.528,0.097,0.341,0.386,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/17/2018
TOR,95,93.54715909,201905020PHI,0,0.464,0.088,0.182,0.277,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,5/2/2019
PHI,116,93.54715909,201905020PHI,1,0.571,0.121,0.25,0.274,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,5/2/2019
BRK,123,102.7811491,201904150PHI,0,0.561,0.12,0.261,0.322,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/15/2019
PHI,145,102.7811491,201904150PHI,1,0.607,0.097,0.429,0.327,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/15/2019
MIA,120,106.9119737,201811140BRK,0,0.588,0.149,0.167,0.329,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/14/2018
BRK,107,106.9119737,201811140BRK,1,0.446,0.119,0.281,0.238,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/14/2018
MIN,112,95.74696796,201811230BRK,0,0.527,0.066,0.196,0.185,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/23/2018
BRK,102,95.74696796,201811230BRK,1,0.506,0.166,0.237,0.329,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/23/2018
BRK,111,97.96045455,201904130PHI,0,0.494,0.1,0.227,0.295,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/13/2019
PHI,102,97.96045455,201904130PHI,1,0.424,0.111,0.314,0.488,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/13/2019
DET,119,109.4026321,201810310BRK,0,0.478,0.127,0.275,0.419,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/31/2018
BRK,120,109.4026321,201810310BRK,1,0.485,0.123,0.305,0.297,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/31/2018
UTA,101,101.1506878,201811280BRK,0,0.53,0.172,0.19,0.256,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/28/2018
BRK,91,101.1506878,201811280BRK,1,0.413,0.169,0.259,0.326,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/28/2018
BOS,102,98.29888986,201901140BRK,0,0.467,0.09,0.192,0.253,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/14/2019
BRK,109,98.29888986,201901140BRK,1,0.506,0.149,0.295,0.291,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/14/2019
MEM,131,111.7145556,201811300BRK,0,0.554,0.133,0.216,0.218,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/30/2018
BRK,125,111.7145556,201811300BRK,1,0.532,0.13,0.244,0.319,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/30/2018
OKC,114,102.4591582,201812050BRK,0,0.5,0.105,0.327,0.263,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/5/2018
BRK,112,102.4591582,201812050BRK,1,0.517,0.124,0.189,0.349,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/5/2018
PHI,127,100.2809838,201811250BRK,0,0.549,0.079,0.283,0.363,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/25/2018
BRK,125,100.2809838,201811250BRK,1,0.625,0.142,0.256,0.227,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/25/2018
LAL,110,104.445,201812180BRK,0,0.539,0.123,0.182,0.256,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/18/2018
BRK,115,104.445,201812180BRK,1,0.56,0.1,0.091,0.209,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/18/2018
NOP,121,98.38209302,201901020BRK,0,0.586,0.108,0.244,0.31,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/2/2019
BRK,126,98.38209302,201901020BRK,1,0.591,0.089,0.279,0.226,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/2/2019
HOU,119,92.41190385,201811020BRK,0,0.584,0.085,0.275,0.386,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/2/2018
BRK,111,92.41190385,201811020BRK,1,0.582,0.096,0.231,0.235,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/2/2018
WAS,118,96.99359677,201812140BRK,0,0.606,0.085,0.1,0.178,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/14/2018
BRK,125,96.99359677,201812140BRK,1,0.589,0.084,0.29,0.369,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/14/2018
TOR,105,106.7018275,201812070BRK,0,0.455,0.128,0.12,0.326,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/7/2018
BRK,106,106.7018275,201812070BRK,1,0.495,0.162,0.314,0.133,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/7/2018
TOR,101,96.05653659,201905090PHI,0,0.488,0.113,0.2,0.358,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,5/9/2019
PHI,112,96.05653659,201905090PHI,1,0.517,0.152,0.39,0.292,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,5/9/2019
ATL,127,101.2428958,201812160BRK,0,0.635,0.127,0.216,0.294,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/16/2018
BRK,144,101.2428958,201812160BRK,1,0.648,0.113,0.286,0.375,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/16/2018
NYK,105,93.75315152,201810190BRK,0,0.448,0.028,0.218,0.206,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/19/2018
BRK,107,93.75315152,201810190BRK,1,0.573,0.205,0.333,0.32,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/19/2018
ATL,100,104.835,201901090BRK,0,0.394,0.147,0.333,0.253,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/9/2019
BRK,116,104.835,201901090BRK,1,0.505,0.145,0.346,0.274,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/9/2019
BRK,100,108.0113372,201904230PHI,0,0.435,0.119,0.167,0.269,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/23/2019
PHI,122,108.0113372,201904230PHI,1,0.58,0.155,0.256,0.09,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/23/2019
PHI,97,101.1960817,201811040BRK,0,0.508,0.245,0.281,0.631,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/4/2018
BRK,122,101.1960817,201811040BRK,1,0.519,0.074,0.288,0.171,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,11/4/2018
IND,114,92.76122549,201812210BRK,0,0.604,0.109,0.167,0.22,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/21/2018
BRK,106,92.76122549,201812210BRK,1,0.569,0.187,0.324,0.472,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/21/2018
CHO,132,117.6201961,201812260BRK,0,0.514,0.098,0.203,0.283,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/26/2018
BRK,134,117.6201961,201812260BRK,1,0.582,0.132,0.196,0.173,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,12/26/2018
GSW,120,99.72471591,201810280BRK,0,0.556,0.108,0.273,0.27,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/28/2018
BRK,114,99.72471591,201810280BRK,1,0.598,0.138,0.125,0.172,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/28/2018
MIL,113,104.7932727,201902040BRK,0,0.475,0.074,0.273,0.248,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/4/2019
BRK,94,104.7932727,201902040BRK,1,0.348,0.102,0.267,0.275,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/4/2019
ORL,110,100.3615407,201901230BRK,0,0.489,0.114,0.25,0.315,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/23/2019
BRK,114,100.3615407,201901230BRK,1,0.533,0.138,0.279,0.256,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/23/2019
PHI,112,101.8036368,201904200BRK,0,0.545,0.156,0.293,0.239,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/20/2019
BRK,108,101.8036368,201904200BRK,1,0.467,0.119,0.232,0.344,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/20/2019
PHI,131,108.1379167,201904180BRK,0,0.537,0.128,0.333,0.372,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/18/2019
BRK,115,108.1379167,201904180BRK,1,0.448,0.119,0.25,0.365,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/18/2019
DEN,130,108.7360768,201902060BRK,0,0.571,0.107,0.255,0.212,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/6/2019
BRK,135,108.7360768,201902060BRK,1,0.617,0.111,0.122,0.367,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/6/2019
ATL,107,113.5136919,201810170NYK,0,0.511,0.197,0.163,0.2,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/17/2018
NYK,126,113.5136919,201810170NYK,1,0.515,0.118,0.208,0.313,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,10/17/2018
NYK,99,99.55625,201901250BRK,0,0.471,0.075,0.125,0.299,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/25/2019
BRK,109,99.55625,201901250BRK,1,0.458,0.154,0.4,0.56,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,1/25/2019
MIL,131,112.5313333,201904010BRK,0,0.559,0.116,0.133,0.319,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/1/2019
BRK,121,112.5313333,201904010BRK,1,0.5,0.174,0.32,0.362,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,4/1/2019
DET,75,97.41349272,201903110BRK,0,0.32,0.103,0.262,0.165,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/11/2019
BRK,103,97.41349272,201903110BRK,1,0.563,0.161,0.135,0.278,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/11/2019
CHI,125,102.5527321,201902080BRK,0,0.624,0.143,0.229,0.282,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/8/2019
BRK,106,102.5527321,201902080BRK,1,0.484,0.098,0.125,0.17,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/8/2019
BOS,96,99.16662162,201903300BRK,0,0.47,0.139,0.167,0.277,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/30/2019
BRK,110,99.16662162,201903300BRK,1,0.53,0.112,0.135,0.337,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,3/30/2019
WAS,125,108.0613475,201902270BRK,0,0.516,0.134,0.333,0.323,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/27/2019
BRK,116,108.0613475,201902270BRK,1,0.506,0.135,0.149,0.459,222,-12,-100,223.5,WIN,PUSH,LOSS,BetOnline,2/27/2019
