Date_home,Location_home,Team_home,OppTeam_home,TeamId_home,GameId_home,PercentBet_ML_home,Open_Line_ML_home,Pinnacle_ML_home,5dimes_ML_home,Heritage_ML_home,Bovada_ML_home,Betonline_ML_home,Average_Line_ML_home,Best_Line_ML_home,Worst_Line_ML_home,PercentBet_Spread_home,Open_Line_Spread_home,Open_Odds_Spread_home,Pinnacle_Line_Spread_home,Pinnacle_Odds_Spread_home,5dimes_Line_Spread_home,5dimes_Odds_Spread_home,Heritage_Line_Spread_home,Heritage_Odds_Spread_home,Bovada_Line_Spread_home,Bovada_Odds_Spread_home,Betonline_Line_Spread_home,Betonline_Odds_Spread_home,Average_Line_Spread_home,Average_Odds_Spread_home,Best_Line_Spread_home,Worst_Line_Spread_home,Best_Odds_Spread_home,Worst_Odds_Spread_home,PercentBet_OU_home,Open_Line_OU_home,Open_Odds_OU_home,Pinnacle_Line_OU_home,Pinnacle_Odds_OU_home,5dimes_Line_OU_home,5dimes_Odds_OU_home,Heritage_Line_OU_home,Heritage_Odds_OU_home,Bovada_Line_OU_home,Bovada_Odds_OU_home,Betonline_Line_OU_home,Betonline_Odds_OU_home,Average_Line_OU_home,Average_Odds_OU_home,Best_Line_OU_home,Worst_Line_OU_home,Best_Odds_OU_home,Worst_Odds_OU_home,Pts_home,Spread_home,Result_home,Total_home,playoffs_home,home_team_bin_home,team_abbv_home,game_code,Date_away,Location_away,Team_away,OppTeam_away,TeamId_away,GameId_away,PercentBet_ML_away,Open_Line_ML_away,Pinnacle_ML_away,5dimes_ML_away,Heritage_ML_away,Bovada_ML_away,Betonline_ML_away,Average_Line_ML_away,Best_Line_ML_away,Worst_Line_ML_away,PercentBet_Spread_away,Open_Line_Spread_away,Open_Odds_Spread_away,Pinnacle_Line_Spread_away,Pinnacle_Odds_Spread_away,5dimes_Line_Spread_away,5dimes_Odds_Spread_away,Heritage_Line_Spread_away,Heritage_Odds_Spread_away,Bovada_Line_Spread_away,Bovada_Odds_Spread_away,Betonline_Line_Spread_away,Betonline_Odds_Spread_away,Average_Line_Spread_away,Average_Odds_Spread_away,Best_Line_Spread_away,Worst_Line_Spread_away,Best_Odds_Spread_away,Worst_Odds_Spread_away,PercentBet_OU_away,Open_Line_OU_away,Open_Odds_OU_away,Pinnacle_Line_OU_away,Pinnacle_Odds_OU_away,5dimes_Line_OU_away,5dimes_Odds_OU_away,Heritage_Line_OU_away,Heritage_Odds_OU_away,Bovada_Line_OU_away,Bovada_Odds_OU_away,Betonline_Line_OU_away,Betonline_Odds_OU_away,Average_Line_OU_away,Average_Odds_OU_away,Best_Line_OU_away,Worst_Line_OU_away,Best_Odds_OU_away,Worst_Odds_OU_away,Pts_away,Spread_away,Result_away,Total_away,playoffs_away,home_team_bin_away,team_abbv_away
2019-02-23,home,Cleveland,Memphis,1610612739,21800885,54.4,-125.0,-113.0,-118.0,-120.0,-125.0,-122.0,-119.6,-113.0,-125.0,56.5,2.0,-117.0,-1.5,-102.0,-1.5,-105.0,-1.5,-105.0,-1.5,-110.0,-1.5,-113.0,-0.92,-108.67,2.0,-1.5,-102.0,-117.0,33.1,202.5,-110.0,209.0,-105.0,209.0,-107.0,209.0,-105.0,209.0,-105.0,209.0,-107.0,207.92,-106.5,209.0,202.5,-105.0,-110.0,112.0,5.0,W,219.0,0,True,CLE,201902230CLE,2019-02-23,away,Memphis,Cleveland,1610612763,21800885,45.6,105.0,102.0,108.0,100.0,105.0,102.0,103.4,108.0,100.0,43.5,-2.0,-103.0,1.5,-108.0,1.5,-105.0,1.5,-105.0,1.5,-110.0,1.5,-107.0,0.92,-106.33,1.5,-2.0,-103.0,-110.0,66.9,202.5,-110.0,209.0,-105.0,209.0,-103.0,209.0,-105.0,209.0,-115.0,209.0,-113.0,207.92,-108.5,209.0,202.5,-103.0,-115.0,107.0,-5.0,L,219.0,0,False,MEM
2019-02-23,home,Charlotte,Brooklyn,1610612766,21800884,39.5,-130.0,-158.0,-155.0,-155.0,-160.0,-160.0,-157.6,-155.0,-160.0,51.0,-1.5,-110.0,-3.5,-101.0,-3.5,-102.0,-3.0,-105.0,-3.5,-105.0,-3.5,-101.0,-3.08,-104.0,-1.5,-3.5,-101.0,-110.0,43.5,226.5,-110.0,228.0,-102.0,228.0,-105.0,228.0,-105.0,227.0,-110.0,228.0,-105.0,227.58,-106.17,228.0,226.5,-102.0,-110.0,115.0,-2.0,L,232.0,0,True,CHO,201902230CHO,2019-02-23,away,Brooklyn,Charlotte,1610612751,21800884,60.5,110.0,143.0,145.0,135.0,140.0,140.0,140.6,145.0,135.0,49.0,1.5,-110.0,3.5,-109.0,3.5,-108.0,3.0,-105.0,3.5,-115.0,3.5,-121.0,3.08,-111.33,3.5,1.5,-105.0,-121.0,56.5,226.5,-110.0,228.0,-108.0,228.0,-105.0,228.0,-105.0,227.0,-110.0,228.0,-115.0,227.58,-108.83,228.0,226.5,-105.0,-115.0,117.0,2.0,W,232.0,0,False,BRK
2019-02-23,home,Atlanta,Phoenix,1610612737,21800883,57.0,-145.0,-154.0,-155.0,-160.0,-165.0,-155.0,-157.8,-154.0,-165.0,59.6,-3.0,-105.0,-3.5,-100.0,-3.5,-102.0,-3.0,-105.0,-3.5,-105.0,-3.5,-105.0,-3.33,-103.67,-3.0,-3.5,-100.0,-105.0,38.7,233.0,-110.0,233.5,-105.0,234.0,-105.0,234.5,-105.0,234.0,-110.0,234.0,-109.0,233.83,-107.33,234.5,233.0,-105.0,-110.0,120.0,8.0,W,232.0,0,True,ATL,201902230ATL,2019-02-23,away,Phoenix,Atlanta,1610612756,21800883,43.0,125.0,139.0,145.0,140.0,145.0,135.0,140.8,145.0,135.0,40.4,3.0,-115.0,3.5,-110.0,3.5,-108.0,3.0,-105.0,3.5,-115.0,3.5,-115.0,3.33,-111.33,3.5,3.0,-105.0,-115.0,61.3,233.0,-110.0,233.5,-105.0,234.0,-105.0,234.5,-105.0,234.0,-110.0,234.0,-111.0,233.83,-107.67,234.5,233.0,-105.0,-111.0,112.0,-8.0,L,232.0,0,False,PHO
2019-02-23,home,Philadelphia,Portland,1610612755,21800882,47.7,-130.0,-123.0,-120.0,-125.0,-130.0,-133.0,-126.2,-120.0,-133.0,44.6,-2.0,-110.0,-1.5,-113.0,-1.5,-108.0,-2.0,-105.0,-2.0,-115.0,-2.0,-114.0,-1.83,-110.83,-1.5,-2.0,-105.0,-115.0,52.1,229.5,-110.0,230.0,-105.0,230.0,-105.0,230.0,-105.0,230.0,-110.0,230.0,-111.0,229.92,-107.67,230.0,229.5,-105.0,-111.0,115.0,-15.0,L,245.0,0,True,PHI,201902230PHI,2019-02-23,away,Portland,Philadelphia,1610612757,21800882,52.3,110.0,111.0,110.0,105.0,110.0,113.0,109.8,113.0,105.0,55.4,2.0,-110.0,1.5,-102.0,1.5,-102.0,2.0,-105.0,2.0,-105.0,2.0,-106.0,1.83,-105.0,2.0,1.5,-102.0,-110.0,47.9,229.5,-110.0,230.0,-105.0,230.0,-105.0,230.0,-105.0,230.0,-110.0,230.0,-109.0,229.92,-107.33,230.0,229.5,-105.0,-110.0,130.0,15.0,W,245.0,0,False,POR
2019-02-22,home,Oklahoma City,Utah,1610612760,21800881,63.6,-170.0,-169.0,-173.0,-185.0,-190.0,-175.0,-178.4,-169.0,-190.0,58.7,-3.5,-110.0,-4.0,-104.0,-4.0,-107.0,-4.0,-105.0,-4.5,-110.0,-4.0,-109.0,-4.0,-107.5,-3.5,-4.5,-104.0,-110.0,41.6,226.0,-110.0,227.0,-105.0,227.0,-105.0,227.0,-105.0,227.0,-105.0,227.0,-110.0,226.83,-106.67,227.0,226.0,-105.0,-110.0,148.0,1.0,W,295.0,0,True,OKC,201902220OKC,2019-02-22,away,Utah,Oklahoma City,1610612762,21800881,36.4,148.0,152.0,163.0,160.0,165.0,155.0,159.0,165.0,152.0,41.3,3.5,-110.0,4.0,-106.0,4.0,-103.0,4.0,-105.0,4.5,-110.0,4.0,-111.0,4.0,-107.5,4.5,3.5,-103.0,-111.0,58.4,226.0,-110.0,227.0,-105.0,227.0,-105.0,227.0,-105.0,227.0,-115.0,227.0,-110.0,226.83,-108.33,227.0,226.0,-105.0,-115.0,147.0,-1.0,L,295.0,0,False,UTA
2019-02-22,home,Dallas,Denver,1610612742,21800880,43.9,140.0,240.0,250.0,250.0,230.0,240.0,242.0,250.0,230.0,46.0,3.5,-105.0,7.0,-105.0,7.0,-105.0,7.0,-105.0,7.0,-105.0,7.0,-108.0,6.42,-105.5,7.0,3.5,-105.0,-108.0,46.9,218.5,-110.0,222.5,-105.0,223.0,-102.0,223.0,-105.0,223.0,-110.0,223.0,-115.0,222.17,-107.83,223.0,218.5,-102.0,-115.0,104.0,-10.0,L,218.0,0,True,DAL,201902220DAL,2019-02-22,away,Denver,Dallas,1610612743,21800880,56.1,-160.0,-271.0,-275.0,-310.0,-280.0,-285.0,-284.2,-271.0,-310.0,54.0,-3.5,-115.0,-7.0,-105.0,-7.0,-105.0,-7.0,-105.0,-7.0,-115.0,-7.0,-112.0,-6.42,-109.5,-3.5,-7.0,-105.0,-115.0,53.1,218.5,-110.0,222.5,-105.0,223.0,-108.0,223.0,-105.0,223.0,-110.0,223.0,-105.0,222.17,-107.17,223.0,218.5,-105.0,-110.0,114.0,10.0,W,218.0,0,False,DEN
2019-02-22,home,Memphis,L.A. Clippers,1610612763,21800879,42.4,105.0,133.0,135.0,130.0,130.0,129.0,131.4,135.0,129.0,39.0,2.0,-110.0,3.0,-106.0,3.0,-109.0,3.0,-105.0,3.0,-115.0,3.0,-110.0,2.83,-109.17,3.0,2.0,-105.0,-115.0,40.6,214.0,-110.0,217.0,-102.0,217.0,-105.0,217.0,-105.0,218.0,-115.0,217.5,-115.0,216.75,-108.67,218.0,214.0,-102.0,-115.0,106.0,-6.0,L,218.0,0,True,MEM,201902220MEM,2019-02-22,away,L.A. Clippers,Memphis,1610612746,21800879,57.6,-125.0,-147.0,-145.0,-150.0,-150.0,-149.0,-148.2,-145.0,-150.0,61.0,-2.0,-110.0,-3.0,-104.0,-3.0,-101.0,-3.0,-105.0,-3.0,-105.0,-3.0,-110.0,-2.83,-105.83,-2.0,-3.0,-101.0,-110.0,59.4,214.0,-110.0,217.0,-108.0,217.0,-105.0,217.0,-105.0,218.0,-105.0,217.5,-105.0,216.75,-106.33,218.0,214.0,-105.0,-110.0,112.0,6.0,W,218.0,0,False,LAC
2019-02-22,home,New York,Minnesota,1610612752,21800878,36.6,195.0,164.0,167.0,155.0,165.0,162.0,162.6,167.0,155.0,43.5,7.0,-110.0,4.0,-102.0,4.0,-105.0,4.0,-105.0,4.0,-110.0,4.5,-110.0,4.58,-107.0,7.0,4.0,-102.0,-110.0,42.4,220.0,-110.0,220.0,-105.0,219.5,-102.0,220.0,-105.0,220.0,-110.0,219.5,-110.0,219.83,-107.0,220.0,219.5,-102.0,-110.0,104.0,-11.0,L,219.0,0,True,NYK,201902220NYK,2019-02-22,away,Minnesota,New York,1610612750,21800878,63.4,-235.0,-182.0,-178.0,-180.0,-190.0,-182.0,-182.4,-178.0,-190.0,56.5,-7.0,-110.0,-4.0,-112.0,-4.0,-105.0,-4.0,-105.0,-4.0,-110.0,-4.5,-110.0,-4.58,-108.67,-4.0,-7.0,-105.0,-112.0,57.6,220.0,-110.0,220.0,-105.0,219.5,-108.0,220.0,-105.0,220.0,-110.0,219.5,-110.0,219.83,-108.0,220.0,219.5,-105.0,-110.0,115.0,11.0,W,219.0,0,False,MIN
2019-02-22,home,Atlanta,Detroit,1610612737,21800877,43.5,130.0,168.0,170.0,165.0,165.0,165.0,166.6,170.0,165.0,45.0,4.0,-110.0,4.5,-101.0,4.5,-102.0,4.5,-105.0,5.0,-115.0,4.5,-111.0,4.5,-107.33,5.0,4.0,-101.0,-115.0,42.1,223.0,-110.0,221.0,-105.0,221.5,-105.0,221.5,-105.0,221.0,-110.0,221.0,-110.0,221.5,-107.5,223.0,221.0,-105.0,-110.0,122.0,-3.0,L,247.0,0,True,ATL,201902220ATL,2019-02-22,away,Detroit,Atlanta,1610612765,21800877,56.5,-150.0,-186.0,-185.0,-190.0,-190.0,-190.0,-188.2,-185.0,-190.0,55.0,-4.0,-110.0,-4.5,-109.0,-4.5,-108.0,-4.5,-105.0,-5.0,-105.0,-4.5,-109.0,-4.5,-107.67,-4.0,-5.0,-105.0,-110.0,57.9,223.0,-110.0,221.0,-105.0,221.5,-105.0,221.5,-105.0,221.0,-110.0,221.0,-110.0,221.5,-107.5,223.0,221.0,-105.0,-110.0,125.0,3.0,W,247.0,0,False,DET
2019-02-22,home,Toronto,San Antonio,1610612761,21800876,48.2,-400.0,-357.0,-335.0,-400.0,-350.0,-400.0,-368.4,-335.0,-400.0,46.3,-8.5,-110.0,-8.0,-103.0,-8.0,-101.0,-8.0,-105.0,-8.0,-110.0,-8.0,-110.0,-8.08,-106.5,-8.0,-8.5,-101.0,-110.0,47.9,227.0,-100.0,226.5,-105.0,226.5,-105.0,226.5,-105.0,227.0,-110.0,226.0,-105.0,226.58,-105.0,227.0,226.0,-100.0,-110.0,120.0,3.0,W,237.0,0,True,TOR,201902220TOR,2019-02-22,away,San Antonio,Toronto,1610612759,21800876,51.8,317.0,311.0,305.0,320.0,275.0,330.0,308.2,330.0,275.0,53.7,8.5,-110.0,8.0,-107.0,8.0,-109.0,8.0,-105.0,8.0,-110.0,8.0,-110.0,8.08,-108.5,8.5,8.0,-105.0,-110.0,52.1,227.0,-121.0,226.5,-105.0,226.5,-105.0,226.5,-105.0,227.0,-110.0,226.0,-115.0,226.58,-110.17,227.0,226.0,-105.0,-121.0,117.0,-3.0,L,237.0,0,False,SAS
2019-02-22,home,Orlando,Chicago,1610612753,21800875,60.5,-350.0,-350.0,-330.0,-370.0,-360.0,-365.0,-355.0,-330.0,-370.0,52.9,-8.0,-110.0,-8.0,-106.0,-8.0,-108.0,-8.0,-105.0,-8.5,-105.0,-8.0,-115.0,-8.08,-108.17,-8.0,-8.5,-105.0,-115.0,49.3,217.0,-111.0,216.0,-105.0,216.0,-105.0,216.0,-105.0,216.0,-110.0,216.5,-110.0,216.25,-107.67,217.0,216.0,-105.0,-111.0,109.0,-1.0,L,219.0,0,True,ORL,201902220ORL,2019-02-22,away,Chicago,Orlando,1610612741,21800875,39.5,281.0,306.0,300.0,300.0,280.0,305.0,298.2,306.0,280.0,47.1,8.0,-110.0,8.0,-104.0,8.0,-102.0,8.0,-105.0,8.5,-115.0,8.0,-105.0,8.08,-106.83,8.5,8.0,-102.0,-115.0,50.7,217.0,-109.0,216.0,-105.0,216.0,-105.0,216.0,-105.0,216.0,-110.0,216.5,-110.0,216.25,-107.33,217.0,216.0,-105.0,-110.0,110.0,1.0,W,219.0,0,False,CHI
2019-02-22,home,Indiana,New Orleans,1610612754,21800874,58.6,-230.0,-195.0,-200.0,-215.0,-210.0,-210.0,-206.0,-195.0,-215.0,61.0,-4.5,-110.0,-5.0,-101.0,-5.0,-107.0,-5.0,-105.0,-5.5,-110.0,-5.0,-110.0,-5.0,-107.17,-4.5,-5.5,-101.0,-110.0,44.8,220.0,-110.0,223.5,-105.0,223.5,-105.0,223.5,-105.0,223.0,-110.0,223.0,-105.0,222.75,-106.67,223.5,220.0,-105.0,-110.0,126.0,15.0,W,237.0,0,True,IND,201902220IND,2019-02-22,away,New Orleans,Indiana,1610612740,21800874,41.4,192.0,175.0,185.0,185.0,175.0,180.0,180.0,185.0,175.0,39.0,4.5,-110.0,5.0,-109.0,5.0,-103.0,5.0,-105.0,5.5,-110.0,5.0,-110.0,5.0,-107.83,5.5,4.5,-103.0,-110.0,55.2,220.0,-110.0,223.5,-105.0,223.5,-105.0,223.5,-105.0,223.0,-110.0,223.0,-115.0,222.75,-108.33,223.5,220.0,-105.0,-115.0,111.0,-15.0,L,237.0,0,False,NOP
2019-02-22,home,Charlotte,Washington,1610612766,21800873,53.7,-220.0,-214.0,-200.0,-215.0,-220.0,-220.0,-213.8,-200.0,-220.0,60.7,-4.0,-110.0,-5.0,-107.0,-5.0,-103.0,-5.0,-105.0,-5.5,-105.0,-5.0,-115.0,-4.92,-107.5,-4.0,-5.5,-103.0,-115.0,41.6,230.0,-110.0,232.0,-113.0,232.0,-107.0,232.0,-105.0,232.0,-110.0,232.0,-110.0,231.67,-109.17,232.0,230.0,-105.0,-113.0,123.0,13.0,W,233.0,0,True,CHO,201902220CHO,2019-02-22,away,Washington,Charlotte,1610612764,21800873,46.3,184.0,192.0,185.0,185.0,180.0,190.0,186.4,192.0,180.0,39.3,4.0,-110.0,5.0,-103.0,5.0,-107.0,5.0,-105.0,5.5,-115.0,5.0,-105.0,4.92,-107.5,5.5,4.0,-103.0,-115.0,58.4,230.0,-110.0,232.0,-103.0,232.0,-103.0,232.0,-105.0,232.0,-110.0,232.0,-110.0,231.67,-106.83,232.0,230.0,-103.0,-110.0,110.0,-13.0,L,233.0,0,False,WAS
2019-02-21,home,L.A. Lakers,Houston,1610612747,21800872,58.2,105.0,136.0,135.0,125.0,125.0,130.0,130.2,136.0,125.0,42.9,2.0,-110.0,3.0,-103.0,3.0,-107.0,3.0,-105.0,3.0,-105.0,3.0,-104.0,2.83,-105.67,3.0,2.0,-103.0,-110.0,42.4,233.0,-110.0,233.0,-105.0,233.5,-103.0,234.0,-105.0,234.0,-110.0,233.5,-110.0,233.5,-107.17,234.0,233.0,-103.0,-110.0,111.0,5.0,W,217.0,0,True,LAL,201902210LAL,2019-02-21,away,Houston,L.A. Lakers,1610612745,21800872,41.8,-125.0,-150.0,-145.0,-145.0,-145.0,-150.0,-147.0,-145.0,-150.0,57.1,-2.0,-110.0,-3.0,-107.0,-3.0,-103.0,-3.0,-105.0,-3.0,-115.0,-3.0,-116.0,-2.83,-109.33,-2.0,-3.0,-103.0,-116.0,57.6,233.0,-110.0,233.0,-105.0,233.5,-107.0,234.0,-105.0,234.0,-110.0,233.5,-110.0,233.5,-107.83,234.0,233.0,-105.0,-110.0,106.0,-5.0,L,217.0,0,False,HOU
2019-02-21,home,Golden State,Sacramento,1610612744,21800871,52.1,,-811.0,-840.0,-885.0,-900.0,-900.0,-867.2,-811.0,-900.0,49.3,-11.5,-110.0,-12.5,-103.0,-12.0,-105.0,-12.0,-105.0,-12.0,-115.0,-12.5,-107.0,-12.08,-107.5,-11.5,-12.5,-103.0,-115.0,49.8,239.0,-110.0,239.0,-105.0,239.0,-105.0,238.5,-105.0,238.0,-105.0,238.5,-110.0,238.67,-106.67,239.0,238.0,-105.0,-110.0,125.0,2.0,W,248.0,0,True,GSW,201902210GSW,2019-02-21,away,Sacramento,Golden State,1610612758,21800871,47.9,,645.0,660.0,635.0,550.0,675.0,633.0,675.0,550.0,50.7,11.5,-110.0,12.5,-107.0,12.0,-105.0,12.0,-105.0,12.0,-105.0,12.5,-113.0,12.08,-107.5,12.5,11.5,-105.0,-113.0,50.2,239.0,-110.0,239.0,-105.0,239.0,-105.0,238.5,-105.0,238.0,-115.0,238.5,-110.0,238.67,-108.33,239.0,238.0,-105.0,-115.0,123.0,-2.0,L,248.0,0,False,SAC
2019-02-21,home,Milwaukee,Boston,1610612749,21800870,43.4,-205.0,-246.0,-250.0,-270.0,-240.0,-260.0,-253.2,-240.0,-270.0,49.4,-5.0,-110.0,-6.5,-102.0,-6.0,-108.0,-6.5,-105.0,-6.5,-110.0,-6.5,-110.0,-6.17,-107.5,-5.0,-6.5,-102.0,-110.0,45.2,228.0,-110.0,227.5,-102.0,227.5,-107.0,227.0,-105.0,228.0,-110.0,227.5,-110.0,227.58,-107.33,228.0,227.0,-102.0,-110.0,98.0,1.0,W,195.0,0,True,MIL,201902210MIL,2019-02-21,away,Boston,Milwaukee,1610612738,21800870,56.6,172.0,219.0,230.0,220.0,200.0,220.0,217.8,230.0,200.0,50.6,5.0,-110.0,6.5,-113.0,6.0,-102.0,6.5,-105.0,6.5,-110.0,6.5,-110.0,6.17,-108.33,6.5,5.0,-102.0,-113.0,54.8,228.0,-110.0,227.5,-108.0,227.5,-103.0,227.0,-105.0,228.0,-110.0,227.5,-110.0,227.58,-107.67,228.0,227.0,-103.0,-110.0,97.0,-1.0,L,195.0,0,False,BOS
2019-02-21,home,Brooklyn,Portland,1610612751,21800869,39.8,105.0,136.0,140.0,130.0,140.0,135.0,136.2,140.0,130.0,51.8,2.0,-110.0,3.0,-105.0,3.0,-103.0,3.0,-105.0,3.0,-105.0,3.0,-107.0,2.83,-105.83,3.0,2.0,-103.0,-110.0,36.8,230.5,-110.0,231.5,-105.0,231.5,-105.0,231.5,-105.0,231.0,-110.0,231.5,-105.0,231.25,-106.67,231.5,230.5,-105.0,-110.0,99.0,-14.0,L,212.0,0,True,BRK,201902210BRK,2019-02-21,away,Portland,Brooklyn,1610612757,21800869,60.2,-125.0,-150.0,-150.0,-150.0,-160.0,-155.0,-153.0,-150.0,-160.0,48.2,-2.0,-110.0,-3.0,-105.0,-3.0,-107.0,-3.0,-105.0,-3.0,-115.0,-3.0,-113.0,-2.83,-109.17,-2.0,-3.0,-105.0,-115.0,63.2,230.5,-110.0,231.5,-105.0,231.5,-105.0,231.5,-105.0,231.0,-110.0,231.5,-115.0,231.25,-108.33,231.5,230.5,-105.0,-115.0,113.0,14.0,W,212.0,0,False,POR
2019-02-21,home,Philadelphia,Miami,1610612755,21800868,62.6,-250.0,-237.0,-235.0,-245.0,-250.0,-240.0,-241.4,-235.0,-250.0,47.8,-7.5,-110.0,-5.5,-108.0,-5.5,-108.0,-5.5,-105.0,-6.0,-110.0,-5.5,-110.0,-5.92,-108.5,-5.5,-7.5,-105.0,-110.0,45.6,218.0,-110.0,220.0,-102.0,220.0,-103.0,220.0,-105.0,220.0,-105.0,220.0,-107.0,219.67,-105.33,220.0,218.0,-102.0,-110.0,106.0,4.0,W,208.0,0,True,PHI,201902210PHI,2019-02-21,away,Miami,Philadelphia,1610612748,21800868,37.4,207.0,211.0,215.0,205.0,210.0,200.0,208.2,215.0,200.0,52.2,7.5,-110.0,5.5,-102.0,5.5,-102.0,5.5,-105.0,6.0,-110.0,5.5,-110.0,5.92,-106.5,7.5,5.5,-102.0,-110.0,54.4,218.0,-110.0,220.0,-108.0,220.0,-107.0,220.0,-105.0,220.0,-115.0,220.0,-113.0,219.67,-109.67,220.0,218.0,-105.0,-115.0,102.0,-4.0,L,208.0,0,False,MIA
2019-02-21,home,Cleveland,Phoenix,1610612739,21800867,50.3,-115.0,-113.0,-110.0,-115.0,-120.0,-119.0,-115.4,-110.0,-120.0,47.2,-1.0,-110.0,-1.0,-107.0,-1.0,-103.0,-1.0,-105.0,-1.0,-115.0,-1.5,-110.0,-1.08,-108.33,-1.0,-1.5,-103.0,-115.0,35.8,219.0,-110.0,221.0,-105.0,221.5,-105.0,221.5,-105.0,221.0,-105.0,221.5,-110.0,220.92,-106.67,221.5,219.0,-105.0,-110.0,111.0,13.0,W,209.0,0,True,CLE,201902210CLE,2019-02-21,away,Phoenix,Cleveland,1610612756,21800867,49.7,-105.0,102.0,100.0,-105.0,100.0,-101.0,19.2,102.0,-105.0,52.8,1.0,-110.0,1.0,-103.0,1.0,-107.0,1.0,-105.0,1.0,-105.0,1.5,-110.0,1.08,-106.67,1.5,1.0,-103.0,-110.0,64.2,219.0,-110.0,221.0,-105.0,221.5,-105.0,221.5,-105.0,221.0,-115.0,221.5,-110.0,220.92,-108.33,221.5,219.0,-105.0,-115.0,98.0,-13.0,L,209.0,0,False,PHO
2019-02-14,home,New Orleans,Oklahoma City,1610612740,21800866,32.8,135.0,162.0,167.0,170.0,180.0,160.0,167.8,180.0,160.0,34.9,3.5,-110.0,4.0,-100.0,4.5,-108.0,4.5,-105.0,5.5,-105.0,4.0,-107.0,4.33,-105.83,5.5,3.5,-100.0,-110.0,60.3,237.0,-110.0,238.5,-106.0,238.5,-105.0,238.5,-105.0,238.0,-110.0,238.0,-106.0,238.08,-107.0,238.5,237.0,-105.0,-110.0,131.0,9.0,W,253.0,0,True,NOP,201902140NOP,2019-02-14,away,Oklahoma City,New Orleans,1610612760,21800866,67.2,-155.0,-179.0,-178.0,-195.0,-220.0,-180.0,-190.4,-178.0,-220.0,65.1,-3.5,-110.0,-4.0,-110.0,-4.5,-102.0,-4.5,-105.0,-5.5,-115.0,-4.0,-113.0,-4.33,-109.17,-3.5,-5.5,-102.0,-115.0,39.7,237.0,-110.0,238.5,-104.0,238.5,-105.0,238.5,-105.0,238.0,-110.0,238.0,-114.0,238.08,-108.0,238.5,237.0,-104.0,-114.0,122.0,-9.0,L,253.0,0,False,OKC
2019-02-14,home,Atlanta,New York,1610612737,21800865,52.0,-290.0,-314.0,-320.0,-340.0,-330.0,-325.0,-325.8,-314.0,-340.0,59.1,-6.5,-115.0,-7.5,-106.0,-7.5,-108.0,-7.5,-105.0,-8.0,-105.0,-7.5,-113.0,-7.42,-108.67,-6.5,-8.0,-105.0,-115.0,54.2,224.0,-110.0,227.5,-105.0,227.5,-103.0,227.0,-105.0,226.0,-105.0,226.5,-107.0,226.42,-105.83,227.5,224.0,-103.0,-110.0,91.0,-15.0,L,197.0,0,True,ATL,201902140ATL,2019-02-14,away,New York,Atlanta,1610612752,21800865,48.0,237.0,276.0,290.0,270.0,265.0,270.0,274.2,290.0,265.0,40.9,6.5,-105.0,7.5,-104.0,7.5,-102.0,7.5,-105.0,8.0,-115.0,7.5,-107.0,7.42,-106.33,8.0,6.5,-102.0,-115.0,45.8,224.0,-110.0,227.5,-105.0,227.5,-107.0,227.0,-105.0,226.0,-115.0,226.5,-113.0,226.42,-109.17,227.5,224.0,-105.0,-115.0,106.0,15.0,W,197.0,0,False,NYK
2019-02-14,home,Orlando,Charlotte,1610612753,21800864,50.9,-150.0,-170.0,-165.0,-170.0,-170.0,-168.0,-168.6,-165.0,-170.0,58.0,-3.0,-110.0,-4.0,-110.0,-4.0,-102.0,-4.0,-105.0,-4.5,-105.0,-4.0,-111.0,-3.92,-107.17,-3.0,-4.5,-102.0,-111.0,35.1,215.0,-110.0,215.0,-102.0,215.5,-105.0,215.0,-105.0,216.0,-115.0,215.0,-108.0,215.25,-107.5,216.0,215.0,-102.0,-115.0,127.0,38.0,W,216.0,0,True,ORL,201902140ORL,2019-02-14,away,Charlotte,Orlando,1610612766,21800864,49.1,130.0,153.0,155.0,150.0,150.0,148.0,151.2,155.0,148.0,42.0,3.0,-110.0,4.0,-100.0,4.0,-108.0,4.0,-105.0,4.5,-115.0,4.0,-109.0,3.92,-107.83,4.5,3.0,-100.0,-115.0,64.9,215.0,-110.0,215.0,-108.0,215.5,-105.0,215.0,-105.0,216.0,-105.0,215.0,-112.0,215.25,-107.5,216.0,215.0,-105.0,-112.0,89.0,-38.0,L,216.0,0,False,CHO
