Date_home,Location_home,Team_home,OppTeam_home,TeamId_home,GameId_home,PercentBet_ML_home,Open_Line_ML_home,Pinnacle_ML_home,5dimes_ML_home,Heritage_ML_home,Bovada_ML_home,Betonline_ML_home,Average_Line_ML_home,Best_Line_ML_home,Worst_Line_ML_home,PercentBet_Spread_home,Open_Line_Spread_home,Open_Odds_Spread_home,Pinnacle_Line_Spread_home,Pinnacle_Odds_Spread_home,5dimes_Line_Spread_home,5dimes_Odds_Spread_home,Heritage_Line_Spread_home,Heritage_Odds_Spread_home,Bovada_Line_Spread_home,Bovada_Odds_Spread_home,Betonline_Line_Spread_home,Betonline_Odds_Spread_home,Average_Line_Spread_home,Average_Odds_Spread_home,Best_Line_Spread_home,Worst_Line_Spread_home,Best_Odds_Spread_home,Worst_Odds_Spread_home,PercentBet_OU_home,Open_Line_OU_home,Open_Odds_OU_home,Pinnacle_Line_OU_home,Pinnacle_Odds_OU_home,5dimes_Line_OU_home,5dimes_Odds_OU_home,Heritage_Line_OU_home,Heritage_Odds_OU_home,Bovada_Line_OU_home,Bovada_Odds_OU_home,Betonline_Line_OU_home,Betonline_Odds_OU_home,Average_Line_OU_home,Average_Odds_OU_home,Best_Line_OU_home,Worst_Line_OU_home,Best_Odds_OU_home,Worst_Odds_OU_home,Pts_home,Spread_home,Result_home,Total_home,playoffs_home,home_team_bin_home,team_abbv_home,game_code,Date_away,Location_away,Team_away,OppTeam_away,TeamId_away,GameId_away,PercentBet_ML_away,Open_Line_ML_away,Pinnacle_ML_away,5dimes_ML_away,Heritage_ML_away,Bovada_ML_away,Betonline_ML_away,Average_Line_ML_away,Best_Line_ML_away,Worst_Line_ML_away,PercentBet_Spread_away,Open_Line_Spread_away,Open_Odds_Spread_away,Pinnacle_Line_Spread_away,Pinnacle_Odds_Spread_away,5dimes_Line_Spread_away,5dimes_Odds_Spread_away,Heritage_Line_Spread_away,Heritage_Odds_Spread_away,Bovada_Line_Spread_away,Bovada_Odds_Spread_away,Betonline_Line_Spread_away,Betonline_Odds_Spread_away,Average_Line_Spread_away,Average_Odds_Spread_away,Best_Line_Spread_away,Worst_Line_Spread_away,Best_Odds_Spread_away,Worst_Odds_Spread_away,PercentBet_OU_away,Open_Line_OU_away,Open_Odds_OU_away,Pinnacle_Line_OU_away,Pinnacle_Odds_OU_away,5dimes_Line_OU_away,5dimes_Odds_OU_away,Heritage_Line_OU_away,Heritage_Odds_OU_away,Bovada_Line_OU_away,Bovada_Odds_OU_away,Betonline_Line_OU_away,Betonline_Odds_OU_away,Average_Line_OU_away,Average_Odds_OU_away,Best_Line_OU_away,Worst_Line_OU_away,Best_Odds_OU_away,Worst_Odds_OU_away,Pts_away,Spread_away,Result_away,Total_away,playoffs_away,home_team_bin_away,team_abbv_away
2018-11-17,home,Dallas,Golden State,1610612742,21800232,44.8,155.0,107.0,110.0,105.0,,107.0,107.25,110.0,105.0,43.7,3.5,-110.0,1.5,-104.0,1.5,-102.0,1.5,-105.0,2.5,-110.0,2.0,-116.0,2.08,-107.83,3.5,1.5,-102.0,-116.0,43.5,216.5,-110.0,215.5,-109.0,215.5,-108.0,,,216.0,-110.0,215.5,-110.0,215.8,-109.4,216.5,215.5,-108.0,-110.0,112.0,3.0,W,221.0,0,True,DAL,201811170DAL,2018-11-17,away,Golden State,Dallas,1610612744,21800232,55.2,-180.0,-118.0,-120.0,-125.0,,-127.0,-122.5,-118.0,-127.0,56.3,-3.5,-110.0,-1.5,-106.0,-1.5,-108.0,-1.5,-105.0,-2.5,-110.0,-2.0,-104.0,-2.08,-107.17,-1.5,-3.5,-104.0,-110.0,56.5,216.5,-110.0,215.5,-101.0,215.5,-102.0,,,216.0,-110.0,215.5,-110.0,215.8,-106.6,216.5,215.5,-101.0,-110.0,109.0,-3.0,L,221.0,0,False,GSW
2018-11-17,home,Houston,Sacramento,1610612745,21800231,41.1,-1100.0,-892.0,-930.0,-910.0,-1000.0,-900.0,-926.4,-892.0,-1000.0,46.2,,,-12.0,-110.0,-12.0,-108.0,-12.0,-105.0,-12.0,-105.0,-12.0,-110.0,-12.0,-107.6,-12.0,-12.0,-105.0,-110.0,39.7,218.5,-110.0,220.0,-107.0,219.5,-102.0,220.0,-105.0,220.0,-115.0,220.0,-110.0,219.67,-108.17,220.0,218.5,-102.0,-115.0,132.0,20.0,W,244.0,0,True,HOU,201811170HOU,2018-11-17,away,Sacramento,Houston,1610612758,21800231,58.9,711.0,698.0,730.0,660.0,600.0,675.0,672.6,730.0,600.0,53.8,,,12.0,-100.0,12.0,-102.0,12.0,-105.0,12.0,-115.0,12.0,-110.0,12.0,-106.4,12.0,12.0,-100.0,-115.0,60.3,218.5,-110.0,220.0,-103.0,219.5,-108.0,220.0,-105.0,220.0,-105.0,220.0,-110.0,219.67,-106.83,220.0,218.5,-103.0,-110.0,112.0,-20.0,L,244.0,0,False,SAC
2018-11-17,home,Chicago,Toronto,1610612741,21800230,48.2,281.0,382.0,405.0,420.0,375.0,410.0,398.4,420.0,375.0,45.7,,,9.5,-110.0,9.5,-106.0,9.5,-105.0,10.0,-110.0,9.5,-110.0,9.6,-108.2,10.0,9.5,-105.0,-110.0,59.3,216.5,-110.0,214.5,-101.0,214.5,-104.0,215.0,-105.0,214.0,-105.0,214.5,-106.0,214.83,-105.17,216.5,214.0,-101.0,-110.0,83.0,-39.0,L,205.0,0,True,CHI,201811170CHI,2018-11-17,away,Toronto,Chicago,1610612761,21800230,51.8,-350.0,-447.0,-455.0,-545.0,-550.0,-505.0,-500.4,-447.0,-550.0,54.3,,,-9.5,-100.0,-9.5,-104.0,-9.5,-105.0,-10.0,-110.0,-9.5,-110.0,-9.6,-105.8,-9.5,-10.0,-100.0,-110.0,40.7,216.5,-110.0,214.5,-109.0,214.5,-106.0,215.0,-105.0,214.0,-115.0,214.5,-114.0,214.83,-109.83,216.5,214.0,-105.0,-115.0,122.0,39.0,W,205.0,0,False,TOR
2018-11-17,home,Boston,Utah,1610612738,21800229,61.1,-180.0,-168.0,-170.0,-170.0,,-170.0,-169.5,-168.0,-170.0,57.7,-4.5,-110.0,-3.5,-110.0,-4.0,-105.0,-4.0,-105.0,-4.5,-105.0,-3.5,-110.0,-4.0,-107.5,-3.5,-4.5,-105.0,-110.0,57.7,208.5,-110.0,207.0,-102.0,,,207.0,-105.0,,,207.0,-110.0,207.38,-106.75,208.5,207.0,-102.0,-110.0,86.0,-12.0,L,184.0,0,True,BOS,201811170BOS,2018-11-17,away,Utah,Boston,1610612762,21800229,38.9,155.0,151.0,160.0,150.0,,150.0,152.75,160.0,150.0,42.3,4.5,-110.0,3.5,-100.0,4.0,-105.0,4.0,-105.0,4.5,-115.0,3.5,-110.0,4.0,-107.5,4.5,3.5,-100.0,-115.0,42.3,208.5,-110.0,207.0,-108.0,,,207.0,-105.0,,,207.0,-110.0,207.38,-108.25,208.5,207.0,-105.0,-110.0,98.0,12.0,W,184.0,0,False,UTA
2018-11-17,home,New Orleans,Denver,1610612740,21800228,52.1,-120.0,-110.0,-103.0,-110.0,-115.0,-107.0,-109.0,-103.0,-115.0,56.1,1.0,-110.0,1.0,-116.0,-1.0,-100.0,0.0,-105.0,0.0,-110.0,1.0,-115.0,0.33,-109.33,1.0,-1.0,-100.0,-116.0,39.8,225.0,-110.0,226.5,-101.0,227.0,-105.0,227.5,-105.0,227.0,-110.0,226.5,-105.0,226.58,-106.0,227.5,225.0,-101.0,-110.0,125.0,10.0,W,240.0,0,True,NOP,201811170NOP,2018-11-17,away,Denver,New Orleans,1610612743,21800228,47.9,100.0,-100.0,-107.0,-110.0,-105.0,-113.0,-107.0,-100.0,-113.0,43.9,-1.0,-110.0,-1.0,-105.0,1.0,-110.0,0.0,-105.0,0.0,-110.0,-1.0,-105.0,-0.33,-107.5,1.0,-1.0,-105.0,-110.0,60.2,225.0,-110.0,226.5,-109.0,227.0,-105.0,227.5,-105.0,227.0,-110.0,226.5,-115.0,226.58,-109.0,227.5,225.0,-105.0,-115.0,115.0,-10.0,L,240.0,0,False,DEN
2018-11-17,home,Orlando,L.A. Lakers,1610612753,21800227,38.3,166.0,151.0,160.0,155.0,160.0,155.0,156.2,160.0,151.0,45.3,5.0,-110.0,4.0,-109.0,4.0,-105.0,4.0,-105.0,4.5,-115.0,4.0,-113.0,4.25,-109.5,5.0,4.0,-105.0,-115.0,45.4,222.0,-110.0,222.0,-104.0,222.0,-104.0,223.0,-105.0,223.0,-115.0,222.0,-110.0,222.33,-108.0,223.0,222.0,-104.0,-115.0,130.0,13.0,W,247.0,0,True,ORL,201811170ORL,2018-11-17,away,L.A. Lakers,Orlando,1610612747,21800227,61.7,-195.0,-167.0,-170.0,-180.0,-180.0,-175.0,-174.4,-167.0,-180.0,54.7,-5.0,-110.0,-4.0,-101.0,-4.0,-105.0,-4.0,-105.0,-4.5,-105.0,-4.0,-107.0,-4.25,-105.5,-4.0,-5.0,-101.0,-110.0,54.6,222.0,-110.0,222.0,-106.0,222.0,-106.0,223.0,-105.0,223.0,-105.0,222.0,-110.0,222.33,-107.0,223.0,222.0,-105.0,-110.0,117.0,-13.0,L,247.0,0,False,LAL
2018-11-17,home,Indiana,Atlanta,1610612754,21800226,50.8,-1100.0,-698.0,-710.0,-715.0,-750.0,-700.0,-714.6,-698.0,-750.0,46.8,-12.5,-110.0,-11.0,-110.0,-11.0,-108.0,-11.0,-105.0,-11.0,-110.0,-11.5,-110.0,-11.33,-108.83,-11.0,-12.5,-105.0,-110.0,49.2,219.0,-110.0,219.0,-102.0,,,219.0,-105.0,219.0,-110.0,219.0,-110.0,219.0,-107.4,219.0,219.0,-102.0,-110.0,97.0,8.0,W,186.0,0,True,IND,201811170IND,2018-11-17,away,Atlanta,Indiana,1610612737,21800226,49.2,711.0,568.0,575.0,540.0,475.0,535.0,538.6,575.0,475.0,53.2,12.5,-110.0,11.0,-100.0,11.0,-102.0,11.0,-105.0,11.0,-110.0,11.5,-110.0,11.33,-106.17,12.5,11.0,-100.0,-110.0,50.8,219.0,-110.0,219.0,-108.0,,,219.0,-105.0,219.0,-110.0,219.0,-110.0,219.0,-108.6,219.0,219.0,-105.0,-110.0,89.0,-8.0,L,186.0,0,False,ATL
2018-11-17,home,Charlotte,Philadelphia,1610612766,21800225,42.0,-130.0,-145.0,-138.0,-145.0,-140.0,-145.0,-142.6,-138.0,-145.0,57.0,-2.0,-110.0,-3.0,-103.0,-2.5,-109.0,-3.0,-105.0,-3.0,-105.0,-3.0,-107.0,-2.75,-106.5,-2.0,-3.0,-103.0,-110.0,51.0,226.0,-110.0,225.0,-101.0,225.0,-104.0,,,225.0,-110.0,225.0,-110.0,225.2,-107.0,226.0,225.0,-101.0,-110.0,119.0,-3.0,L,241.0,0,True,CHO,201811170CHO,2018-11-17,away,Philadelphia,Charlotte,1610612755,21800225,58.0,110.0,131.0,128.0,125.0,120.0,125.0,125.8,131.0,120.0,43.0,2.0,-110.0,3.0,-107.0,2.5,-101.0,3.0,-105.0,3.0,-115.0,3.0,-113.0,2.75,-108.5,3.0,2.0,-101.0,-115.0,49.0,226.0,-110.0,225.0,-109.0,225.0,-106.0,,,225.0,-110.0,225.0,-110.0,225.2,-109.0,226.0,225.0,-106.0,-110.0,122.0,3.0,W,241.0,0,False,PHI
2018-11-17,home,Brooklyn,L.A. Clippers,1610612751,21800224,45.6,203.0,162.0,167.0,,165.0,155.0,162.25,167.0,155.0,51.6,6.0,-110.0,4.0,-102.0,4.0,-102.0,4.0,-105.0,4.5,-110.0,4.0,-110.0,4.42,-106.5,6.0,4.0,-102.0,-110.0,43.3,221.0,-110.0,222.0,-109.0,221.5,-104.0,,,222.0,-110.0,222.0,-110.0,221.7,-108.6,222.0,221.0,-104.0,-110.0,119.0,-8.0,L,246.0,0,True,BRK,201811170BRK,2018-11-17,away,L.A. Clippers,Brooklyn,1610612746,21800224,54.4,-245.0,-180.0,-178.0,,-190.0,-175.0,-180.75,-175.0,-190.0,48.4,-6.0,-110.0,-4.0,-108.0,-4.0,-108.0,-4.0,-105.0,-4.5,-110.0,-4.0,-110.0,-4.42,-108.5,-4.0,-6.0,-105.0,-110.0,56.7,221.0,-110.0,222.0,-101.0,221.5,-106.0,,,222.0,-110.0,222.0,-110.0,221.7,-107.4,222.0,221.0,-101.0,-110.0,127.0,8.0,W,246.0,0,False,LAC
2018-11-16,home,Milwaukee,Chicago,1610612749,21800223,45.3,-1500.0,-1346.0,-1450.0,-1495.0,-2000.0,-1700.0,-1598.2,-1346.0,-2000.0,52.9,-13.5,-110.0,-14.5,-101.0,-14.5,-107.0,-14.5,-105.0,-14.5,-110.0,-14.5,-113.0,-14.33,-107.67,-13.5,-14.5,-101.0,-113.0,44.4,223.0,-110.0,,,225.5,-108.0,225.5,-105.0,226.0,-115.0,225.5,-107.0,225.1,-109.0,226.0,223.0,-105.0,-115.0,123.0,19.0,W,227.0,0,True,MIL,201811160MIL,2018-11-16,away,Chicago,Milwaukee,1610612741,21800223,54.7,876.0,969.0,1150.0,1045.0,950.0,1075.0,1037.8,1150.0,950.0,47.1,13.5,-110.0,14.5,-109.0,14.5,-103.0,14.5,-105.0,14.5,-110.0,14.5,-107.0,14.33,-107.33,14.5,13.5,-103.0,-110.0,55.6,223.0,-110.0,,,225.5,-102.0,225.5,-105.0,226.0,-105.0,225.5,-113.0,225.1,-107.0,226.0,223.0,-102.0,-113.0,104.0,-19.0,L,227.0,0,False,CHI
2018-11-16,home,New Orleans,New York,1610612740,21800222,47.9,-600.0,,-700.0,-725.0,-800.0,-710.0,-733.75,-700.0,-800.0,50.8,-10.0,-110.0,-11.0,-105.0,-11.0,-105.0,-11.0,-105.0,-11.0,-115.0,-11.0,-105.0,-10.83,-107.5,-10.0,-11.0,-105.0,-115.0,47.9,227.5,-110.0,227.5,-104.0,227.0,-105.0,227.5,-105.0,227.0,-110.0,227.0,-110.0,227.25,-107.33,227.5,227.0,-104.0,-110.0,129.0,5.0,W,253.0,0,True,NOP,201811160NOP,2018-11-16,away,New York,New Orleans,1610612752,21800222,52.1,447.0,,568.0,550.0,500.0,545.0,540.75,568.0,500.0,49.2,10.0,-110.0,11.0,-105.0,11.0,-105.0,11.0,-105.0,11.0,-105.0,11.0,-115.0,10.83,-107.5,11.0,10.0,-105.0,-115.0,52.1,227.5,-110.0,227.5,-106.0,227.0,-105.0,227.5,-105.0,227.0,-110.0,227.0,-110.0,227.25,-107.67,227.5,227.0,-105.0,-110.0,124.0,-5.0,L,253.0,0,False,NYK
2018-11-16,home,Minnesota,Portland,1610612750,21800221,50.2,100.0,-113.0,-117.0,-120.0,-120.0,-122.0,-118.4,-113.0,-122.0,49.4,1.0,-110.0,-1.0,-106.0,-1.5,-102.0,-1.5,-105.0,-1.5,-110.0,-1.5,-110.0,-1.0,-107.17,1.0,-1.5,-102.0,-110.0,44.4,223.5,-110.0,225.0,-108.0,225.0,-105.0,225.0,-105.0,224.0,-105.0,225.0,-110.0,224.58,-107.17,225.0,223.5,-105.0,-110.0,112.0,16.0,W,208.0,0,True,MIN,201811160MIN,2018-11-16,away,Portland,Minnesota,1610612757,21800221,49.8,-120.0,102.0,107.0,100.0,100.0,102.0,102.2,107.0,100.0,50.6,-1.0,-110.0,1.0,-104.0,1.5,-108.0,1.5,-105.0,1.5,-110.0,1.5,-110.0,1.0,-107.83,1.5,-1.0,-104.0,-110.0,55.6,223.5,-110.0,225.0,-102.0,225.0,-105.0,225.0,-105.0,224.0,-115.0,225.0,-110.0,224.58,-107.83,225.0,223.5,-102.0,-115.0,96.0,-16.0,L,208.0,0,False,POR
2018-11-16,home,Memphis,Sacramento,1610612763,21800220,43.0,-260.0,-253.0,-250.0,-265.0,-260.0,-255.0,-256.6,-250.0,-265.0,42.1,-6.0,-110.0,-6.5,-106.0,-6.5,-105.0,-6.5,-105.0,-6.5,-110.0,-6.5,-110.0,-6.42,-107.67,-6.0,-6.5,-105.0,-110.0,50.8,212.0,-110.0,212.0,-107.0,212.0,-105.0,212.0,-105.0,212.0,-105.0,212.0,-112.0,212.0,-107.33,212.0,212.0,-105.0,-112.0,112.0,8.0,W,216.0,0,True,MEM,201811160MEM,2018-11-16,away,Sacramento,Memphis,1610612758,21800220,57.0,215.0,225.0,230.0,215.0,215.0,215.0,220.0,230.0,215.0,57.9,6.0,-110.0,6.5,-104.0,6.5,-105.0,6.5,-105.0,6.5,-110.0,6.5,-110.0,6.42,-107.33,6.5,6.0,-104.0,-110.0,49.2,212.0,-110.0,212.0,-103.0,212.0,-105.0,212.0,-105.0,212.0,-115.0,212.0,-108.0,212.0,-107.67,212.0,212.0,-103.0,-115.0,104.0,-8.0,L,216.0,0,False,SAC
2018-11-16,home,Washington,Brooklyn,1610612764,21800219,50.9,-285.0,-252.0,-235.0,-265.0,-260.0,-245.0,-251.4,-235.0,-265.0,55.4,-6.5,-110.0,-6.0,-110.0,-6.0,-107.0,-6.0,-105.0,-6.5,-110.0,-6.0,-110.0,-6.17,-108.67,-6.0,-6.5,-105.0,-110.0,35.4,220.5,-110.0,224.0,-107.0,224.0,-105.0,224.0,-105.0,224.0,-105.0,224.0,-115.0,223.42,-107.83,224.0,220.5,-105.0,-115.0,104.0,-11.0,L,219.0,0,True,WAS,201811160WAS,2018-11-16,away,Brooklyn,Washington,1610612751,21800219,49.1,234.0,224.0,215.0,215.0,215.0,205.0,214.8,224.0,205.0,44.6,6.5,-110.0,6.0,-100.0,6.0,-103.0,6.0,-105.0,6.5,-110.0,6.0,-110.0,6.17,-106.33,6.5,6.0,-100.0,-110.0,64.6,220.5,-110.0,224.0,-103.0,224.0,-105.0,224.0,-105.0,224.0,-115.0,224.0,-105.0,223.42,-107.17,224.0,220.5,-103.0,-115.0,115.0,11.0,W,219.0,0,False,BRK
2018-11-16,home,Philadelphia,Utah,1610612755,21800218,61.7,-145.0,,-140.0,-150.0,-165.0,,-151.67,-140.0,-165.0,57.7,-2.5,-110.0,-2.5,-113.0,-2.5,-105.0,-2.5,-105.0,-3.5,-110.0,-2.5,-110.0,-2.67,-108.83,-2.5,-3.5,-105.0,-113.0,49.5,216.5,-110.0,216.0,-108.0,216.5,-108.0,216.0,-105.0,216.0,-105.0,216.0,-110.0,216.17,-107.67,216.5,216.0,-105.0,-110.0,113.0,6.0,W,220.0,0,True,PHI,201811160PHI,2018-11-16,away,Utah,Philadelphia,1610612762,21800218,38.3,125.0,,130.0,130.0,145.0,,135.0,145.0,130.0,42.3,2.5,-110.0,2.5,-102.0,2.5,-105.0,2.5,-105.0,3.5,-110.0,2.5,-110.0,2.67,-107.0,3.5,2.5,-102.0,-110.0,50.5,216.5,-110.0,216.0,-102.0,216.5,-102.0,216.0,-105.0,216.0,-115.0,216.0,-110.0,216.17,-107.33,216.5,216.0,-102.0,-115.0,107.0,-6.0,L,220.0,0,False,UTA
2018-11-16,home,Indiana,Miami,1610612754,21800217,55.0,-185.0,-205.0,-210.0,-210.0,-225.0,-210.0,-212.0,-205.0,-225.0,51.2,-4.5,-110.0,-5.0,-105.0,-5.0,-103.0,-5.0,-105.0,-5.5,-110.0,-5.0,-110.0,-5.0,-107.17,-4.5,-5.5,-103.0,-110.0,44.4,212.0,-110.0,213.5,-100.0,213.5,-103.0,214.5,-105.0,214.0,-105.0,214.0,-115.0,213.58,-106.33,214.5,212.0,-100.0,-115.0,99.0,8.0,W,190.0,0,True,IND,201811160IND,2018-11-16,away,Miami,Indiana,1610612748,21800217,45.0,160.0,184.0,190.0,180.0,185.0,180.0,183.8,190.0,180.0,48.8,4.5,-110.0,5.0,-105.0,5.0,-107.0,5.0,-105.0,5.5,-110.0,5.0,-110.0,5.0,-107.83,5.5,4.5,-105.0,-110.0,55.6,212.0,-110.0,213.5,-110.0,213.5,-107.0,214.5,-105.0,214.0,-115.0,214.0,-105.0,213.58,-108.67,214.5,212.0,-105.0,-115.0,91.0,-8.0,L,190.0,0,False,MIA
2018-11-16,home,Boston,Toronto,1610612738,21800216,60.1,-120.0,-120.0,-125.0,-130.0,-140.0,-130.0,-129.0,-120.0,-140.0,54.8,-1.5,-110.0,-2.0,-101.0,-2.0,-101.0,-2.0,-105.0,-2.5,-105.0,-2.0,-105.0,-2.0,-104.5,-1.5,-2.5,-101.0,-110.0,47.9,214.0,-110.0,218.0,-103.0,218.0,-105.0,218.0,-105.0,219.0,-115.0,,,217.4,-107.6,219.0,214.0,-103.0,-115.0,123.0,7.0,W,239.0,0,True,BOS,201811160BOS,2018-11-16,away,Toronto,Boston,1610612761,21800216,39.9,100.0,109.0,115.0,110.0,120.0,110.0,112.8,120.0,109.0,45.2,1.5,-110.0,2.0,-111.0,2.0,-109.0,2.0,-105.0,2.5,-115.0,2.0,-115.0,2.0,-110.83,2.5,1.5,-105.0,-115.0,52.1,214.0,-110.0,218.0,-107.0,218.0,-105.0,218.0,-105.0,219.0,-105.0,,,217.4,-106.4,219.0,214.0,-105.0,-110.0,116.0,-7.0,L,239.0,0,False,TOR
2018-11-15,home,L.A. Clippers,San Antonio,1610612746,21800215,40.4,-210.0,,-250.0,-275.0,-245.0,,-256.67,-245.0,-275.0,45.7,-5.0,-110.0,-6.0,-108.0,-6.0,-106.0,-6.5,-105.0,-6.0,-115.0,-6.0,-112.0,-5.92,-109.33,-5.0,-6.5,-105.0,-115.0,50.2,219.5,-110.0,217.0,-107.0,217.0,-102.0,217.0,-105.0,217.0,-105.0,217.5,-112.0,217.5,-106.83,219.5,217.0,-102.0,-112.0,116.0,5.0,W,227.0,0,True,LAC,201811150LAC,2018-11-15,away,San Antonio,L.A. Clippers,1610612759,21800215,59.6,176.0,,230.0,225.0,205.0,,220.0,230.0,205.0,54.3,5.0,-110.0,6.0,-102.0,6.0,-104.0,6.5,-105.0,6.0,-105.0,6.0,-108.0,5.92,-105.67,6.5,5.0,-102.0,-110.0,49.8,219.5,-110.0,217.0,-103.0,217.0,-108.0,217.0,-105.0,217.0,-115.0,217.5,-108.0,217.5,-108.17,219.5,217.0,-103.0,-115.0,111.0,-5.0,L,227.0,0,False,SAS
2018-11-15,home,Denver,Atlanta,1610612743,21800214,49.5,-1200.0,-1130.0,-1100.0,-1220.0,-1400.0,,-1212.5,-1100.0,-1400.0,54.8,-12.5,-110.0,-14.0,-102.0,-14.0,-102.0,-14.0,-105.0,-14.0,-105.0,-14.0,-108.0,-13.75,-105.33,-12.5,-14.0,-102.0,-110.0,53.8,223.0,-110.0,222.5,-101.0,222.5,-102.0,223.0,-105.0,223.0,-115.0,220.5,-117.0,222.42,-108.33,223.0,220.5,-101.0,-117.0,138.0,45.0,W,231.0,0,True,DEN,201811150DEN,2018-11-15,away,Atlanta,Denver,1610612737,21800214,50.5,755.0,846.0,900.0,870.0,750.0,,841.5,900.0,750.0,45.2,12.5,-110.0,14.0,-108.0,14.0,-108.0,14.0,-105.0,14.0,-115.0,14.0,-112.0,13.75,-109.67,14.0,12.5,-105.0,-115.0,46.2,223.0,-110.0,222.5,-111.0,222.5,-108.0,223.0,-105.0,223.0,-105.0,220.5,-137.0,222.42,-112.67,223.0,220.5,-105.0,-137.0,93.0,-45.0,L,231.0,0,False,ATL
2018-11-15,home,Houston,Golden State,1610612745,21800213,39.4,-110.0,-174.0,-175.0,-180.0,-160.0,,-172.25,-160.0,-180.0,52.0,0.0,-110.0,-4.0,-113.0,-4.5,-102.0,-4.5,-105.0,-4.0,-110.0,-4.0,-115.0,-3.5,-109.17,0.0,-4.5,-102.0,-115.0,46.0,220.0,-110.0,217.5,-108.0,217.5,-108.0,217.5,-105.0,218.0,-105.0,217.5,-110.0,218.0,-107.67,220.0,217.5,-105.0,-110.0,107.0,21.0,W,193.0,0,True,HOU,201811150HOU,2018-11-15,away,Golden State,Houston,1610612744,21800213,60.6,-110.0,157.0,165.0,155.0,140.0,,154.25,165.0,140.0,48.0,0.0,-110.0,4.0,-102.0,4.5,-108.0,4.5,-105.0,4.0,-110.0,4.0,-105.0,3.5,-106.67,4.5,0.0,-102.0,-110.0,54.0,220.0,-110.0,217.5,-102.0,217.5,-102.0,217.5,-105.0,218.0,-115.0,217.5,-110.0,218.0,-107.33,220.0,217.5,-102.0,-115.0,86.0,-21.0,L,193.0,0,False,GSW
2018-11-14,home,L.A. Lakers,Portland,1610612747,21800212,44.1,-145.0,,,-135.0,-125.0,,-130.0,-125.0,-135.0,50.2,-2.0,-110.0,,,-2.5,-105.0,-2.0,-105.0,-2.0,-110.0,-2.5,-112.0,-2.2,-108.4,-2.0,-2.5,-105.0,-112.0,44.3,227.0,-110.0,223.0,-103.0,223.0,-105.0,223.0,-105.0,,,222.5,-105.0,223.7,-105.6,227.0,222.5,-103.0,-110.0,126.0,9.0,W,243.0,0,True,LAL,201811140LAL,2018-11-14,away,Portland,L.A. Lakers,1610612757,21800212,55.9,125.0,,,115.0,105.0,,110.0,115.0,105.0,49.8,2.0,-110.0,,,2.5,-105.0,2.0,-105.0,2.0,-110.0,2.5,-108.0,2.2,-107.6,2.5,2.0,-105.0,-110.0,55.7,227.0,-110.0,223.0,-107.0,223.0,-105.0,223.0,-105.0,,,222.5,-115.0,223.7,-108.4,227.0,222.5,-105.0,-115.0,117.0,-9.0,L,243.0,0,False,POR
2018-11-14,home,Phoenix,San Antonio,1610612756,21800211,41.4,170.0,210.0,,210.0,205.0,200.0,206.25,210.0,200.0,38.4,,,,,6.0,-105.0,6.0,-105.0,,,6.0,-114.0,6.0,-108.0,6.0,6.0,-105.0,-114.0,54.1,211.5,-110.0,,,213.0,-106.0,213.0,-105.0,213.0,-110.0,213.0,-115.0,212.7,-109.2,213.0,211.5,-105.0,-115.0,116.0,20.0,W,212.0,0,True,PHO,201811140PHO,2018-11-14,away,San Antonio,Phoenix,1610612759,21800211,58.6,-200.0,-235.0,,-250.0,-245.0,-240.0,-242.5,-235.0,-250.0,61.6,,,,,-6.0,-105.0,-6.0,-105.0,,,-6.0,-106.0,-6.0,-105.33,-6.0,-6.0,-105.0,-106.0,45.9,211.5,-110.0,,,213.0,-104.0,213.0,-105.0,213.0,-110.0,213.0,-105.0,212.7,-106.8,213.0,211.5,-104.0,-110.0,96.0,-20.0,L,212.0,0,False,SAS
2018-11-14,home,Dallas,Utah,1610612742,21800210,49.5,155.0,181.0,190.0,,180.0,190.0,185.25,190.0,180.0,51.9,3.5,-110.0,5.0,-105.0,5.0,-102.0,5.0,-105.0,5.0,-110.0,5.0,-108.0,4.75,-106.67,5.0,3.5,-102.0,-110.0,57.9,215.5,-110.0,212.0,-106.0,212.0,-109.0,211.5,-105.0,212.0,-110.0,212.0,-110.0,212.5,-108.33,215.5,211.5,-105.0,-110.0,118.0,50.0,W,186.0,0,True,DAL,201811140DAL,2018-11-14,away,Utah,Dallas,1610612762,21800210,50.5,-180.0,-202.0,-210.0,,-220.0,-220.0,-213.0,-202.0,-220.0,48.1,-3.5,-110.0,-5.0,-105.0,-5.0,-108.0,-5.0,-105.0,-5.0,-110.0,-5.0,-112.0,-4.75,-108.33,-3.5,-5.0,-105.0,-112.0,42.1,215.5,-110.0,212.0,-104.0,212.0,-101.0,211.5,-105.0,212.0,-110.0,212.0,-110.0,212.5,-106.67,215.5,211.5,-101.0,-110.0,68.0,-50.0,L,186.0,0,False,UTA
